,trench_male,trench_female,tuple,average_male,average_female,female-male
0,-0.19393823,-0.18190442,"('unsociable', 'sociable')",-0.1939382,-0.1819044,0.0120338
1,1.2185185,1.1489189,"('unfriendly', 'friendly')",1.2185185,1.1489189,-0.0695996
2,-0.15242904,-0.054162614,"('unlikable', 'likable')",-0.152429,-0.0541626,0.0982664
3,0.78113616,0.8210081,"('repellent', 'pleasant')",0.7811362,0.8210081,0.0398719
4,-7.221992,-7.332527,"('disliked', 'liked')",-7.221992,-7.3325272,-0.1105352
5,-0.68616587,-0.6714958,"('distant', 'outgoing')",-0.6861659,-0.6714958,0.0146701
6,-0.006286215,-0.102807805,"('distant', 'open')",-0.0062862,-0.1028078,-0.0965216
7,0.7666999,0.80165446,"('insensitive', 'sensitive')",0.7666999,0.8016545,0.0349546
8,1.1147449,0.9630735,"('unaffectionate', 'affectionate')",1.1147449,0.9630735,-0.1516714
9,1.2477629,1.1869648,"('unaffectionate', 'caring')",1.2477629,1.1869648,-0.0607981
10,0.88286626,0.92778516,"('unsympathetic', 'sympathetic')",0.8828663,0.9277852,0.0449189
11,1.213061,1.2997086,"('unhelpful', 'helpful')",1.213061,1.2997086,0.0866476
12,-1.9656162,-1.9486531,"('unsupportive', 'supportive')",-1.9656162,-1.9486531,0.0169631
13,-0.4789225,-0.41407043,"('impolite', 'polite')",-0.4789225,-0.4140704,0.0648521
14,0.20104639,0.23625188,"('antisocial', 'social')",0.2010464,0.2362519,0.0352055
15,0.109534994,0.027451953,"('boring', 'funny')",0.109535,0.027452,-0.082083
16,-0.5599388,-0.51072294,"('unpopular', 'popular')",-0.5599388,-0.5107229,0.0492159
17,-0.5920443,-0.4818937,"('nasty', 'nice')",-0.5920443,-0.4818937,0.1101506
18,-0.38192606,-0.407681,"('disagreeable', 'welcoming')",-0.3819261,-0.407681,-0.0257549
19,-0.71202016,-0.8025594,"('inhospitable', 'hospitable')",-0.7120202,-0.8025594,-0.0905392
20,0.8857477,0.8421554,"('rough', 'thoughtful')",0.8857477,0.8421554,-0.0435923
21,-0.53451276,-0.42446715,"('immoral', 'moral')",-0.5345128,-0.4244671,0.1100457
22,-0.542683,-0.51264215,"('untrustworthy', 'trustworthy')",-0.542683,-0.5126421,0.0300409
23,6.123059,6.1573787,"('insincere', 'sincere')",6.1230588,6.1573787,0.0343199
24,1.3988883,1.2546602,"('dishonest', 'honest')",1.3988883,1.2546602,-0.1442281
25,0.9868874,0.9497101,"('egoistic', 'altruistic')",0.9868874,0.9497101,-0.0371773
26,0.92557925,0.87502295,"('hardhearted', 'benevolent')",0.9255792,0.8750229,-0.0505563
27,1.664408,1.4752163,"('hardhearted', 'softhearted')",1.664408,1.4752163,-0.1891917
28,0.969328,0.9344438,"('disloyal', 'loyal')",0.969328,0.9344438,-0.0348842
29,-0.6837355,-0.82907677,"('unfair', 'fair')",-0.6837355,-0.8290768,-0.1453413
30,0.66845745,0.70609814,"('intolerant', 'tolerant')",0.6684574,0.7060981,0.0376407
31,-1.2743901,-1.263269,"('evil', 'good')",-1.2743901,-1.2632689,0.0111212
32,0.81697917,0.76077795,"('unkind', 'kind')",0.8169792,0.760778,-0.0562012
33,-0.680797,-0.7092134,"('wrong', 'right')",-0.680797,-0.7092134,-0.0284164
34,4.4007716,4.506188,"('mean', 'honorable')",4.4007716,4.5061879,0.1054163
35,-0.6415242,-0.92494917,"('corrupt', 'incorrupt')",-0.6415242,-0.9249492,-0.283425
36,-0.64137274,-0.7781311,"('hostile', 'amicable')",-0.6413727,-0.7781311,-0.1367584
37,0.8210151,0.7662598,"('fake', 'genuine')",0.8210151,0.7662598,-0.0547553
38,-0.38274774,-0.3463476,"('untruthful', 'truthful')",-0.3827477,-0.3463476,0.0364001
39,0.2757613,0.28911838,"('exploitative', 'cooperative')",0.2757613,0.2891184,0.0133571
40,-1.2553625,-1.392179,"('stingy', 'generous')",-1.2553625,-1.392179,-0.1368165
41,-0.084094994,-0.083204046,"('unforgiving', 'forgiving')",-0.084095,-0.083204,0.000891
42,-2.2332792,-2.290484,"('unreliable', 'reliable')",-2.2332792,-2.290484,-0.0572048
43,0.6629746,0.7266961,"('irresponsible', 'responsible')",0.6629746,0.7266961,0.0637215
44,-0.84405136,-0.8100901,"('prejudiced', 'unprejudiced')",-0.8440514,-0.8100901,0.0339613
45,-0.046217997,-0.05297626,"('incompetent', 'competent')",-0.046218,-0.0529763,-0.0067583
46,-0.73766315,-0.73142624,"('uncompetitive', 'competitive')",-0.7376631,-0.7314262,0.0062369
47,4.972309,5.125669,"('stupid', 'smart')",4.9723091,5.125669,0.1533599
48,0.36911878,0.3129292,"('unintelligent', 'intelligent')",0.3691188,0.3129292,-0.0561896
49,0.14236963,0.14225978,"('unable', 'able')",0.1423696,0.1422598,-0.0001098
50,-0.3804613,-0.46069607,"('clumsy', 'skillful')",-0.3804613,-0.4606961,-0.0802348
51,0.5468215,0.45113268,"('uneducated', 'educated')",0.5468215,0.4511327,-0.0956888
52,-0.4997116,-0.62475127,"('irrational', 'rational')",-0.4997116,-0.6247513,-0.1250397
53,-0.25539207,-0.3529834,"('uncreative', 'creative')",-0.2553921,-0.3529834,-0.0975913
54,0.943308,0.95292634,"('incapable', 'capable')",0.943308,0.9529263,0.0096183
55,0.71572846,0.77382064,"('incompetent', 'clever')",0.7157285,0.7738206,0.0580921
56,0.35518065,0.36077824,"('impractical', 'practical')",0.3551807,0.3607782,0.0055975
57,-2.5937996,-2.5745862,"('unimaginative', 'imaginative')",-2.5937996,-2.5745862,0.0192134
58,0.023121249,0.05878828,"('undiscriminating', 'discriminating')",0.0231212,0.0587883,0.0356671
59,-0.1688762,-0.1810986,"('foolish', 'wise')",-0.1688762,-0.1810986,-0.0122224
60,0.14699322,0.33760512,"('inefficient', 'efficient')",0.1469932,0.3376051,0.1906119
61,0.14636381,-0.036127865,"('illogical', 'logical')",0.1463638,-0.0361279,-0.1824917
62,0.2510161,0.37284866,"('incompetent', 'brilliant')",0.2510161,0.3728487,0.1218326
63,-0.16538183,-0.12122372,"('unperceptive', 'insightful')",-0.1653818,-0.1212237,0.0441581
64,-6.352831,-6.2505813,"('shy', 'confident')",-6.3528309,-6.2505813,0.1022496
65,-0.030641025,0.10767445,"('insecure', 'secure')",-0.030641,0.1076744,0.1383154
66,0.1512951,0.06829691,"('inactive', 'active')",0.1512951,0.0682969,-0.0829982
67,-0.21691859,-0.19119549,"('doubtful', 'determined')",-0.2169186,-0.1911955,0.0257231
68,-0.60148793,-0.69020647,"('dependent', 'independent')",-0.6014879,-0.6902065,-0.0887186
69,-2.1302276,-2.1053817,"('lazy', 'industrious')",-2.1302276,-2.1053817,0.0248459
70,1.1641879,1.1679045,"('lethargic', 'energetic')",1.1641879,1.1679045,0.0037166
71,0.6249397,0.64758855,"('diffident', 'self-confident')",0.6249397,0.6475886,0.0226489
72,0.7672036,0.90563834,"('unambitious', 'ambitious')",0.7672036,0.9056383,0.1384347
73,-2.975534,-2.963537,"('helpless', 'self-reliant')",-2.975534,-2.963537,0.011997
74,0.2610529,0.11680855,"('undedicated', 'dedicated')",0.2610529,0.1168085,-0.1442444
75,-0.67289394,-0.58712435,"('meek', 'impulsive')",-0.6728939,-0.5871243,0.0857696
76,0.9400627,0.9280898,"('anxious', 'daring')",0.9400627,0.9280898,-0.0119729
77,-1.5911739,-1.4138938,"('unmotivated', 'motivated')",-1.5911739,-1.4138938,0.1772801
78,-0.59139675,-0.61465704,"('nonresilient', 'resilient')",-0.5913967,-0.614657,-0.0232603
79,-0.0791103,-0.1523425,"('wavering', 'unwavering')",-0.0791103,-0.1523425,-0.0732322
80,-0.20282748,-0.30153582,"('dominated', 'dominating')",-0.2028275,-0.3015358,-0.0987083
81,-0.027265444,0.093032986,"('submissive', 'aggressive')",-0.0272654,0.093033,0.1202984
82,6.326594,6.337228,"('poor', 'rich')",6.3265939,6.3372278,0.0106339
83,-0.10898985,-0.04498271,"('powerless', 'powerful')",-0.1089898,-0.0449827,0.0640071
84,0.58625627,0.5193905,"('inferior', 'superior')",0.5862563,0.5193905,-0.0668658
85,-0.2792218,-0.3586951,"('insignificant', 'prestigious')",-0.2792218,-0.3586951,-0.0794733
86,0.226935,0.2230728,"('uninfluential', 'influential')",0.226935,0.2230728,-0.0038622
87,-0.37210748,-0.3131231,"('unsuccessful', 'successful')",-0.3721075,-0.3131231,0.0589844
88,0.36710003,0.31207833,"('low', 'eminent')",0.3671,0.3120783,-0.0550217
