,fuel_male,fuel_female,tuple,average_male,average_female,female-male
0,0.068458654,0.002846446,"('unsociable', 'sociable')",0.0684587,0.0028464,-0.0656123
1,1.7046589,1.5597109,"('unfriendly', 'friendly')",1.7046589,1.5597109,-0.144948
2,0.69749546,0.78900886,"('unlikable', 'likable')",0.6974955,0.7890089,0.0915134
3,0.28422913,0.7073653,"('repellent', 'pleasant')",0.2842291,0.7073653,0.4231362
4,-7.173427,-7.112846,"('disliked', 'liked')",-7.1734271,-7.1128459,0.0605812
5,-0.009410592,0.08824973,"('distant', 'outgoing')",-0.0094106,0.0882497,0.0976603
6,0.123734206,0.19255148,"('distant', 'open')",0.1237342,0.1925515,0.0688173
7,0.63624823,0.8188701,"('insensitive', 'sensitive')",0.6362482,0.8188701,0.1826219
8,1.2453424,1.0803149,"('unaffectionate', 'affectionate')",1.2453424,1.0803149,-0.1650275
9,1.7052655,1.682297,"('unaffectionate', 'caring')",1.7052655,1.682297,-0.0229685
10,0.95949984,1.2724388,"('unsympathetic', 'sympathetic')",0.9594998,1.2724388,0.312939
11,2.1961818,2.2038398,"('unhelpful', 'helpful')",2.1961818,2.2038398,0.007658
12,-1.4989878,-1.4165223,"('unsupportive', 'supportive')",-1.4989878,-1.4165223,0.0824655
13,0.34458646,0.43154183,"('impolite', 'polite')",0.3445865,0.4315418,0.0869553
14,-0.01887096,-0.19331416,"('antisocial', 'social')",-0.018871,-0.1933142,-0.1744432
15,0.59371376,0.52144146,"('boring', 'funny')",0.5937138,0.5214415,-0.0722723
16,-0.20817083,-0.19705349,"('unpopular', 'popular')",-0.2081708,-0.1970535,0.0111173
17,0.00022884272,0.03598694,"('nasty', 'nice')",0.0002288,0.0359869,0.0357581
18,-0.62880504,-0.639815,"('disagreeable', 'welcoming')",-0.628805,-0.639815,-0.01101
19,-0.37520903,-0.18404898,"('inhospitable', 'hospitable')",-0.375209,-0.184049,0.19116
20,0.7702865,0.55178344,"('rough', 'thoughtful')",0.7702865,0.5517834,-0.2185031
21,0.017042182,0.30746192,"('immoral', 'moral')",0.0170422,0.3074619,0.2904197
22,-0.79632145,-0.5333016,"('untrustworthy', 'trustworthy')",-0.7963215,-0.5333016,0.2630199
23,6.5785093,6.620222,"('insincere', 'sincere')",6.5785093,6.6202221,0.0417128
24,1.6639615,1.8318611,"('dishonest', 'honest')",1.6639615,1.8318611,0.1678996
25,0.66162854,0.49342573,"('egoistic', 'altruistic')",0.6616285,0.4934257,-0.1682028
26,0.7676957,0.22782268,"('hardhearted', 'benevolent')",0.7676957,0.2278227,-0.539873
27,1.4059279,1.3929284,"('hardhearted', 'softhearted')",1.4059279,1.3929284,-0.0129995
28,1.4070235,1.2312471,"('disloyal', 'loyal')",1.4070235,1.2312471,-0.1757764
29,-0.38469553,-0.5536359,"('unfair', 'fair')",-0.3846955,-0.5536359,-0.1689404
30,0.8652081,0.94275737,"('intolerant', 'tolerant')",0.8652081,0.9427574,0.0775493
31,-1.4113306,-1.4132371,"('evil', 'good')",-1.4113306,-1.4132371,-0.0019065
32,1.4019227,1.3313378,"('unkind', 'kind')",1.4019227,1.3313378,-0.0705849
33,-0.024456415,-0.28341895,"('wrong', 'right')",-0.0244564,-0.283419,-0.2589626
34,4.6667576,4.877704,"('mean', 'honorable')",4.6667576,4.8777041,0.2109465
35,-1.0722696,-1.3457212,"('corrupt', 'incorrupt')",-1.0722696,-1.3457212,-0.2734516
36,-0.92130154,-1.1670527,"('hostile', 'amicable')",-0.9213015,-1.1670527,-0.2457512
37,1.0022601,1.0560044,"('fake', 'genuine')",1.0022601,1.0560044,0.0537443
38,0.38168946,0.2719344,"('untruthful', 'truthful')",0.3816895,0.2719344,-0.1097551
39,0.03471384,0.017855525,"('exploitative', 'cooperative')",0.0347138,0.0178555,-0.0168583
40,-1.5880334,-1.5086728,"('stingy', 'generous')",-1.5880334,-1.5086728,0.0793606
41,0.06473335,-0.104252875,"('unforgiving', 'forgiving')",0.0647333,-0.1042529,-0.1689862
42,-2.3648393,-2.0348961,"('unreliable', 'reliable')",-2.3648393,-2.0348961,0.3299432
43,1.2036252,1.3450586,"('irresponsible', 'responsible')",1.2036252,1.3450586,0.1414334
44,-1.0484602,-1.1625932,"('prejudiced', 'unprejudiced')",-1.0484602,-1.1625932,-0.114133
45,0.30400398,0.3709424,"('incompetent', 'competent')",0.304004,0.3709424,0.0669384
46,-0.65847117,-0.4058009,"('uncompetitive', 'competitive')",-0.6584712,-0.4058009,0.2526703
47,5.411678,5.472889,"('stupid', 'smart')",5.4116778,5.4728889,0.0612111
48,0.70379764,0.6755365,"('unintelligent', 'intelligent')",0.7037976,0.6755365,-0.0282611
49,0.21217343,0.48855028,"('unable', 'able')",0.2121734,0.4885503,0.2763769
