,marathon_male,marathon_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2096052,-1.3895242,"('unsociable', 'sociable')",0.6422128,0.5105094,-0.25379884,-0.39716458,-0.2737304,-0.4253931,-0.1516627
1,0.2572679,0.15466449,"('unfriendly', 'friendly')",1.3536216,1.0509043,0.95283,0.74753845,0.8545732,0.6510357,-0.2035375
2,0.4699809,0.48576045,"('unlikable', 'likable')",1.6917621,1.7114426,0.91897243,0.9274583,1.0269051,1.0415538,0.0146487
3,-0.183807,-0.15177874,"('repellent', 'pleasant')",-0.30079523,-0.2820899,0.9206724,0.9520815,0.1453567,0.1727376,0.0273809
4,0.16116859,0.085336655,"('disliked', 'liked')",-0.18055326,-0.30280095,-6.0595126,-6.080655,-2.0262992,-2.0993732,-0.073074
5,-0.089546,-0.07646856,"('distant', 'outgoing')",-0.59058887,-0.67019296,-1.1498868,-1.2290379,-0.6100072,-0.6585665,-0.0485593
6,-0.109745234,-0.11480328,"('distant', 'open')",-0.66749126,-0.81352174,-1.1004051,-1.2365841,-0.6258805,-0.7216364,-0.0957559
7,0.43670171,0.3906599,"('insensitive', 'sensitive')",1.1859256,1.1763796,0.5335906,0.5212961,0.7187393,0.6961118,-0.0226275
8,0.40075818,0.33639514,"('unaffectionate', 'affectionate')",0.15107968,0.0048863906,-0.09388931,-0.22405007,0.1526495,0.0390772,-0.1135723
9,1.5675958,1.4896104,"('unaffectionate', 'caring')",0.50500184,0.3658457,0.53168213,0.43412,0.8680933,0.763192,-0.1049013
10,-0.30771428,-0.45340434,"('unsympathetic', 'sympathetic')",-0.37389892,-0.477125,-0.50884616,-0.54943615,-0.3968198,-0.4933218,-0.096502
11,-0.4893276,-0.5133096,"('unhelpful', 'helpful')",0.72789544,0.7233359,1.5017821,1.5163056,0.5801166,0.575444,-0.0046726
12,0.649185,0.6147694,"('unsupportive', 'supportive')",0.8817873,0.8368959,-1.6574843,-1.6708807,-0.0421707,-0.0730718,-0.0309011
13,-0.3012077,-0.395397,"('impolite', 'polite')",0.42693102,0.4694125,-0.8263726,-0.8249308,-0.2335498,-0.2503051,-0.0167553
14,-0.44066864,-0.47485703,"('antisocial', 'social')",1.4633121,1.5183971,0.24774167,0.21612424,0.4234618,0.4198881,-0.0035737
15,0.43956053,0.36437666,"('boring', 'funny')",0.32204023,0.25503445,-0.20270602,-0.27533987,0.1862982,0.1146904,-0.0716078
16,-1.309466,-1.3856636,"('unpopular', 'popular')",-0.48510092,-0.60723186,0.23508072,0.13365474,-0.5198287,-0.6197469,-0.0999182
17,-0.5317556,-0.51570827,"('nasty', 'nice')",-1.2506194,-1.2392313,-0.67087257,-0.60406727,-0.8177492,-0.7863356,0.0314136
18,0.93999743,0.87758803,"('disagreeable', 'welcoming')",0.11558941,0.03045085,-0.7036835,-0.8323005,0.1173011,0.0252461,-0.092055
19,-0.8877884,-0.85594076,"('inhospitable', 'hospitable')",-1.5656062,-1.6363357,-1.294237,-1.2690679,-1.2492105,-1.2537815,-0.004571
20,-0.6966638,-0.6097473,"('rough', 'thoughtful')",-0.7171341,-0.66686517,0.17413336,0.19429371,-0.4132215,-0.3607729,0.0524486
21,0.026097579,-0.11465211,"('immoral', 'moral')",1.6777406,1.5776867,-0.14656194,-0.13879569,0.519092,0.4414129,-0.0776791
22,-0.41099346,-0.4754768,"('untrustworthy', 'trustworthy')",0.6848817,0.5951641,-0.7451175,-0.81224495,-0.1570764,-0.2308525,-0.0737761
23,0.14658383,0.017878925,"('insincere', 'sincere')",0.88521326,0.7626336,5.122119,4.9121747,2.0513053,1.8975623,-0.153743
24,1.1927086,1.1506771,"('dishonest', 'honest')",1.5120599,1.4343619,0.4581012,0.4128322,1.05429,0.9992905,-0.0549995
25,0.60019577,0.5512026,"('egoistic', 'altruistic')",1.0024781,0.8730828,1.2874417,1.2107787,0.9633719,0.8783547,-0.0850172
26,1.394227,1.3141832,"('hardhearted', 'benevolent')",1.2133759,1.1545243,1.6771159,1.6164503,1.4282397,1.3617193,-0.0665204
27,0.2923713,0.33776733,"('hardhearted', 'softhearted')",-0.3640132,-0.33202443,0.6158712,0.5132404,0.1814098,0.1729944,-0.0084154
28,0.5052237,0.32450768,"('disloyal', 'loyal')",0.75006706,0.51990306,0.69584924,0.5563083,0.65038,0.4669064,-0.1834736
29,-0.24284323,-0.30695274,"('unfair', 'fair')",0.023470968,0.00035927445,-0.40025124,-0.49862507,-0.2065412,-0.2684062,-0.061865
30,0.07884907,-0.010796219,"('intolerant', 'tolerant')",0.36040586,0.3820971,0.72237116,0.6722428,0.3872087,0.3478479,-0.0393608
31,-0.8183114,-0.7234513,"('evil', 'good')",-0.8323739,-0.8803499,-1.097505,-1.1268871,-0.9160635,-0.9102294,0.0058341
32,0.58110416,0.44438085,"('unkind', 'kind')",0.41232306,0.3120498,0.64117336,0.47647133,0.5448669,0.4109673,-0.1338996
33,0.76670134,0.70316917,"('wrong', 'right')",1.2715973,1.1824362,-0.6313182,-0.65911144,0.4689935,0.4088313,-0.0601622
34,-1.1713629,-1.1158606,"('mean', 'honorable')",0.1549001,0.17826118,4.2963166,4.3635354,1.0932846,1.1419787,0.0486941
35,-0.26191607,-0.28105274,"('corrupt', 'incorrupt')",-1.6143975,-1.6934081,-0.87316334,-1.0122007,-0.9164923,-0.9955538,-0.0790615
36,-0.63496125,-0.6550138,"('hostile', 'amicable')",-1.523298,-1.80669,-0.7299907,-0.9363551,-0.96275,-1.1326863,-0.1699363
