,godfather_male,godfather_female,tuple,average_male,average_female,female-male
0,0.17488092,0.15048352,"('unsociable', 'sociable')",0.1748809,0.1504835,-0.0243974
1,1.2239288,0.92848474,"('unfriendly', 'friendly')",1.2239288,0.9284847,-0.2954441
2,0.7260928,0.8747723,"('unlikable', 'likable')",0.7260928,0.8747723,0.1486795
3,0.96659327,0.99975526,"('repellent', 'pleasant')",0.9665933,0.9997553,0.033162
4,-6.6435266,-6.651134,"('disliked', 'liked')",-6.6435266,-6.651134,-0.0076074
5,-0.040149845,-0.12534097,"('distant', 'outgoing')",-0.0401498,-0.125341,-0.0851912
6,0.04995954,-0.066032976,"('distant', 'open')",0.0499595,-0.066033,-0.1159925
7,0.5701152,0.56302404,"('insensitive', 'sensitive')",0.5701152,0.563024,-0.0070912
8,0.9765506,0.7756412,"('unaffectionate', 'affectionate')",0.9765506,0.7756412,-0.2009094
9,1.4277546,1.3559734,"('unaffectionate', 'caring')",1.4277546,1.3559734,-0.0717812
10,1.1129059,1.2816226,"('unsympathetic', 'sympathetic')",1.1129059,1.2816226,0.1687167
11,1.8879201,1.9469734,"('unhelpful', 'helpful')",1.8879201,1.9469734,0.0590533
12,-1.3856634,-1.3687841,"('unsupportive', 'supportive')",-1.3856634,-1.3687841,0.0168793
13,0.48126552,0.5682771,"('impolite', 'polite')",0.4812655,0.5682771,0.0870116
14,-0.13105734,-0.15298009,"('antisocial', 'social')",-0.1310573,-0.1529801,-0.0219228
15,0.43471614,0.3322815,"('boring', 'funny')",0.4347161,0.3322815,-0.1024346
16,-0.13177718,-0.14601146,"('unpopular', 'popular')",-0.1317772,-0.1460115,-0.0142343
17,-0.08984195,-0.010548128,"('nasty', 'nice')",-0.0898419,-0.0105481,0.0792938
18,-0.2539107,-0.44851652,"('disagreeable', 'welcoming')",-0.2539107,-0.4485165,-0.1946058
19,-0.51478565,-0.48350054,"('inhospitable', 'hospitable')",-0.5147856,-0.4835005,0.0312851
20,0.6641113,0.50154674,"('rough', 'thoughtful')",0.6641113,0.5015467,-0.1625646
21,0.061183132,0.27000403,"('immoral', 'moral')",0.0611831,0.270004,0.2088209
22,-0.026928904,0.029541606,"('untrustworthy', 'trustworthy')",-0.0269289,0.0295416,0.0564705
23,5.9277306,5.8321323,"('insincere', 'sincere')",5.9277306,5.8321323,-0.0955983
24,1.6104538,1.5745866,"('dishonest', 'honest')",1.6104538,1.5745866,-0.0358672
25,0.5362313,0.39063033,"('egoistic', 'altruistic')",0.5362313,0.3906303,-0.145601
26,0.12968697,-0.005056612,"('hardhearted', 'benevolent')",0.129687,-0.0050566,-0.1347436
27,1.388277,1.1228312,"('hardhearted', 'softhearted')",1.3882771,1.1228312,-0.2654459
28,0.9011544,0.8694434,"('disloyal', 'loyal')",0.9011544,0.8694434,-0.031711
29,-0.5999197,-0.727719,"('unfair', 'fair')",-0.5999197,-0.727719,-0.1277993
30,0.77540976,0.85413545,"('intolerant', 'tolerant')",0.7754098,0.8541355,0.0787257
31,-1.2758927,-1.4246116,"('evil', 'good')",-1.2758927,-1.4246116,-0.1487189
32,1.2171754,1.2224158,"('unkind', 'kind')",1.2171754,1.2224158,0.0052404
33,-0.3393833,-0.3419986,"('wrong', 'right')",-0.3393833,-0.3419986,-0.0026153
34,4.292102,4.3673053,"('mean', 'honorable')",4.2921019,4.3673053,0.0752034
35,-1.2273211,-1.4491642,"('corrupt', 'incorrupt')",-1.2273211,-1.4491642,-0.2218431
36,-0.7857789,-0.96556246,"('hostile', 'amicable')",-0.7857789,-0.9655625,-0.1797836
37,0.51403487,0.5249543,"('fake', 'genuine')",0.5140349,0.5249543,0.0109194
38,-0.15883394,-0.06062289,"('untruthful', 'truthful')",-0.1588339,-0.0606229,0.098211
39,0.0090986155,0.030340664,"('exploitative', 'cooperative')",0.0090986,0.0303407,0.0212421
40,-1.2505497,-1.4669356,"('stingy', 'generous')",-1.2505497,-1.4669356,-0.2163859
41,-0.0634736,0.004264759,"('unforgiving', 'forgiving')",-0.0634736,0.0042648,0.0677384
42,-1.7349849,-1.6567309,"('unreliable', 'reliable')",-1.7349849,-1.6567309,0.078254
43,1.2578416,1.2767931,"('irresponsible', 'responsible')",1.2578416,1.2767931,0.0189515
44,-1.0669242,-1.0614012,"('prejudiced', 'unprejudiced')",-1.0669242,-1.0614012,0.005523
45,0.34010208,0.38065377,"('incompetent', 'competent')",0.3401021,0.3806538,0.0405517
46,-0.2976154,-0.16856702,"('uncompetitive', 'competitive')",-0.2976154,-0.168567,0.1290484
47,4.8607116,5.0050025,"('stupid', 'smart')",4.8607116,5.0050025,0.1442909
48,0.67399424,0.5457224,"('unintelligent', 'intelligent')",0.6739942,0.5457224,-0.1282718
49,0.1695509,0.24630679,"('unable', 'able')",0.1695509,0.2463068,0.0767559
50,0.11761924,0.053834412,"('clumsy', 'skillful')",0.1176192,0.0538344,-0.0637848
51,0.49486086,0.51014054,"('uneducated', 'educated')",0.4948609,0.5101405,0.0152796
52,-0.6062039,-0.8096459,"('irrational', 'rational')",-0.6062039,-0.8096459,-0.203442
53,0.18043266,0.010794865,"('uncreative', 'creative')",0.1804327,0.0107949,-0.1696378
54,1.0505592,1.1704493,"('incapable', 'capable')",1.0505592,1.1704493,0.1198901
55,0.85651046,0.8671055,"('incompetent', 'clever')",0.8565105,0.8671055,0.010595
56,0.80524224,0.9040935,"('impractical', 'practical')",0.8052422,0.9040935,0.0988513
57,-2.3084292,-2.1886148,"('unimaginative', 'imaginative')",-2.3084292,-2.1886148,0.1198144
