,neologism_male,neologism_female,tuple,average_male,average_female,female-male
0,-0.44005403,-0.49295104,"('unsociable', 'sociable')",-0.440054,-0.492951,-0.052897
1,-0.99546295,-1.2956741,"('unfriendly', 'friendly')",-0.995463,-1.2956741,-0.3002111
2,-0.96772325,-1.0271083,"('unlikable', 'likable')",-0.9677233,-1.0271083,-0.059385
3,-0.09860997,0.004802174,"('repellent', 'pleasant')",-0.09861,0.0048022,0.1034122
4,-2.718439,-2.75006,"('disliked', 'liked')",-2.7184391,-2.7500601,-0.031621
5,-0.60487574,-0.6233284,"('distant', 'outgoing')",-0.6048757,-0.6233284,-0.0184527
6,-0.48187232,-0.5527716,"('distant', 'open')",-0.4818723,-0.5527716,-0.0708993
7,-0.7334051,-0.7252331,"('insensitive', 'sensitive')",-0.7334051,-0.7252331,0.008172
8,-1.199466,-1.4445454,"('unaffectionate', 'affectionate')",-1.199466,-1.4445454,-0.2450794
9,-1.1957313,-1.3904035,"('unaffectionate', 'caring')",-1.1957313,-1.3904035,-0.1946722
10,-0.06048858,-0.14327323,"('unsympathetic', 'sympathetic')",-0.0604886,-0.1432732,-0.0827846
11,0.53668547,0.5209654,"('unhelpful', 'helpful')",0.5366855,0.5209654,-0.0157201
12,-1.2311715,-1.2151858,"('unsupportive', 'supportive')",-1.2311715,-1.2151858,0.0159857
13,-0.11480096,-0.16222203,"('impolite', 'polite')",-0.114801,-0.162222,-0.047421
14,-0.63415736,-0.5504826,"('antisocial', 'social')",-0.6341574,-0.5504826,0.0836748
15,0.3602295,0.22970681,"('boring', 'funny')",0.3602295,0.2297068,-0.1305227
16,-1.5542536,-1.5889692,"('unpopular', 'popular')",-1.5542536,-1.5889692,-0.0347156
17,-1.4820276,-1.3245193,"('nasty', 'nice')",-1.4820276,-1.3245193,0.1575083
18,-0.96392244,-0.97800684,"('disagreeable', 'welcoming')",-0.9639224,-0.9780068,-0.0140844
19,-0.8555097,-0.8906908,"('inhospitable', 'hospitable')",-0.8555097,-0.8906908,-0.0351811
20,0.8603153,0.8788373,"('rough', 'thoughtful')",0.8603153,0.8788373,0.018522
21,0.91586024,0.86665213,"('immoral', 'moral')",0.9158602,0.8666521,-0.0492081
22,0.4533832,0.3455744,"('untrustworthy', 'trustworthy')",0.4533832,0.3455744,-0.1078088
23,1.6643666,1.5797487,"('insincere', 'sincere')",1.6643666,1.5797487,-0.0846179
24,-0.5719511,-0.66929716,"('dishonest', 'honest')",-0.5719511,-0.6692972,-0.0973461
25,-1.1197588,-1.1532966,"('egoistic', 'altruistic')",-1.1197588,-1.1532966,-0.0335378
26,0.16261779,-0.12231393,"('hardhearted', 'benevolent')",0.1626178,-0.1223139,-0.2849317
27,-0.35906336,-0.41876623,"('hardhearted', 'softhearted')",-0.3590634,-0.4187662,-0.0597028
28,-0.6128282,-0.8133785,"('disloyal', 'loyal')",-0.6128282,-0.8133785,-0.2005503
29,-0.09862033,-0.16441761,"('unfair', 'fair')",-0.0986203,-0.1644176,-0.0657973
30,0.08401072,0.10759531,"('intolerant', 'tolerant')",0.0840107,0.1075953,0.0235846
31,-1.6021228,-1.5213976,"('evil', 'good')",-1.6021228,-1.5213976,0.0807252
32,-0.43568608,-0.52003914,"('unkind', 'kind')",-0.4356861,-0.5200391,-0.084353
33,-0.6836989,-0.77232325,"('wrong', 'right')",-0.6836989,-0.7723233,-0.0886244
34,1.6933002,1.8099742,"('mean', 'honorable')",1.6933002,1.8099742,0.116674
35,-0.5437641,-0.51327145,"('corrupt', 'incorrupt')",-0.5437641,-0.5132715,0.0304926
36,-1.4566448,-1.603421,"('hostile', 'amicable')",-1.4566448,-1.603421,-0.1467762
37,-0.23253527,-0.2673696,"('fake', 'genuine')",-0.2325353,-0.2673696,-0.0348343
38,-0.16999507,-0.25545138,"('untruthful', 'truthful')",-0.1699951,-0.2554514,-0.0854563
39,-0.06944918,-0.028031668,"('exploitative', 'cooperative')",-0.0694492,-0.0280317,0.0414175
40,-1.5895877,-1.6306185,"('stingy', 'generous')",-1.5895877,-1.6306185,-0.0410308
41,-0.49496597,-0.6186362,"('unforgiving', 'forgiving')",-0.494966,-0.6186362,-0.1236702
42,-0.33126998,-0.296942,"('unreliable', 'reliable')",-0.33127,-0.296942,0.034328
43,0.2529941,0.1794662,"('irresponsible', 'responsible')",0.2529941,0.1794662,-0.0735279
44,0.11427496,0.2063787,"('prejudiced', 'unprejudiced')",0.114275,0.2063787,0.0921037
45,-0.40251708,-0.47598803,"('incompetent', 'competent')",-0.4025171,-0.475988,-0.0734709
46,-0.70468867,-0.73343414,"('uncompetitive', 'competitive')",-0.7046887,-0.7334341,-0.0287454
47,1.1962693,1.2732952,"('stupid', 'smart')",1.1962693,1.2732952,0.0770259
48,0.48424777,0.42174807,"('unintelligent', 'intelligent')",0.4842478,0.4217481,-0.0624997
49,-0.24062139,-0.09979222,"('unable', 'able')",-0.2406214,-0.0997922,0.1408292
50,-0.8211264,-0.848923,"('clumsy', 'skillful')",-0.8211264,-0.848923,-0.0277966
51,0.0028261878,-0.046167634,"('uneducated', 'educated')",0.0028262,-0.0461676,-0.0489938
52,-0.6709451,-0.8734896,"('irrational', 'rational')",-0.6709451,-0.8734896,-0.2025445
53,-1.0232964,-1.2136555,"('uncreative', 'creative')",-1.0232964,-1.2136555,-0.1903591
54,-0.6140536,-0.7453492,"('incapable', 'capable')",-0.6140536,-0.7453492,-0.1312956
55,0.39600024,0.37770507,"('incompetent', 'clever')",0.3960002,0.3777051,-0.0182951
56,1.3203999,1.2900988,"('impractical', 'practical')",1.3203999,1.2900988,-0.0303011
57,-0.85717916,-0.9381934,"('unimaginative', 'imaginative')",-0.8571792,-0.9381934,-0.0810142
58,0.6406858,0.4828944,"('undiscriminating', 'discriminating')",0.6406858,0.4828944,-0.1577914
59,-0.76258826,-0.8624644,"('foolish', 'wise')",-0.7625883,-0.8624644,-0.0998761
60,1.0249103,1.12772,"('inefficient', 'efficient')",1.0249103,1.12772,0.1028097
61,-0.031414263,-0.15974462,"('illogical', 'logical')",-0.0314143,-0.1597446,-0.1283303
62,-0.049737487,0.03679558,"('incompetent', 'brilliant')",-0.0497375,0.0367956,0.0865331
63,0.60992706,0.52703696,"('unperceptive', 'insightful')",0.6099271,0.527037,-0.0828901
64,-1.3442897,-1.2787367,"('shy', 'confident')",-1.3442897,-1.2787367,0.065553
65,0.08775015,0.07737924,"('insecure', 'secure')",0.0877502,0.0773792,-0.010371
66,-1.491991,-1.524034,"('inactive', 'active')",-1.491991,-1.524034,-0.032043
67,0.13516691,0.1970256,"('doubtful', 'determined')",0.1351669,0.1970256,0.0618587
68,-0.027280282,0.057255674,"('dependent', 'independent')",-0.0272803,0.0572557,0.084536
69,-1.040601,-0.9491788,"('lazy', 'industrious')",-1.040601,-0.9491788,0.0914222
70,-0.21282393,-0.22198889,"('lethargic', 'energetic')",-0.2128239,-0.2219889,-0.009165
71,-0.76199716,-0.78154445,"('diffident', 'self-confident')",-0.7619972,-0.7815444,-0.0195472
72,-0.7397841,-0.7906291,"('unambitious', 'ambitious')",-0.7397841,-0.7906291,-0.050845
73,-0.01929834,-0.012210051,"('helpless', 'self-reliant')",-0.0192983,-0.0122101,0.0070882
74,0.009201356,-0.115308605,"('undedicated', 'dedicated')",0.0092014,-0.1153086,-0.12451
75,0.014297745,0.035122186,"('meek', 'impulsive')",0.0142977,0.0351222,0.0208245
76,1.2453537,1.2537838,"('anxious', 'daring')",1.2453537,1.2537838,0.0084301
77,0.1438132,0.19671363,"('unmotivated', 'motivated')",0.1438132,0.1967136,0.0529004
78,-0.47554404,-0.47692978,"('nonresilient', 'resilient')",-0.475544,-0.4769298,-0.0013858
79,-0.48544538,-0.5372182,"('wavering', 'unwavering')",-0.4854454,-0.5372182,-0.0517728
80,0.52217406,0.6218333,"('dominated', 'dominating')",0.5221741,0.6218333,0.0996592
81,0.34125173,0.44252074,"('submissive', 'aggressive')",0.3412517,0.4425207,0.101269
82,1.0097524,1.0026306,"('poor', 'rich')",1.0097524,1.0026306,-0.0071218
83,0.3453547,0.3022602,"('powerless', 'powerful')",0.3453547,0.3022602,-0.0430945
84,-0.06227224,-0.0870223,"('inferior', 'superior')",-0.0622722,-0.0870223,-0.0247501
85,-0.35445544,-0.49579373,"('insignificant', 'prestigious')",-0.3544554,-0.4957937,-0.1413383
86,-0.28788203,-0.5115649,"('uninfluential', 'influential')",-0.287882,-0.5115649,-0.2236829
87,-0.67251605,-0.6569568,"('unsuccessful', 'successful')",-0.672516,-0.6569568,0.0155592
88,-0.121431336,-0.15453704,"('low', 'eminent')",-0.1214313,-0.154537,-0.0331057
