,cornmeal_male,cornmeal_female,tuple,average_male,average_female,female-male
0,-0.36014894,-0.4042856,"('unsociable', 'sociable')",-0.3601489,-0.4042856,-0.0441367
1,0.018141668,-0.24352947,"('unfriendly', 'friendly')",0.0181417,-0.2435295,-0.2616712
2,-0.69236714,-0.663674,"('unlikable', 'likable')",-0.6923671,-0.663674,0.0286931
3,-1.2307082,-1.1358312,"('repellent', 'pleasant')",-1.2307082,-1.1358312,0.094877
4,-0.8635505,-0.896829,"('disliked', 'liked')",-0.8635505,-0.896829,-0.0332785
5,-0.18690282,-0.18566525,"('distant', 'outgoing')",-0.1869028,-0.1856652,0.0012376
6,-0.04142201,-0.15363556,"('distant', 'open')",-0.041422,-0.1536356,-0.1122136
7,-1.0450066,-0.9123042,"('insensitive', 'sensitive')",-1.0450066,-0.9123042,0.1327024
8,0.34266752,0.19041206,"('unaffectionate', 'affectionate')",0.3426675,0.1904121,-0.1522554
9,0.077831894,-0.027436152,"('unaffectionate', 'caring')",0.0778319,-0.0274362,-0.1052681
10,-0.9987323,-0.95663977,"('unsympathetic', 'sympathetic')",-0.9987323,-0.9566398,0.0420925
11,-1.3428059,-1.2192461,"('unhelpful', 'helpful')",-1.3428059,-1.2192461,0.1235598
12,-1.3218982,-1.2201965,"('unsupportive', 'supportive')",-1.3218982,-1.2201965,0.1017017
13,-0.6423497,-0.5123429,"('impolite', 'polite')",-0.6423497,-0.5123429,0.1300068
14,-1.1532454,-1.0115527,"('antisocial', 'social')",-1.1532454,-1.0115527,0.1416927
15,0.9968533,0.9231163,"('boring', 'funny')",0.9968533,0.9231163,-0.073737
16,-0.6101002,-0.66245013,"('unpopular', 'popular')",-0.6101002,-0.6624501,-0.0523499
17,-0.24310446,-0.110370785,"('nasty', 'nice')",-0.2431045,-0.1103708,0.1327337
18,-1.6252451,-1.5831444,"('disagreeable', 'welcoming')",-1.6252451,-1.5831444,0.0421007
19,-0.4857297,-0.45137998,"('inhospitable', 'hospitable')",-0.4857297,-0.45138,0.0343497
20,-1.0659618,-1.0704037,"('rough', 'thoughtful')",-1.0659618,-1.0704037,-0.0044419
21,-1.649566,-1.4221407,"('immoral', 'moral')",-1.6495661,-1.4221407,0.2274254
22,-0.62226206,-0.73647606,"('untrustworthy', 'trustworthy')",-0.6222621,-0.7364761,-0.114214
23,-0.047240786,-0.019706052,"('insincere', 'sincere')",-0.0472408,-0.0197061,0.0275347
24,-0.5843528,-0.573385,"('dishonest', 'honest')",-0.5843528,-0.573385,0.0109678
25,1.5585449,1.4243582,"('egoistic', 'altruistic')",1.5585449,1.4243582,-0.1341867
26,1.4789965,1.2204146,"('hardhearted', 'benevolent')",1.4789965,1.2204146,-0.2585819
27,0.55949533,0.5284109,"('hardhearted', 'softhearted')",0.5594953,0.5284109,-0.0310844
28,0.3085425,0.18247014,"('disloyal', 'loyal')",0.3085425,0.1824701,-0.1260724
29,-1.1391354,-1.1690544,"('unfair', 'fair')",-1.1391354,-1.1690544,-0.029919
30,-0.53274536,-0.43437347,"('intolerant', 'tolerant')",-0.5327454,-0.4343735,0.0983719
