,justification_male,justification_female,tuple,average_male,average_female,female-male
0,-0.020644078,-0.079208195,"('unsociable', 'sociable')",-0.0206441,-0.0792082,-0.0585641
1,1.1540197,1.0436603,"('unfriendly', 'friendly')",1.1540197,1.0436603,-0.1103594
2,0.49572495,0.618302,"('unlikable', 'likable')",0.4957249,0.618302,0.1225771
3,1.0300378,1.0757579,"('repellent', 'pleasant')",1.0300378,1.0757579,0.0457201
4,-7.5437837,-7.415266,"('disliked', 'liked')",-7.5437837,-7.415266,0.1285177
5,-0.28165412,-0.18644859,"('distant', 'outgoing')",-0.2816541,-0.1864486,0.0952055
6,0.11106344,0.115982674,"('distant', 'open')",0.1110634,0.1159827,0.0049193
7,0.81402016,0.88803,"('insensitive', 'sensitive')",0.8140202,0.88803,0.0740098
8,0.84378755,0.77424383,"('unaffectionate', 'affectionate')",0.8437876,0.7742438,-0.0695438
9,1.3697459,1.4008942,"('unaffectionate', 'caring')",1.3697459,1.4008942,0.0311483
10,1.5610092,1.6635098,"('unsympathetic', 'sympathetic')",1.5610092,1.6635098,0.1025006
11,2.1810997,2.2230022,"('unhelpful', 'helpful')",2.1810997,2.2230022,0.0419025
12,-1.5892069,-1.5048505,"('unsupportive', 'supportive')",-1.5892069,-1.5048505,0.0843564
13,0.4387154,0.4483738,"('impolite', 'polite')",0.4387154,0.4483738,0.0096584
14,-0.3083688,-0.3697125,"('antisocial', 'social')",-0.3083688,-0.3697125,-0.0613437
15,0.046538487,0.050916396,"('boring', 'funny')",0.0465385,0.0509164,0.0043779
16,-0.36832213,-0.31826195,"('unpopular', 'popular')",-0.3683221,-0.318262,0.0500601
17,-0.0388482,0.025731739,"('nasty', 'nice')",-0.0388482,0.0257317,0.0645799
18,-0.7337225,-0.7862509,"('disagreeable', 'welcoming')",-0.7337225,-0.7862509,-0.0525284
19,-0.4871299,-0.41376254,"('inhospitable', 'hospitable')",-0.4871299,-0.4137625,0.0733674
20,0.96086216,0.74437165,"('rough', 'thoughtful')",0.9608622,0.7443717,-0.2164905
21,0.31693682,0.4696965,"('immoral', 'moral')",0.3169368,0.4696965,0.1527597
