,ford_male,ford_female,tuple,average_male,average_female,female-male
0,0.11269079,-0.043151684,"('unsociable', 'sociable')",0.1126908,-0.0431517,-0.1558425
1,1.374741,1.384434,"('unfriendly', 'friendly')",1.374741,1.384434,0.009693
2,0.5462621,0.65399253,"('unlikable', 'likable')",0.5462621,0.6539925,0.1077304
3,0.1208138,0.34776703,"('repellent', 'pleasant')",0.1208138,0.347767,0.2269532
4,-7.116055,-7.3906364,"('disliked', 'liked')",-7.116055,-7.3906364,-0.2745814
5,-0.25666314,-0.16296667,"('distant', 'outgoing')",-0.2566631,-0.1629667,0.0936964
6,-0.33922127,-0.2242195,"('distant', 'open')",-0.3392213,-0.2242195,0.1150018
7,0.6654315,0.8455787,"('insensitive', 'sensitive')",0.6654315,0.8455787,0.1801472
8,1.1614586,1.2424126,"('unaffectionate', 'affectionate')",1.1614586,1.2424126,0.080954
9,1.8271365,1.9595857,"('unaffectionate', 'caring')",1.8271365,1.9595857,0.1324492
10,0.83768255,0.91065246,"('unsympathetic', 'sympathetic')",0.8376825,0.9106525,0.07297
11,2.3668654,2.3918595,"('unhelpful', 'helpful')",2.3668654,2.3918595,0.0249941
12,-0.9294334,-1.0307841,"('unsupportive', 'supportive')",-0.9294334,-1.0307841,-0.1013507
13,0.50481796,0.36837533,"('impolite', 'polite')",0.504818,0.3683753,-0.1364427
14,0.10559038,0.05339675,"('antisocial', 'social')",0.1055904,0.0533968,-0.0521936
15,0.52905315,0.5019438,"('boring', 'funny')",0.5290532,0.5019438,-0.0271094
16,-0.60247034,-0.55158913,"('unpopular', 'popular')",-0.6024703,-0.5515891,0.0508812
17,-0.46527642,-0.38451433,"('nasty', 'nice')",-0.4652764,-0.3845143,0.0807621
18,-0.9051438,-0.91525596,"('disagreeable', 'welcoming')",-0.9051438,-0.915256,-0.0101122
19,-0.5501942,-0.4824533,"('inhospitable', 'hospitable')",-0.5501942,-0.4824533,0.0677409
20,0.80519754,0.7542479,"('rough', 'thoughtful')",0.8051975,0.7542479,-0.0509496
21,0.3517344,0.31781167,"('immoral', 'moral')",0.3517344,0.3178117,-0.0339227
22,-0.40168893,-0.44176114,"('untrustworthy', 'trustworthy')",-0.4016889,-0.4417611,-0.0400722
23,6.3580317,6.6945977,"('insincere', 'sincere')",6.3580317,6.6945977,0.336566
24,1.6894823,1.7787303,"('dishonest', 'honest')",1.6894823,1.7787303,0.089248
25,0.44011137,0.42403054,"('egoistic', 'altruistic')",0.4401114,0.4240305,-0.0160809
26,0.8456245,0.66454285,"('hardhearted', 'benevolent')",0.8456245,0.6645429,-0.1810816
27,0.75101644,0.87589204,"('hardhearted', 'softhearted')",0.7510164,0.875892,0.1248756
28,1.0795906,1.0715574,"('disloyal', 'loyal')",1.0795906,1.0715574,-0.0080332
29,-0.5324636,-0.621677,"('unfair', 'fair')",-0.5324636,-0.621677,-0.0892134
30,0.8875289,0.89145505,"('intolerant', 'tolerant')",0.8875289,0.8914551,0.0039262
31,-1.9184852,-1.8481747,"('evil', 'good')",-1.9184852,-1.8481747,0.0703105
32,1.3127124,1.1740091,"('unkind', 'kind')",1.3127124,1.1740091,-0.1387033
33,0.07735483,-0.05277162,"('wrong', 'right')",0.0773548,-0.0527716,-0.1301264
34,4.9244604,5.21263,"('mean', 'honorable')",4.9244604,5.2126298,0.2881694
35,-1.0580459,-1.1879653,"('corrupt', 'incorrupt')",-1.0580459,-1.1879653,-0.1299194
36,-0.84756064,-0.903188,"('hostile', 'amicable')",-0.8475606,-0.903188,-0.0556274
37,0.52718705,0.64470184,"('fake', 'genuine')",0.527187,0.6447018,0.1175148
38,0.6290174,0.4810948,"('untruthful', 'truthful')",0.6290174,0.4810948,-0.1479226
39,0.62693834,0.54137814,"('exploitative', 'cooperative')",0.6269383,0.5413781,-0.0855602
40,-1.7279239,-1.7182161,"('stingy', 'generous')",-1.7279239,-1.7182161,0.0097078
41,0.9451798,0.5951454,"('unforgiving', 'forgiving')",0.9451798,0.5951454,-0.3500344
42,-2.8294709,-2.6746993,"('unreliable', 'reliable')",-2.8294709,-2.6746993,0.1547716
43,1.4295471,1.4239407,"('irresponsible', 'responsible')",1.4295471,1.4239407,-0.0056064
44,-1.4883604,-1.470531,"('prejudiced', 'unprejudiced')",-1.4883604,-1.470531,0.0178294
45,0.03714052,0.05307561,"('incompetent', 'competent')",0.0371405,0.0530756,0.0159351
46,-0.23714247,-0.37113273,"('uncompetitive', 'competitive')",-0.2371425,-0.3711327,-0.1339902
47,5.4316487,5.7979054,"('stupid', 'smart')",5.4316487,5.7979054,0.3662567
48,1.5296252,1.436508,"('unintelligent', 'intelligent')",1.5296252,1.4365081,-0.0931171
49,0.265079,0.4154749,"('unable', 'able')",0.265079,0.4154749,0.1503959
50,-0.61674297,-0.36835554,"('clumsy', 'skillful')",-0.616743,-0.3683555,0.2483875
51,0.25732738,0.24900077,"('uneducated', 'educated')",0.2573274,0.2490008,-0.0083266
52,-0.41015762,-0.39126813,"('irrational', 'rational')",-0.4101576,-0.3912681,0.0188895
53,0.60867476,0.6114604,"('uncreative', 'creative')",0.6086748,0.6114604,0.0027856
54,0.82690954,1.0385247,"('incapable', 'capable')",0.8269095,1.0385247,0.2116152
55,0.78397346,0.8090218,"('incompetent', 'clever')",0.7839735,0.8090218,0.0250483
56,1.4318984,1.3035201,"('impractical', 'practical')",1.4318984,1.3035201,-0.1283783
57,-2.5974061,-2.7156196,"('unimaginative', 'imaginative')",-2.5974061,-2.7156196,-0.1182135
58,-0.042188663,-0.03110943,"('undiscriminating', 'discriminating')",-0.0421887,-0.0311094,0.0110793
59,-0.20193647,-0.024595637,"('foolish', 'wise')",-0.2019365,-0.0245956,0.1773409
60,1.0218345,1.0242934,"('inefficient', 'efficient')",1.0218345,1.0242934,0.0024589
61,0.7336446,0.5640613,"('illogical', 'logical')",0.7336446,0.5640613,-0.1695833
62,1.3440841,1.5523902,"('incompetent', 'brilliant')",1.3440841,1.5523902,0.2083061
63,1.1843119,1.1471176,"('unperceptive', 'insightful')",1.1843119,1.1471176,-0.0371943
64,-5.8275647,-6.032422,"('shy', 'confident')",-5.8275647,-6.0324221,-0.2048574
65,0.33859327,0.38992104,"('insecure', 'secure')",0.3385933,0.389921,0.0513277
66,-0.41271362,-0.40785772,"('inactive', 'active')",-0.4127136,-0.4078577,0.0048559
67,-0.111516096,-0.25062996,"('doubtful', 'determined')",-0.1115161,-0.25063,-0.1391139
68,-0.5964037,-0.5760297,"('dependent', 'independent')",-0.5964037,-0.5760297,0.020374
69,-1.1472965,-1.1886442,"('lazy', 'industrious')",-1.1472965,-1.1886442,-0.0413477
70,0.5901039,0.8321977,"('lethargic', 'energetic')",0.5901039,0.8321977,0.2420938
71,0.42815822,0.44073707,"('diffident', 'self-confident')",0.4281582,0.4407371,0.0125789
72,0.650503,0.7125414,"('unambitious', 'ambitious')",0.650503,0.7125414,0.0620384
73,-3.4894516,-3.4246867,"('helpless', 'self-reliant')",-3.4894516,-3.4246867,0.0647649
74,0.0557255,-0.07576023,"('undedicated', 'dedicated')",0.0557255,-0.0757602,-0.1314857
75,-0.931671,-0.83785206,"('meek', 'impulsive')",-0.931671,-0.8378521,0.0938189
76,0.6006329,0.6405235,"('anxious', 'daring')",0.6006329,0.6405235,0.0398906
77,-0.6474021,-0.6663983,"('unmotivated', 'motivated')",-0.6474021,-0.6663983,-0.0189962
78,0.12748522,0.07022334,"('nonresilient', 'resilient')",0.1274852,0.0702233,-0.0572619
79,-0.39891967,-0.30117154,"('wavering', 'unwavering')",-0.3989197,-0.3011715,0.0977482
80,0.025283158,-0.03179297,"('dominated', 'dominating')",0.0252832,-0.031793,-0.0570762
81,0.15712324,0.22826359,"('submissive', 'aggressive')",0.1571232,0.2282636,0.0711404
82,5.2476087,5.8413877,"('poor', 'rich')",5.2476087,5.8413877,0.593779
83,0.041496456,-0.19080222,"('powerless', 'powerful')",0.0414965,-0.1908022,-0.2322987
84,0.41960934,0.35505587,"('inferior', 'superior')",0.4196093,0.3550559,-0.0645534
85,-0.7900317,-0.94298327,"('insignificant', 'prestigious')",-0.7900317,-0.9429833,-0.1529516
86,0.6756552,0.52037466,"('uninfluential', 'influential')",0.6756552,0.5203747,-0.1552805
87,0.14459567,0.24492748,"('unsuccessful', 'successful')",0.1445957,0.2449275,0.1003318
88,-0.051605716,-0.12901105,"('low', 'eminent')",-0.0516057,-0.129011,-0.0774053
