,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7074419,-0.8970637,"('unsociable', 'sociable')",-0.14907216,-0.286294,-0.428257,-0.5916789,-0.1634219
1,-1.3995309,-1.5399685,"('unfriendly', 'friendly')",1.3277602,1.1380489,-0.0358853,-0.2009598,-0.1650745
2,0.54576385,0.47717884,"('unlikable', 'likable')",0.47955453,0.47626165,0.5126592,0.4767202,-0.035939
3,-1.1324009,-1.0120313,"('repellent', 'pleasant')",0.8814009,0.8101905,-0.1255,-0.1009204,0.0245796
4,0.26375815,0.24451822,"('disliked', 'liked')",-7.4425936,-7.367932,-3.5894177,-3.5617068,0.0277109
5,0.12082667,0.09491618,"('distant', 'outgoing')",-0.39587188,-0.32553926,-0.1375226,-0.1153115,0.0222111
6,-0.056694586,-0.08126494,"('distant', 'open')",-0.2629154,-0.24998325,-0.159805,-0.1656241,-0.0058191
7,-0.85800827,-0.68122876,"('insensitive', 'sensitive')",0.29297185,0.3534866,-0.2825182,-0.1638711,0.1186471
8,-0.27227536,-0.44438696,"('unaffectionate', 'affectionate')",0.8375336,0.73659587,0.2826291,0.1461045,-0.1365246
9,-0.49264276,-0.59689814,"('unaffectionate', 'caring')",1.3215582,1.3637688,0.4144577,0.3834353,-0.0310224
10,-1.4009905,-1.4814179,"('unsympathetic', 'sympathetic')",-0.140833,-0.17136176,-0.7709118,-0.8263898,-0.055478
11,-1.3521125,-1.3910307,"('unhelpful', 'helpful')",1.9550308,2.1708977,0.3014591,0.3899335,0.0884744
12,-0.5378747,-0.4734792,"('unsupportive', 'supportive')",-2.3123696,-2.2195272,-1.4251221,-1.3465033,0.0786188
13,-0.35000527,-0.46099818,"('impolite', 'polite')",-0.51717544,-0.4816615,-0.4335904,-0.4713298,-0.0377394
14,0.38646346,0.4309894,"('antisocial', 'social')",-0.16852516,-0.30149397,0.1089692,0.0647477,-0.0442215
15,0.30103698,0.16571128,"('boring', 'funny')",-0.04142757,-0.090704665,0.1298047,0.0375033,-0.0923014
16,-0.63846654,-0.6233476,"('unpopular', 'popular')",0.3072647,0.23322813,-0.1656009,-0.1950597,-0.0294588
17,-0.10686454,-0.07380092,"('nasty', 'nice')",-0.6987945,-0.66543114,-0.4028295,-0.369616,0.0332135
18,-0.68948984,-0.6092537,"('disagreeable', 'welcoming')",-0.7472416,-0.82917756,-0.7183657,-0.7192156,-0.0008499
19,-0.2738545,-0.395271,"('inhospitable', 'hospitable')",-0.50163573,-0.44716433,-0.3877451,-0.4212177,-0.0334726
20,-0.39461327,-0.4836562,"('rough', 'thoughtful')",1.0557815,0.98209155,0.3305841,0.2492177,-0.0813664
21,-0.4487426,-0.372235,"('immoral', 'moral')",-0.6484478,-0.5951149,-0.5485952,-0.4836749,0.0649203
22,-0.53096443,-0.4369645,"('untrustworthy', 'trustworthy')",-1.0719867,-1.0071707,-0.8014755,-0.7220676,0.0794079
23,-0.91401374,-0.98391825,"('insincere', 'sincere')",6.3468795,6.3106937,2.7164328,2.6633878,-0.053045
24,-0.7158087,-0.63193846,"('dishonest', 'honest')",0.9068264,1.0095922,0.0955088,0.1888269,0.0933181
25,-0.07369621,-0.05290822,"('egoistic', 'altruistic')",0.61892414,0.4975071,0.272614,0.2222994,-0.0503146
26,0.1263895,-0.1160302,"('hardhearted', 'benevolent')",1.5326188,1.2529491,0.8295041,0.5684595,-0.2610446
27,-0.5697377,-0.5600624,"('hardhearted', 'softhearted')",1.1856389,1.1005402,0.3079506,0.2702389,-0.0377117
28,-1.0117848,-1.0904335,"('disloyal', 'loyal')",1.3497711,1.2539514,0.1689932,0.081759,-0.0872342
29,-1.0359702,-1.0231928,"('unfair', 'fair')",-0.37220827,-0.53507596,-0.7040892,-0.7791344,-0.0750452
30,0.40820915,0.41222507,"('intolerant', 'tolerant')",0.9113629,0.96688,0.659786,0.6895525,0.0297665
31,-0.58586806,-0.5164987,"('evil', 'good')",-1.1930621,-1.275866,-0.8894651,-0.8961824,-0.0067173
32,-0.7095164,-0.83066994,"('unkind', 'kind')",0.81684035,0.57510823,0.053662,-0.1277809,-0.1814429
33,0.40353596,0.42023787,"('wrong', 'right')",-0.8155901,-0.7892217,-0.2060271,-0.1844919,0.0215352
34,0.038930286,0.19436066,"('mean', 'honorable')",6.232446,6.3664646,3.1356883,3.2804127,0.1447244
35,0.520969,0.4634051,"('corrupt', 'incorrupt')",-0.5643611,-0.6361156,-0.0216961,-0.0863553,-0.0646592
36,-0.16914397,-0.26040658,"('hostile', 'amicable')",-0.18588789,-0.37227416,-0.1775159,-0.3163404,-0.1388245
37,-0.26708275,-0.20948844,"('fake', 'genuine')",0.34756333,0.3952042,0.0402403,0.0928579,0.0526176
38,-0.61278296,-0.62337804,"('untruthful', 'truthful')",0.1622045,0.42849296,-0.2252892,-0.0974425,0.1278467
39,1.0253115,0.96549207,"('exploitative', 'cooperative')",0.08602348,0.10727989,0.5556675,0.536386,-0.0192815
40,0.013593813,0.04426417,"('stingy', 'generous')",-1.9374937,-1.9565108,-0.9619499,-0.9561233,0.0058266
41,-0.24035096,-0.25685057,"('unforgiving', 'forgiving')",-0.022179406,-0.091662556,-0.1312652,-0.1742566,-0.0429914
42,0.65448034,0.6276662,"('unreliable', 'reliable')",-3.467912,-3.3744655,-1.4067159,-1.3733996,0.0333163
43,-0.36836296,-0.48448768,"('irresponsible', 'responsible')",0.61064297,0.5537766,0.12114,0.0346445,-0.0864955
44,-0.4248616,-0.48583004,"('prejudiced', 'unprejudiced')",-1.5571891,-1.628109,-0.9910253,-1.0569695,-0.0659442
45,-0.95813274,-1.0525913,"('incompetent', 'competent')",0.3031015,0.2885146,-0.3275156,-0.3820384,-0.0545228
46,-0.93674785,-0.93153447,"('uncompetitive', 'competitive')",-0.72872144,-0.74632174,-0.8327346,-0.8389281,-0.0061935
47,0.18236226,0.23103023,"('stupid', 'smart')",5.798243,5.9538116,2.9903026,3.0924211,0.1021185
48,-1.3088102,-1.2885414,"('unintelligent', 'intelligent')",0.87363654,0.9488631,-0.2175868,-0.1698392,0.0477476
49,-0.354874,-0.2815489,"('unable', 'able')",-0.051238358,0.03171552,-0.2030562,-0.1249167,0.0781395
