,lava_male,lava_female,tuple,average_male,average_female,female-male
0,-0.02816706,-0.19543955,"('unsociable', 'sociable')",-0.0281671,-0.1954395,-0.1672724
1,1.8103124,1.9570149,"('unfriendly', 'friendly')",1.8103124,1.9570149,0.1467025
2,0.21906616,0.23068218,"('unlikable', 'likable')",0.2190662,0.2306822,0.011616
3,0.23978458,0.2559861,"('repellent', 'pleasant')",0.2397846,0.2559861,0.0162015
4,-7.5282054,-7.559482,"('disliked', 'liked')",-7.5282054,-7.5594821,-0.0312767
5,-0.11368136,-0.0042778924,"('distant', 'outgoing')",-0.1136814,-0.0042779,0.1094035
6,0.076607674,0.20723757,"('distant', 'open')",0.0766077,0.2072376,0.1306299
7,0.51545626,0.5687058,"('insensitive', 'sensitive')",0.5154563,0.5687058,0.0532495
8,1.3213717,1.400725,"('unaffectionate', 'affectionate')",1.3213717,1.400725,0.0793533
9,1.9349093,1.9919711,"('unaffectionate', 'caring')",1.9349093,1.9919711,0.0570618
10,0.34007633,0.19522315,"('unsympathetic', 'sympathetic')",0.3400763,0.1952232,-0.1448531
11,1.5242876,1.5411069,"('unhelpful', 'helpful')",1.5242876,1.5411069,0.0168193
12,-1.6219003,-1.6256218,"('unsupportive', 'supportive')",-1.6219003,-1.6256218,-0.0037215
13,-0.4878741,-0.67683065,"('impolite', 'polite')",-0.4878741,-0.6768306,-0.1889565
14,0.06730357,-0.060579382,"('antisocial', 'social')",0.0673036,-0.0605794,-0.127883
15,-0.14217335,-0.15730822,"('boring', 'funny')",-0.1421733,-0.1573082,-0.0151349
16,0.35273516,0.43338817,"('unpopular', 'popular')",0.3527352,0.4333882,0.080653
17,-0.09376033,-0.08492298,"('nasty', 'nice')",-0.0937603,-0.084923,0.0088373
18,-0.15676524,-0.2199128,"('disagreeable', 'welcoming')",-0.1567652,-0.2199128,-0.0631476
19,-0.8330114,-0.69059867,"('inhospitable', 'hospitable')",-0.8330114,-0.6905987,0.1424127
20,0.38963875,0.38741317,"('rough', 'thoughtful')",0.3896388,0.3874132,-0.0022256
21,-0.40388712,-0.40926415,"('immoral', 'moral')",-0.4038871,-0.4092641,-0.005377
22,-0.8704087,-1.003706,"('untrustworthy', 'trustworthy')",-0.8704087,-1.003706,-0.1332973
23,6.6298895,6.617534,"('insincere', 'sincere')",6.6298895,6.6175342,-0.0123553
24,1.7115151,1.5682788,"('dishonest', 'honest')",1.7115151,1.5682788,-0.1432363
25,1.1455805,1.1623394,"('egoistic', 'altruistic')",1.1455805,1.1623394,0.0167589
26,0.9538873,0.9876738,"('hardhearted', 'benevolent')",0.9538873,0.9876738,0.0337865
27,1.5848607,1.5704536,"('hardhearted', 'softhearted')",1.5848607,1.5704536,-0.0144071
