,something_male,something_female,tuple,average_male,average_female,female-male
0,-0.0873926,-0.15510581,"('unsociable', 'sociable')",-0.0873926,-0.1551058,-0.0677132
1,1.8115706,1.8261492,"('unfriendly', 'friendly')",1.8115706,1.8261492,0.0145786
2,0.4821623,0.57771504,"('unlikable', 'likable')",0.4821623,0.577715,0.0955527
3,1.0856913,1.0856687,"('repellent', 'pleasant')",1.0856913,1.0856687,-2.26e-05
4,-6.8940697,-6.5149484,"('disliked', 'liked')",-6.8940697,-6.5149484,0.3791213
5,0.45207608,0.7284639,"('distant', 'outgoing')",0.4520761,0.7284639,0.2763878
6,0.6594848,0.95102465,"('distant', 'open')",0.6594848,0.9510247,0.2915399
7,0.6839784,0.8993536,"('insensitive', 'sensitive')",0.6839784,0.8993536,0.2153752
8,1.4774383,1.5455741,"('unaffectionate', 'affectionate')",1.4774383,1.5455741,0.0681358
9,2.0032396,2.1297755,"('unaffectionate', 'caring')",2.0032396,2.1297755,0.1265359
10,0.8614521,0.89485204,"('unsympathetic', 'sympathetic')",0.8614521,0.894852,0.0333999
11,2.0486548,2.1266727,"('unhelpful', 'helpful')",2.0486548,2.1266727,0.0780179
12,-1.5901809,-1.3343667,"('unsupportive', 'supportive')",-1.5901809,-1.3343667,0.2558142
13,0.012215901,-0.22724959,"('impolite', 'polite')",0.0122159,-0.2272496,-0.2394655
14,-0.44921556,-0.5467199,"('antisocial', 'social')",-0.4492156,-0.5467199,-0.0975043
15,0.48261493,0.5734481,"('boring', 'funny')",0.4826149,0.5734481,0.0908332
16,-0.11765682,-0.043198466,"('unpopular', 'popular')",-0.1176568,-0.0431985,0.0744583
17,-0.22248039,-0.19511026,"('nasty', 'nice')",-0.2224804,-0.1951103,0.0273701
18,-0.78091604,-0.85146314,"('disagreeable', 'welcoming')",-0.780916,-0.8514631,-0.0705471
19,-0.11644375,0.25699136,"('inhospitable', 'hospitable')",-0.1164438,0.2569914,0.3734352
20,0.6949833,0.5365163,"('rough', 'thoughtful')",0.6949833,0.5365163,-0.158467
21,-0.17087607,-0.034247987,"('immoral', 'moral')",-0.1708761,-0.034248,0.1366281
22,-0.51574886,-0.47923595,"('untrustworthy', 'trustworthy')",-0.5157489,-0.4792359,0.036513
23,6.411114,6.272618,"('insincere', 'sincere')",6.4111142,6.2726178,-0.1384964
