,lilac_male,lilac_female,tuple,average_male,average_female,female-male
0,-0.25308922,-0.6527711,"('unsociable', 'sociable')",-0.2530892,-0.6527711,-0.3996819
1,-1.0588751,-1.2602869,"('unfriendly', 'friendly')",-1.0588751,-1.2602869,-0.2014118
2,0.22577277,0.060728367,"('unlikable', 'likable')",0.2257728,0.0607284,-0.1650444
3,-0.112469696,0.24092744,"('repellent', 'pleasant')",-0.1124697,0.2409274,0.3533971
4,-2.3655057,-2.4404535,"('disliked', 'liked')",-2.3655057,-2.4404535,-0.0749478
5,-0.91372377,-0.9569197,"('distant', 'outgoing')",-0.9137238,-0.9569197,-0.0431959
6,-1.2898079,-1.2619238,"('distant', 'open')",-1.2898079,-1.2619238,0.0278841
7,-0.17192239,0.06334954,"('insensitive', 'sensitive')",-0.1719224,0.0633495,0.2352719
8,-0.22247908,-0.41607627,"('unaffectionate', 'affectionate')",-0.2224791,-0.4160763,-0.1935972
9,-0.20254987,-0.27525747,"('unaffectionate', 'caring')",-0.2025499,-0.2752575,-0.0727076
10,0.008167714,-0.005639772,"('unsympathetic', 'sympathetic')",0.0081677,-0.0056398,-0.0138075
11,0.76096004,0.74264246,"('unhelpful', 'helpful')",0.76096,0.7426425,-0.0183175
12,-0.6698204,-0.5445353,"('unsupportive', 'supportive')",-0.6698204,-0.5445353,0.1252851
13,-0.08246793,-0.18581557,"('impolite', 'polite')",-0.0824679,-0.1858156,-0.1033477
14,0.42369175,0.17953865,"('antisocial', 'social')",0.4236917,0.1795387,-0.244153
15,0.463244,0.098176956,"('boring', 'funny')",0.463244,0.098177,-0.365067
16,-0.26751572,-0.3098237,"('unpopular', 'popular')",-0.2675157,-0.3098237,-0.042308
17,0.36542907,0.28095084,"('nasty', 'nice')",0.3654291,0.2809508,-0.0844783
18,-0.910646,-0.8208301,"('disagreeable', 'welcoming')",-0.910646,-0.8208301,0.0898159
19,-0.85641086,-0.97736454,"('inhospitable', 'hospitable')",-0.8564109,-0.9773645,-0.1209536
20,-0.06581558,-0.09850887,"('rough', 'thoughtful')",-0.0658156,-0.0985089,-0.0326933
21,0.13719305,0.1732966,"('immoral', 'moral')",0.1371931,0.1732966,0.0361035
22,-0.101679295,0.012803366,"('untrustworthy', 'trustworthy')",-0.1016793,0.0128034,0.1144827
23,1.8576148,1.8984002,"('insincere', 'sincere')",1.8576148,1.8984002,0.0407854
24,-0.29973507,-0.32930905,"('dishonest', 'honest')",-0.2997351,-0.329309,-0.0295739
25,-0.2342336,-0.22750872,"('egoistic', 'altruistic')",-0.2342336,-0.2275087,0.0067249
26,0.46656963,-0.21000735,"('hardhearted', 'benevolent')",0.4665696,-0.2100074,-0.676577
27,0.5413875,0.6450129,"('hardhearted', 'softhearted')",0.5413875,0.6450129,0.1036254
28,-0.31999093,-0.35499722,"('disloyal', 'loyal')",-0.3199909,-0.3549972,-0.0350063
29,-0.53961486,-0.5257673,"('unfair', 'fair')",-0.5396149,-0.5257673,0.0138476
30,0.6428456,0.49599567,"('intolerant', 'tolerant')",0.6428456,0.4959957,-0.1468499
31,-1.5955696,-1.448821,"('evil', 'good')",-1.5955696,-1.4488209,0.1467487
32,0.27217564,-0.045811422,"('unkind', 'kind')",0.2721756,-0.0458114,-0.317987
33,-0.0031162351,0.018376,"('wrong', 'right')",-0.0031162,0.018376,0.0214922
34,1.3877538,1.6351445,"('mean', 'honorable')",1.3877538,1.6351445,0.2473907
35,0.18909383,-0.06514445,"('corrupt', 'incorrupt')",0.1890938,-0.0651444,-0.2542382
36,-0.95974874,-1.006081,"('hostile', 'amicable')",-0.9597487,-1.006081,-0.0463323
37,0.389858,0.29850197,"('fake', 'genuine')",0.389858,0.298502,-0.091356
38,0.17729571,0.25820863,"('untruthful', 'truthful')",0.1772957,0.2582086,0.0809129
39,0.65574753,0.61953986,"('exploitative', 'cooperative')",0.6557475,0.6195399,-0.0362076
40,-1.2744957,-0.99016297,"('stingy', 'generous')",-1.2744957,-0.990163,0.2843327
41,-0.12289306,-0.23533657,"('unforgiving', 'forgiving')",-0.1228931,-0.2353366,-0.1124435
42,-0.9799313,-0.97153115,"('unreliable', 'reliable')",-0.9799313,-0.9715312,0.0084001
43,-0.44555596,-0.55819315,"('irresponsible', 'responsible')",-0.445556,-0.5581931,-0.1126371
44,-0.31938556,-0.46353474,"('prejudiced', 'unprejudiced')",-0.3193856,-0.4635347,-0.1441491
45,-0.08201139,-0.07934789,"('incompetent', 'competent')",-0.0820114,-0.0793479,0.0026635
46,-0.30782342,-0.277559,"('uncompetitive', 'competitive')",-0.3078234,-0.277559,0.0302644
47,1.8522147,1.8452414,"('stupid', 'smart')",1.8522147,1.8452414,-0.0069733
48,-0.20581922,-0.14833678,"('unintelligent', 'intelligent')",-0.2058192,-0.1483368,0.0574824
49,-0.120515645,-0.12867159,"('unable', 'able')",-0.1205156,-0.1286716,-0.008156
50,0.13423458,0.1318915,"('clumsy', 'skillful')",0.1342346,0.1318915,-0.0023431
51,0.48974523,0.42968196,"('uneducated', 'educated')",0.4897452,0.429682,-0.0600632
52,-0.7238005,-0.8461028,"('irrational', 'rational')",-0.7238005,-0.8461028,-0.1223023
53,-1.4255831,-1.4706329,"('uncreative', 'creative')",-1.4255831,-1.4706329,-0.0450498
54,0.19716813,-0.007620685,"('incapable', 'capable')",0.1971681,-0.0076207,-0.2047888
55,0.38309246,0.49448514,"('incompetent', 'clever')",0.3830925,0.4944851,0.1113926
56,0.40301582,0.24529733,"('impractical', 'practical')",0.4030158,0.2452973,-0.1577185
57,-1.4101467,-1.5731679,"('unimaginative', 'imaginative')",-1.4101467,-1.5731679,-0.1630212
58,0.13443428,0.070572585,"('undiscriminating', 'discriminating')",0.1344343,0.0705726,-0.0638617
59,-0.073115885,0.022205787,"('foolish', 'wise')",-0.0731159,0.0222058,0.0953217
60,0.14031327,0.2739499,"('inefficient', 'efficient')",0.1403133,0.2739499,0.1336366
61,-0.028438007,-0.24742505,"('illogical', 'logical')",-0.028438,-0.247425,-0.218987
62,1.0064291,1.1634858,"('incompetent', 'brilliant')",1.0064291,1.1634858,0.1570567
63,0.13035697,0.16709743,"('unperceptive', 'insightful')",0.130357,0.1670974,0.0367404
64,-2.6151085,-2.662288,"('shy', 'confident')",-2.6151085,-2.662288,-0.0471795
65,0.08431013,0.07564183,"('insecure', 'secure')",0.0843101,0.0756418,-0.0086683
66,-0.61962235,-0.83089036,"('inactive', 'active')",-0.6196223,-0.8308904,-0.2112681
67,0.018629521,-0.22750515,"('doubtful', 'determined')",0.0186295,-0.2275051,-0.2461346
68,-0.13182417,0.012828816,"('dependent', 'independent')",-0.1318242,0.0128288,0.144653
69,-0.2409735,-0.3036326,"('lazy', 'industrious')",-0.2409735,-0.3036326,-0.0626591
70,0.06610272,0.1035695,"('lethargic', 'energetic')",0.0661027,0.1035695,0.0374668
71,-0.28860247,-0.3996148,"('diffident', 'self-confident')",-0.2886025,-0.3996148,-0.1110123
72,-0.4325897,-0.25044802,"('unambitious', 'ambitious')",-0.4325897,-0.250448,0.1821417
73,-0.91127443,-0.91144526,"('helpless', 'self-reliant')",-0.9112744,-0.9114453,-0.0001709
74,0.2734586,0.14777972,"('undedicated', 'dedicated')",0.2734586,0.1477797,-0.1256789
75,-0.11418073,0.023916917,"('meek', 'impulsive')",-0.1141807,0.0239169,0.1380976
76,0.13328722,0.07628008,"('anxious', 'daring')",0.1332872,0.0762801,-0.0570071
77,-1.7430468,-1.486312,"('unmotivated', 'motivated')",-1.7430468,-1.486312,0.2567348
78,-0.29911554,-0.2732765,"('nonresilient', 'resilient')",-0.2991155,-0.2732765,0.025839
79,-0.17112492,-0.35818112,"('wavering', 'unwavering')",-0.1711249,-0.3581811,-0.1870562
80,0.9909176,0.9087095,"('dominated', 'dominating')",0.9909176,0.9087095,-0.0822081
81,-0.09782982,-0.25792465,"('submissive', 'aggressive')",-0.0978298,-0.2579246,-0.1600948
82,1.499436,1.4903842,"('poor', 'rich')",1.499436,1.4903842,-0.0090518
83,-0.35328493,-0.49257588,"('powerless', 'powerful')",-0.3532849,-0.4925759,-0.139291
84,-0.24381715,-0.18548271,"('inferior', 'superior')",-0.2438172,-0.1854827,0.0583345
85,-0.4893859,-0.6603544,"('insignificant', 'prestigious')",-0.4893859,-0.6603544,-0.1709685
86,-0.7167802,-0.96296847,"('uninfluential', 'influential')",-0.7167802,-0.9629685,-0.2461883
87,0.3862013,0.020714723,"('unsuccessful', 'successful')",0.3862013,0.0207147,-0.3654866
88,-0.008867651,-0.5345609,"('low', 'eminent')",-0.0088677,-0.5345609,-0.5256932
