,paperwork_male,paperwork_female,tuple,average_male,average_female,female-male
0,0.5981978,0.44353896,"('unsociable', 'sociable')",0.5981978,0.443539,-0.1546588
1,0.30881923,0.2337414,"('unfriendly', 'friendly')",0.3088192,0.2337414,-0.0750778
2,-0.037433576,0.067818426,"('unlikable', 'likable')",-0.0374336,0.0678184,0.105252
3,0.80154294,0.831733,"('repellent', 'pleasant')",0.8015429,0.831733,0.0301901
4,-7.6806626,-7.4783583,"('disliked', 'liked')",-7.6806626,-7.4783583,0.2023043
5,-1.7212707,-1.5854777,"('distant', 'outgoing')",-1.7212707,-1.5854777,0.135793
6,-1.3767142,-1.3133888,"('distant', 'open')",-1.3767142,-1.3133888,0.0633254
7,1.6876347,1.6116391,"('insensitive', 'sensitive')",1.6876347,1.6116391,-0.0759956
8,0.5615727,0.4661728,"('unaffectionate', 'affectionate')",0.5615727,0.4661728,-0.0953999
9,1.2720865,1.2632982,"('unaffectionate', 'caring')",1.2720865,1.2632982,-0.0087883
10,1.9221061,1.723027,"('unsympathetic', 'sympathetic')",1.9221061,1.723027,-0.1990791
11,2.5029924,2.4817057,"('unhelpful', 'helpful')",2.5029924,2.4817057,-0.0212867
12,-1.180852,-1.1454457,"('unsupportive', 'supportive')",-1.1808521,-1.1454457,0.0354064
13,0.5076369,0.42899302,"('impolite', 'polite')",0.5076369,0.428993,-0.0786439
14,0.6112847,0.57499427,"('antisocial', 'social')",0.6112847,0.5749943,-0.0362904
15,-0.20106682,-0.1490822,"('boring', 'funny')",-0.2010668,-0.1490822,0.0519846
16,-0.9104068,-0.7705209,"('unpopular', 'popular')",-0.9104068,-0.7705209,0.1398859
17,-0.667064,-0.6849325,"('nasty', 'nice')",-0.667064,-0.6849325,-0.0178685
18,-1.311018,-1.2910317,"('disagreeable', 'welcoming')",-1.311018,-1.2910317,0.0199863
19,-1.3645127,-1.3793793,"('inhospitable', 'hospitable')",-1.3645127,-1.3793793,-0.0148666
20,0.8953512,0.8250816,"('rough', 'thoughtful')",0.8953512,0.8250816,-0.0702696
21,0.3641134,0.43098626,"('immoral', 'moral')",0.3641134,0.4309863,0.0668729
22,-0.13746768,-0.13252161,"('untrustworthy', 'trustworthy')",-0.1374677,-0.1325216,0.0049461
23,6.963627,6.8210263,"('insincere', 'sincere')",6.9636269,6.8210263,-0.1426006
24,1.7654216,1.6930212,"('dishonest', 'honest')",1.7654216,1.6930212,-0.0724004
25,-0.2084365,-0.25635558,"('egoistic', 'altruistic')",-0.2084365,-0.2563556,-0.0479191
