,pan_male,pan_female,tuple,average_male,average_female,female-male
0,-0.15800354,-0.26160482,"('unsociable', 'sociable')",-0.1580035,-0.2616048,-0.1036013
1,1.5725118,1.5626893,"('unfriendly', 'friendly')",1.5725118,1.5626893,-0.0098225
2,0.5423037,0.7122656,"('unlikable', 'likable')",0.5423037,0.7122656,0.1699619
3,0.9123712,0.9735232,"('repellent', 'pleasant')",0.9123712,0.9735232,0.061152
4,-6.943146,-6.93408,"('disliked', 'liked')",-6.9431462,-6.9340801,0.0090661
5,0.13462956,0.29752535,"('distant', 'outgoing')",0.1346296,0.2975253,0.1628957
6,0.4293084,0.567221,"('distant', 'open')",0.4293084,0.567221,0.1379126
7,0.34873492,0.40598518,"('insensitive', 'sensitive')",0.3487349,0.4059852,0.0572503
8,1.1439261,1.18689,"('unaffectionate', 'affectionate')",1.1439261,1.18689,0.0429639
9,1.5937179,1.7176108,"('unaffectionate', 'caring')",1.5937179,1.7176108,0.1238929
10,0.7718605,0.8611814,"('unsympathetic', 'sympathetic')",0.7718605,0.8611814,0.0893209
11,1.7155788,1.7400883,"('unhelpful', 'helpful')",1.7155788,1.7400883,0.0245095
12,-1.7373964,-1.6619765,"('unsupportive', 'supportive')",-1.7373964,-1.6619765,0.0754199
13,0.019180737,0.01356617,"('impolite', 'polite')",0.0191807,0.0135662,-0.0056145
14,-0.5754949,-0.7130845,"('antisocial', 'social')",-0.5754949,-0.7130845,-0.1375896
15,0.7160854,0.64628506,"('boring', 'funny')",0.7160854,0.6462851,-0.0698003
16,0.053837694,0.08642209,"('unpopular', 'popular')",0.0538377,0.0864221,0.0325844
17,0.12307874,0.16963877,"('nasty', 'nice')",0.1230787,0.1696388,0.0465601
18,-0.35276598,-0.4684959,"('disagreeable', 'welcoming')",-0.352766,-0.4684959,-0.1157299
19,-0.4530575,-0.2145754,"('inhospitable', 'hospitable')",-0.4530575,-0.2145754,0.2384821
20,0.60840183,0.4389089,"('rough', 'thoughtful')",0.6084018,0.4389089,-0.1694929
21,-0.22812776,-0.08966612,"('immoral', 'moral')",-0.2281278,-0.0896661,0.1384617
22,-0.39802155,-0.34109807,"('untrustworthy', 'trustworthy')",-0.3980215,-0.3410981,0.0569234
23,6.1405873,6.2055936,"('insincere', 'sincere')",6.1405873,6.2055936,0.0650063
24,1.4885108,1.5655639,"('dishonest', 'honest')",1.4885108,1.5655639,0.0770531
25,0.72025675,0.6133592,"('egoistic', 'altruistic')",0.7202567,0.6133592,-0.1068975
