,addition_male,addition_female,tuple,average_male,average_female,female-male
0,0.4275474,0.22314706,"('unsociable', 'sociable')",0.4275474,0.2231471,-0.2044003
1,0.70041496,0.76253915,"('unfriendly', 'friendly')",0.700415,0.7625391,0.0621241
2,-0.027302403,0.103447706,"('unlikable', 'likable')",-0.0273024,0.1034477,0.1307501
3,0.95114565,0.9751184,"('repellent', 'pleasant')",0.9511456,0.9751184,0.0239728
4,-7.066284,-7.2931967,"('disliked', 'liked')",-7.0662842,-7.2931967,-0.2269125
5,-1.0014068,-0.9137221,"('distant', 'outgoing')",-1.0014068,-0.9137221,0.0876847
6,-0.5399462,-0.5046386,"('distant', 'open')",-0.5399462,-0.5046386,0.0353076
7,1.509656,1.4770185,"('insensitive', 'sensitive')",1.509656,1.4770185,-0.0326375
8,0.6837193,0.7299155,"('unaffectionate', 'affectionate')",0.6837193,0.7299155,0.0461962
9,0.901643,1.0075856,"('unaffectionate', 'caring')",0.901643,1.0075856,0.1059426
10,1.4388514,1.3857545,"('unsympathetic', 'sympathetic')",1.4388514,1.3857545,-0.0530969
11,1.7192407,1.7427653,"('unhelpful', 'helpful')",1.7192407,1.7427653,0.0235246
12,-1.3631608,-1.3764699,"('unsupportive', 'supportive')",-1.3631608,-1.3764699,-0.0133091
13,0.25271025,0.24403165,"('impolite', 'polite')",0.2527103,0.2440317,-0.0086786
14,0.6629534,0.49134514,"('antisocial', 'social')",0.6629534,0.4913451,-0.1716083
15,0.35080528,0.29917675,"('boring', 'funny')",0.3508053,0.2991768,-0.0516285
16,-0.9078251,-0.90740657,"('unpopular', 'popular')",-0.9078251,-0.9074066,0.0004185
17,-0.06185482,-0.08721039,"('nasty', 'nice')",-0.0618548,-0.0872104,-0.0253556
18,-0.4628886,-0.35218552,"('disagreeable', 'welcoming')",-0.4628886,-0.3521855,0.1107031
19,-1.0800554,-0.93772423,"('inhospitable', 'hospitable')",-1.0800554,-0.9377242,0.1423312
20,0.63442594,0.5490334,"('rough', 'thoughtful')",0.6344259,0.5490334,-0.0853925
