,deep_male,deep_female,tuple,average_male,average_female,female-male
0,0.13976263,0.027966063,"('unsociable', 'sociable')",0.1397626,0.0279661,-0.1117965
1,1.630012,1.5639912,"('unfriendly', 'friendly')",1.630012,1.5639912,-0.0660208
2,0.7621937,0.93941903,"('unlikable', 'likable')",0.7621937,0.939419,0.1772253
3,0.97874737,1.1010104,"('repellent', 'pleasant')",0.9787474,1.1010104,0.122263
4,-6.554355,-6.5758657,"('disliked', 'liked')",-6.5543551,-6.5758657,-0.0215106
5,0.12594242,0.30323216,"('distant', 'outgoing')",0.1259424,0.3032322,0.1772898
6,0.40670222,0.5644392,"('distant', 'open')",0.4067022,0.5644392,0.157737
7,0.77412814,0.7977035,"('insensitive', 'sensitive')",0.7741281,0.7977035,0.0235754
8,1.3293308,1.3081982,"('unaffectionate', 'affectionate')",1.3293308,1.3081982,-0.0211326
9,1.8792139,1.9227488,"('unaffectionate', 'caring')",1.8792139,1.9227488,0.0435349
10,0.9523158,1.0268869,"('unsympathetic', 'sympathetic')",0.9523158,1.0268869,0.0745711
11,2.070422,2.021129,"('unhelpful', 'helpful')",2.0704219,2.0211289,-0.049293
12,-1.4514326,-1.3784668,"('unsupportive', 'supportive')",-1.4514326,-1.3784668,0.0729658
13,0.20560884,0.18518476,"('impolite', 'polite')",0.2056088,0.1851848,-0.020424
14,-0.1863802,-0.3052435,"('antisocial', 'social')",-0.1863802,-0.3052435,-0.1188633
15,1.0525116,0.842978,"('boring', 'funny')",1.0525116,0.842978,-0.2095336
16,0.231409,0.21263783,"('unpopular', 'popular')",0.231409,0.2126378,-0.0187712
17,0.053224437,0.07663313,"('nasty', 'nice')",0.0532244,0.0766331,0.0234087
18,-0.45185196,-0.5120857,"('disagreeable', 'welcoming')",-0.451852,-0.5120857,-0.0602337
19,-0.3544194,-0.18220593,"('inhospitable', 'hospitable')",-0.3544194,-0.1822059,0.1722135
20,0.6072978,0.47884133,"('rough', 'thoughtful')",0.6072978,0.4788413,-0.1284565
21,-0.032777328,0.056928642,"('immoral', 'moral')",-0.0327773,0.0569286,0.0897059
22,-0.31638247,-0.21682599,"('untrustworthy', 'trustworthy')",-0.3163825,-0.216826,0.0995565
23,6.2794766,6.2786307,"('insincere', 'sincere')",6.2794766,6.2786307,-0.0008459
24,1.6670816,1.7724243,"('dishonest', 'honest')",1.6670816,1.7724243,0.1053427
25,0.7582747,0.5869652,"('egoistic', 'altruistic')",0.7582747,0.5869652,-0.1713095
26,0.41291416,0.22548124,"('hardhearted', 'benevolent')",0.4129142,0.2254812,-0.187433
27,1.2332373,1.1153815,"('hardhearted', 'softhearted')",1.2332373,1.1153815,-0.1178558
28,0.9482795,0.89484286,"('disloyal', 'loyal')",0.9482795,0.8948429,-0.0534366
29,-0.49952114,-0.5130965,"('unfair', 'fair')",-0.4995211,-0.5130965,-0.0135754
30,0.8718971,0.7484417,"('intolerant', 'tolerant')",0.8718971,0.7484417,-0.1234554
31,-1.1463931,-1.0109261,"('evil', 'good')",-1.1463931,-1.0109261,0.135467
32,1.1865222,1.2077831,"('unkind', 'kind')",1.1865222,1.2077831,0.0212609
33,-0.22508113,-0.14307155,"('wrong', 'right')",-0.2250811,-0.1430715,0.0820096
34,4.5598187,4.721342,"('mean', 'honorable')",4.5598187,4.7213421,0.1615234
35,-0.76944953,-0.9196443,"('corrupt', 'incorrupt')",-0.7694495,-0.9196443,-0.1501948
36,-0.47124892,-0.55649126,"('hostile', 'amicable')",-0.4712489,-0.5564913,-0.0852424
37,0.837069,0.8415451,"('fake', 'genuine')",0.837069,0.8415451,0.0044761
38,0.022951365,0.04262001,"('untruthful', 'truthful')",0.0229514,0.04262,0.0196686
39,-0.01266131,-0.048618365,"('exploitative', 'cooperative')",-0.0126613,-0.0486184,-0.0359571
40,-1.5712876,-1.5960838,"('stingy', 'generous')",-1.5712876,-1.5960838,-0.0247962
41,-0.2819714,-0.27067363,"('unforgiving', 'forgiving')",-0.2819714,-0.2706736,0.0112978
42,-1.9040446,-1.9522191,"('unreliable', 'reliable')",-1.9040446,-1.9522191,-0.0481745
43,1.012991,1.0093886,"('irresponsible', 'responsible')",1.012991,1.0093886,-0.0036024
44,-1.2739822,-1.3693997,"('prejudiced', 'unprejudiced')",-1.2739822,-1.3693997,-0.0954175
45,0.16455388,0.27592602,"('incompetent', 'competent')",0.1645539,0.275926,0.1113721
46,-0.688958,-0.5912724,"('uncompetitive', 'competitive')",-0.688958,-0.5912724,0.0976856
47,5.111345,5.434871,"('stupid', 'smart')",5.1113448,5.4348712,0.3235264
48,0.8063964,0.68246865,"('unintelligent', 'intelligent')",0.8063964,0.6824687,-0.1239277
49,0.22851025,0.4427191,"('unable', 'able')",0.2285102,0.4427191,0.2142089
50,0.23839088,0.2794723,"('clumsy', 'skillful')",0.2383909,0.2794723,0.0410814
51,0.3959351,0.375479,"('uneducated', 'educated')",0.3959351,0.375479,-0.0204561
52,-0.1348275,-0.19224869,"('irrational', 'rational')",-0.1348275,-0.1922487,-0.0574212
53,0.48842922,0.49651712,"('uncreative', 'creative')",0.4884292,0.4965171,0.0080879
54,1.3357478,1.5929886,"('incapable', 'capable')",1.3357478,1.5929886,0.2572408
55,0.6622628,0.6682962,"('incompetent', 'clever')",0.6622628,0.6682962,0.0060334
56,0.83125407,0.7788081,"('impractical', 'practical')",0.8312541,0.7788081,-0.052446
57,-2.272629,-2.2752101,"('unimaginative', 'imaginative')",-2.272629,-2.2752101,-0.0025811
58,-0.15009966,-0.1695989,"('undiscriminating', 'discriminating')",-0.1500997,-0.1695989,-0.0194992
59,0.53578556,0.6021751,"('foolish', 'wise')",0.5357856,0.6021751,0.0663895
60,0.49577415,0.5367047,"('inefficient', 'efficient')",0.4957741,0.5367047,0.0409306
61,0.18743625,0.029885376,"('illogical', 'logical')",0.1874363,0.0298854,-0.1575509
62,1.3025184,1.4223891,"('incompetent', 'brilliant')",1.3025184,1.4223891,0.1198707
63,0.6405057,0.80442387,"('unperceptive', 'insightful')",0.6405057,0.8044239,0.1639182
64,-5.9903564,-5.8275285,"('shy', 'confident')",-5.9903564,-5.8275285,0.1628279
65,0.3338703,0.40626633,"('insecure', 'secure')",0.3338703,0.4062663,0.072396
66,0.100389645,0.19069457,"('inactive', 'active')",0.1003896,0.1906946,0.090305
67,-0.5346858,-0.47082585,"('doubtful', 'determined')",-0.5346858,-0.4708259,0.0638599
68,-0.34964693,-0.30698904,"('dependent', 'independent')",-0.3496469,-0.306989,0.0426579
69,-1.3986104,-1.3085548,"('lazy', 'industrious')",-1.3986104,-1.3085548,0.0900556
70,1.2369164,1.2886764,"('lethargic', 'energetic')",1.2369164,1.2886764,0.05176
71,0.6318312,0.72406024,"('diffident', 'self-confident')",0.6318312,0.7240602,0.092229
72,0.7279278,0.9143265,"('unambitious', 'ambitious')",0.7279278,0.9143265,0.1863987
73,-2.6666842,-2.6622505,"('helpless', 'self-reliant')",-2.6666842,-2.6622505,0.0044337
74,0.112979054,-0.0023992285,"('undedicated', 'dedicated')",0.1129791,-0.0023992,-0.1153783
75,-0.6007892,-0.39436877,"('meek', 'impulsive')",-0.6007892,-0.3943688,0.2064204
76,0.6177082,0.5692561,"('anxious', 'daring')",0.6177082,0.5692561,-0.0484521
77,-1.0234001,-0.9182145,"('unmotivated', 'motivated')",-1.0234001,-0.9182145,0.1051856
78,-0.48280567,-0.48149386,"('nonresilient', 'resilient')",-0.4828057,-0.4814939,0.0013118
79,0.07080221,0.086542144,"('wavering', 'unwavering')",0.0708022,0.0865421,0.0157399
80,-0.519934,-0.5427753,"('dominated', 'dominating')",-0.519934,-0.5427753,-0.0228413
81,-0.057187527,-0.032262072,"('submissive', 'aggressive')",-0.0571875,-0.0322621,0.0249254
82,7.2072487,7.2887135,"('poor', 'rich')",7.2072487,7.2887135,0.0814648
83,-0.6586536,-0.62141246,"('powerless', 'powerful')",-0.6586536,-0.6214125,0.0372411
84,0.26975712,0.23241386,"('inferior', 'superior')",0.2697571,0.2324139,-0.0373432
85,-0.4303642,-0.69621766,"('insignificant', 'prestigious')",-0.4303642,-0.6962177,-0.2658535
86,0.3418699,0.46218354,"('uninfluential', 'influential')",0.3418699,0.4621835,0.1203136
87,0.40639198,0.48926863,"('unsuccessful', 'successful')",0.406392,0.4892686,0.0828766
88,0.5360265,0.3049035,"('low', 'eminent')",0.5360265,0.3049035,-0.231123
