,blanket_male,blanket_female,tuple,average_male,average_female,female-male
0,-0.1735315,-0.24132213,"('unsociable', 'sociable')",-0.1735315,-0.2413221,-0.0677906
1,1.32256,1.2775005,"('unfriendly', 'friendly')",1.32256,1.2775005,-0.0450595
2,0.018914202,0.067257114,"('unlikable', 'likable')",0.0189142,0.0672571,0.0483429
3,0.47784775,0.50438726,"('repellent', 'pleasant')",0.4778478,0.5043873,0.0265395
4,-7.46591,-7.5634723,"('disliked', 'liked')",-7.46591,-7.5634723,-0.0975623
5,-0.69895667,-0.6999897,"('distant', 'outgoing')",-0.6989567,-0.6999897,-0.001033
6,-0.03901142,-0.0786497,"('distant', 'open')",-0.0390114,-0.0786497,-0.0396383
7,0.72357434,0.80419225,"('insensitive', 'sensitive')",0.7235743,0.8041922,0.0806179
8,1.1788434,1.1142833,"('unaffectionate', 'affectionate')",1.1788434,1.1142833,-0.0645601
9,1.6912962,1.7585229,"('unaffectionate', 'caring')",1.6912962,1.7585229,0.0672267
10,0.9492003,0.91014826,"('unsympathetic', 'sympathetic')",0.9492003,0.9101483,-0.039052
11,1.546274,1.5766506,"('unhelpful', 'helpful')",1.5462739,1.5766506,0.0303767
12,-1.6483505,-1.626037,"('unsupportive', 'supportive')",-1.6483505,-1.626037,0.0223135
13,-0.3562494,-0.4064934,"('impolite', 'polite')",-0.3562494,-0.4064934,-0.050244
14,-0.01202938,-0.036930762,"('antisocial', 'social')",-0.0120294,-0.0369308,-0.0249014
15,0.28624693,0.23068334,"('boring', 'funny')",0.2862469,0.2306833,-0.0555636
16,-0.3640601,-0.3031358,"('unpopular', 'popular')",-0.3640601,-0.3031358,0.0609243
17,-0.2540415,-0.18815604,"('nasty', 'nice')",-0.2540415,-0.188156,0.0658855
18,-0.31104296,-0.39426157,"('disagreeable', 'welcoming')",-0.311043,-0.3942616,-0.0832186
19,-0.5196594,-0.5138279,"('inhospitable', 'hospitable')",-0.5196594,-0.5138279,0.0058315
20,0.9115383,0.8565609,"('rough', 'thoughtful')",0.9115383,0.8565609,-0.0549774
21,-0.39026713,-0.3077311,"('immoral', 'moral')",-0.3902671,-0.3077311,0.082536
22,-0.7802367,-0.8660227,"('untrustworthy', 'trustworthy')",-0.7802367,-0.8660227,-0.085786
23,6.422379,6.438387,"('insincere', 'sincere')",6.422379,6.4383869,0.0160079
24,1.6528199,1.5307422,"('dishonest', 'honest')",1.6528199,1.5307422,-0.1220777
25,1.1244005,1.081938,"('egoistic', 'altruistic')",1.1244005,1.081938,-0.0424625
26,0.9013288,0.86939394,"('hardhearted', 'benevolent')",0.9013288,0.8693939,-0.0319349
27,1.874167,1.6915942,"('hardhearted', 'softhearted')",1.874167,1.6915942,-0.1825728
28,1.1738722,1.1184994,"('disloyal', 'loyal')",1.1738722,1.1184994,-0.0553728
29,-0.71216655,-0.8145065,"('unfair', 'fair')",-0.7121665,-0.8145065,-0.10234
30,1.0007808,0.9851288,"('intolerant', 'tolerant')",1.0007808,0.9851288,-0.015652
31,-1.1495054,-1.1267438,"('evil', 'good')",-1.1495054,-1.1267438,0.0227616
32,1.1648108,1.1559286,"('unkind', 'kind')",1.1648108,1.1559286,-0.0088822
33,-0.532049,-0.5329743,"('wrong', 'right')",-0.532049,-0.5329743,-0.0009253
34,4.3998337,4.508476,"('mean', 'honorable')",4.3998337,4.5084758,0.1086421
35,-0.44222167,-0.61811525,"('corrupt', 'incorrupt')",-0.4422217,-0.6181152,-0.1758935
36,-0.5543555,-0.6083439,"('hostile', 'amicable')",-0.5543555,-0.6083439,-0.0539884
37,1.0750747,1.0517246,"('fake', 'genuine')",1.0750747,1.0517246,-0.0233501
