,cheek_male,cheek_female,tuple,average_male,average_female,female-male
0,0.43860227,0.41836607,"('unsociable', 'sociable')",0.4386023,0.4183661,-0.0202362
1,0.75252455,0.9152523,"('unfriendly', 'friendly')",0.7525246,0.9152523,0.1627277
2,0.30977902,0.5513861,"('unlikable', 'likable')",0.309779,0.5513861,0.2416071
3,0.79066813,0.9893391,"('repellent', 'pleasant')",0.7906681,0.9893391,0.198671
4,-7.4181447,-7.306291,"('disliked', 'liked')",-7.4181447,-7.3062911,0.1118536
5,-0.92496705,-0.5847047,"('distant', 'outgoing')",-0.9249671,-0.5847047,0.3402624
6,-0.48068795,-0.2531919,"('distant', 'open')",-0.4806879,-0.2531919,0.227496
7,1.7093705,1.6832794,"('insensitive', 'sensitive')",1.7093705,1.6832794,-0.0260911
8,0.85757184,0.7985326,"('unaffectionate', 'affectionate')",0.8575718,0.7985326,-0.0590392
9,1.1626387,1.186614,"('unaffectionate', 'caring')",1.1626387,1.186614,0.0239753
10,2.1125896,1.8626049,"('unsympathetic', 'sympathetic')",2.1125896,1.8626049,-0.2499847
11,2.1116655,2.0291047,"('unhelpful', 'helpful')",2.1116655,2.0291047,-0.0825608
12,-1.0536349,-1.0027372,"('unsupportive', 'supportive')",-1.0536349,-1.0027372,0.0508977
13,0.5019696,0.5031716,"('impolite', 'polite')",0.5019696,0.5031716,0.001202
14,0.5543035,0.58361083,"('antisocial', 'social')",0.5543035,0.5836108,0.0293073
15,0.23878406,0.3227443,"('boring', 'funny')",0.2387841,0.3227443,0.0839602
16,-1.032629,-0.7282353,"('unpopular', 'popular')",-1.032629,-0.7282353,0.3043937
17,0.11815926,0.043794632,"('nasty', 'nice')",0.1181593,0.0437946,-0.0743647
18,-0.6491276,-0.44197357,"('disagreeable', 'welcoming')",-0.6491276,-0.4419736,0.207154
19,-0.6364095,-0.5436478,"('inhospitable', 'hospitable')",-0.6364095,-0.5436478,0.0927617
20,0.76837486,0.63826853,"('rough', 'thoughtful')",0.7683749,0.6382685,-0.1301064
21,0.46767142,0.55580103,"('immoral', 'moral')",0.4676714,0.555801,0.0881296
22,0.4081652,0.44975665,"('untrustworthy', 'trustworthy')",0.4081652,0.4497567,0.0415915
23,6.298612,6.444455,"('insincere', 'sincere')",6.2986121,6.4444551,0.145843
24,1.8248111,1.93466,"('dishonest', 'honest')",1.8248111,1.93466,0.1098489
25,-0.020831741,0.07468396,"('egoistic', 'altruistic')",-0.0208317,0.074684,0.0955157
26,0.4562726,0.19288455,"('hardhearted', 'benevolent')",0.4562726,0.1928845,-0.2633881
27,1.7147802,1.5332845,"('hardhearted', 'softhearted')",1.7147802,1.5332845,-0.1814957
28,1.2494947,1.0709096,"('disloyal', 'loyal')",1.2494947,1.0709096,-0.1785851
29,-0.27832296,-0.40430045,"('unfair', 'fair')",-0.278323,-0.4043005,-0.1259775
