,suspenders_male,suspenders_female,tuple,average_male,average_female,female-male
0,1.0829829,1.0074371,"('unsociable', 'sociable')",1.0829829,1.0074371,-0.0755458
1,-1.0962398,-1.324466,"('unfriendly', 'friendly')",-1.0962398,-1.324466,-0.2282262
2,-0.029264793,-0.043231048,"('unlikable', 'likable')",-0.0292648,-0.043231,-0.0139662
3,-0.21536735,-0.014170516,"('repellent', 'pleasant')",-0.2153673,-0.0141705,0.2011968
4,-3.5529609,-3.502358,"('disliked', 'liked')",-3.5529609,-3.502358,0.0506029
5,-2.0407948,-2.111647,"('distant', 'outgoing')",-2.0407948,-2.1116469,-0.0708521
6,-2.3953888,-2.4592957,"('distant', 'open')",-2.3953888,-2.4592957,-0.0639069
7,0.71804166,0.8841747,"('insensitive', 'sensitive')",0.7180417,0.8841747,0.166133
8,-0.36706457,-0.5975539,"('unaffectionate', 'affectionate')",-0.3670646,-0.5975539,-0.2304893
9,-0.053008594,-0.15960452,"('unaffectionate', 'caring')",-0.0530086,-0.1596045,-0.1065959
10,1.3833078,1.4428332,"('unsympathetic', 'sympathetic')",1.3833078,1.4428332,0.0595254
11,1.1115403,1.2154864,"('unhelpful', 'helpful')",1.1115403,1.2154864,0.1039461
12,-0.54606545,-0.44861156,"('unsupportive', 'supportive')",-0.5460654,-0.4486116,0.0974538
13,1.071458,1.0487107,"('impolite', 'polite')",1.071458,1.0487107,-0.0227473
14,1.9601495,1.986607,"('antisocial', 'social')",1.9601495,1.986607,0.0264575
15,-0.093393266,-0.25121224,"('boring', 'funny')",-0.0933933,-0.2512122,-0.1578189
16,-1.4026508,-1.4300233,"('unpopular', 'popular')",-1.4026508,-1.4300233,-0.0273725
17,-0.8360606,-0.68026286,"('nasty', 'nice')",-0.8360606,-0.6802629,0.1557977
18,-1.6242163,-1.6571593,"('disagreeable', 'welcoming')",-1.6242163,-1.6571593,-0.032943
19,-2.2156513,-2.2104661,"('inhospitable', 'hospitable')",-2.2156513,-2.2104661,0.0051852
20,-0.23933166,-0.13649125,"('rough', 'thoughtful')",-0.2393317,-0.1364913,0.1028404
21,0.6203689,0.74105984,"('immoral', 'moral')",0.6203689,0.7410598,0.1206909
22,0.25638592,0.26842853,"('untrustworthy', 'trustworthy')",0.2563859,0.2684285,0.0120426
23,3.0287557,2.9786658,"('insincere', 'sincere')",3.0287557,2.9786658,-0.0500899
24,0.8328299,0.70076036,"('dishonest', 'honest')",0.8328299,0.7007604,-0.1320695
25,-0.2682821,-0.44452134,"('egoistic', 'altruistic')",-0.2682821,-0.4445213,-0.1762392
26,0.8376443,0.62119097,"('hardhearted', 'benevolent')",0.8376443,0.621191,-0.2164533
27,-0.32974607,-0.4989798,"('hardhearted', 'softhearted')",-0.3297461,-0.4989798,-0.1692337
28,0.7918448,0.6169358,"('disloyal', 'loyal')",0.7918448,0.6169358,-0.174909
29,-1.2046216,-1.2558509,"('unfair', 'fair')",-1.2046216,-1.2558509,-0.0512293
30,1.6343275,1.6643015,"('intolerant', 'tolerant')",1.6343275,1.6643015,0.029974
31,-2.571537,-2.604792,"('evil', 'good')",-2.571537,-2.6047921,-0.0332551
32,1.1517296,1.0711514,"('unkind', 'kind')",1.1517296,1.0711514,-0.0805782
33,-0.52576613,-0.58430046,"('wrong', 'right')",-0.5257661,-0.5843005,-0.0585344
34,1.6889795,1.8147274,"('mean', 'honorable')",1.6889795,1.8147274,0.1257479
35,-1.6820863,-1.8270497,"('corrupt', 'incorrupt')",-1.6820863,-1.8270497,-0.1449634
36,-2.024501,-2.1507795,"('hostile', 'amicable')",-2.0245011,-2.1507795,-0.1262784
37,0.36106524,0.4043473,"('fake', 'genuine')",0.3610652,0.4043473,0.0432821
38,0.0850456,0.030191323,"('untruthful', 'truthful')",0.0850456,0.0301913,-0.0548543
39,0.97594273,1.0329577,"('exploitative', 'cooperative')",0.9759427,1.0329577,0.057015
40,-1.539829,-1.587324,"('stingy', 'generous')",-1.539829,-1.587324,-0.047495
41,0.5162027,0.5108789,"('unforgiving', 'forgiving')",0.5162027,0.5108789,-0.0053238
42,-0.52351475,-0.3873516,"('unreliable', 'reliable')",-0.5235147,-0.3873516,0.1361631
43,0.96602774,0.9708274,"('irresponsible', 'responsible')",0.9660277,0.9708274,0.0047997
44,-1.3626946,-1.2750169,"('prejudiced', 'unprejudiced')",-1.3626946,-1.2750169,0.0876777
45,0.63199943,0.715028,"('incompetent', 'competent')",0.6319994,0.715028,0.0830286
46,0.4708358,0.5143814,"('uncompetitive', 'competitive')",0.4708358,0.5143814,0.0435456
47,3.0087466,2.9874465,"('stupid', 'smart')",3.0087466,2.9874465,-0.0213001
48,-0.4078722,-0.45749995,"('unintelligent', 'intelligent')",-0.4078722,-0.4575,-0.0496278
49,-0.9753631,-0.85283226,"('unable', 'able')",-0.9753631,-0.8528323,0.1225308
50,-0.6766549,-0.72763765,"('clumsy', 'skillful')",-0.6766549,-0.7276376,-0.0509827
51,0.26670703,0.22414362,"('uneducated', 'educated')",0.266707,0.2241436,-0.0425634
52,-1.6280707,-1.8074456,"('irrational', 'rational')",-1.6280707,-1.8074456,-0.1793749
53,-1.3018786,-1.5220748,"('uncreative', 'creative')",-1.3018786,-1.5220748,-0.2201962
54,-0.78726906,-0.88064206,"('incapable', 'capable')",-0.7872691,-0.8806421,-0.093373
55,1.1498492,1.2303824,"('incompetent', 'clever')",1.1498492,1.2303824,0.0805332
56,2.0523396,2.0982254,"('impractical', 'practical')",2.0523396,2.0982254,0.0458858
57,-1.0248662,-1.0287634,"('unimaginative', 'imaginative')",-1.0248662,-1.0287634,-0.0038972
58,0.68005705,0.62137544,"('undiscriminating', 'discriminating')",0.680057,0.6213754,-0.0586816
59,-1.4200803,-1.4002427,"('foolish', 'wise')",-1.4200803,-1.4002427,0.0198376
60,1.7315568,1.8741281,"('inefficient', 'efficient')",1.7315568,1.8741281,0.1425713
61,0.37257376,0.25325814,"('illogical', 'logical')",0.3725738,0.2532581,-0.1193157
62,0.7927075,0.98138654,"('incompetent', 'brilliant')",0.7927075,0.9813865,0.188679
63,0.10823181,0.22790012,"('unperceptive', 'insightful')",0.1082318,0.2279001,0.1196683
64,-1.81222,-1.6828192,"('shy', 'confident')",-1.81222,-1.6828192,0.1294008
65,1.259628,1.218493,"('insecure', 'secure')",1.2596281,1.218493,-0.0411351
66,-1.3348874,-1.3387964,"('inactive', 'active')",-1.3348874,-1.3387964,-0.003909
67,0.41199803,0.4175014,"('doubtful', 'determined')",0.411998,0.4175014,0.0055034
68,-0.9724799,-0.98527753,"('dependent', 'independent')",-0.9724799,-0.9852775,-0.0127976
69,-2.0065327,-1.9129823,"('lazy', 'industrious')",-2.0065327,-1.9129823,0.0935504
70,1.2413803,1.2807497,"('lethargic', 'energetic')",1.2413803,1.2807497,0.0393694
71,-0.9510123,-0.9051426,"('diffident', 'self-confident')",-0.9510123,-0.9051426,0.0458697
72,0.18703204,0.024116118,"('unambitious', 'ambitious')",0.187032,0.0241161,-0.1629159
73,-1.723949,-1.6172006,"('helpless', 'self-reliant')",-1.723949,-1.6172006,0.1067484
74,0.27863643,0.1935122,"('undedicated', 'dedicated')",0.2786364,0.1935122,-0.0851242
75,-1.4756435,-1.4951233,"('meek', 'impulsive')",-1.4756435,-1.4951233,-0.0194798
76,0.47119495,0.58040404,"('anxious', 'daring')",0.471195,0.580404,0.109209
77,-0.6922237,-0.5369862,"('unmotivated', 'motivated')",-0.6922237,-0.5369862,0.1552375
78,-1.3272593,-1.2512375,"('nonresilient', 'resilient')",-1.3272593,-1.2512375,0.0760218
79,-1.4357101,-1.4561969,"('wavering', 'unwavering')",-1.4357101,-1.4561969,-0.0204868
