,co-producer_male,co-producer_female,tuple,average_male,average_female,female-male
0,-0.019302271,-0.6665832,"('unsociable', 'sociable')",-0.0193023,-0.6665832,-0.6472809
1,-1.068581,-0.69554234,"('unfriendly', 'friendly')",-1.068581,-0.6955423,0.3730387
2,0.29441887,0.44147375,"('unlikable', 'likable')",0.2944189,0.4414738,0.1470549
3,0.6633906,0.60259545,"('repellent', 'pleasant')",0.6633906,0.6025954,-0.0607952
4,-0.30174118,-0.036127664,"('disliked', 'liked')",-0.3017412,-0.0361277,0.2656135
5,-1.2772691,-0.53521234,"('distant', 'outgoing')",-1.2772691,-0.5352123,0.7420568
6,-1.66047,-0.8546438,"('distant', 'open')",-1.66047,-0.8546438,0.8058262
7,-0.5649477,-0.71187913,"('insensitive', 'sensitive')",-0.5649477,-0.7118791,-0.1469314
8,-1.8005472,-1.4461919,"('unaffectionate', 'affectionate')",-1.8005472,-1.4461919,0.3543553
9,-0.8586426,-0.43716046,"('unaffectionate', 'caring')",-0.8586426,-0.4371605,0.4214821
10,-1.2035335,-1.7187368,"('unsympathetic', 'sympathetic')",-1.2035335,-1.7187368,-0.5152033
11,1.2240803,1.0376577,"('unhelpful', 'helpful')",1.2240803,1.0376577,-0.1864226
12,-0.9498446,-0.7915378,"('unsupportive', 'supportive')",-0.9498446,-0.7915378,0.1583068
13,-0.00047416613,-0.36278304,"('impolite', 'polite')",-0.0004742,-0.362783,-0.3623088
14,-0.62162805,-1.1702871,"('antisocial', 'social')",-0.621628,-1.1702871,-0.5486591
15,1.2548281,1.445345,"('boring', 'funny')",1.2548281,1.445345,0.1905169
16,0.19547185,0.5239009,"('unpopular', 'popular')",0.1954719,0.5239009,0.328429
17,-0.009307437,0.16141045,"('nasty', 'nice')",-0.0093074,0.1614105,0.1707179
18,-1.1294347,-0.8202584,"('disagreeable', 'welcoming')",-1.1294347,-0.8202584,0.3091763
19,-0.557498,-0.17888539,"('inhospitable', 'hospitable')",-0.557498,-0.1788854,0.3786126
20,0.9427095,0.7356267,"('rough', 'thoughtful')",0.9427095,0.7356267,-0.2070828
21,-0.6081481,-1.0538644,"('immoral', 'moral')",-0.6081481,-1.0538644,-0.4457163
22,0.07332308,0.037203908,"('untrustworthy', 'trustworthy')",0.0733231,0.0372039,-0.0361192
23,1.3085508,1.0484282,"('insincere', 'sincere')",1.3085508,1.0484282,-0.2601226
24,-0.45082748,-0.42749166,"('dishonest', 'honest')",-0.4508275,-0.4274917,0.0233358
25,-0.009593664,0.25767103,"('egoistic', 'altruistic')",-0.0095937,0.257671,0.2672647
