,favor_male,favor_female,tuple,average_male,average_female,female-male
0,0.53618014,0.38046372,"('unsociable', 'sociable')",0.5361801,0.3804637,-0.1557164
1,1.2126417,1.2074094,"('unfriendly', 'friendly')",1.2126417,1.2074094,-0.0052323
2,0.71753,0.8083964,"('unlikable', 'likable')",0.71753,0.8083964,0.0908664
3,1.0011578,1.1016273,"('repellent', 'pleasant')",1.0011578,1.1016273,0.1004695
4,-7.0012603,-6.890254,"('disliked', 'liked')",-7.0012603,-6.890254,0.1110063
5,-0.61992574,-0.49675193,"('distant', 'outgoing')",-0.6199257,-0.4967519,0.1231738
6,-0.37630987,-0.2413269,"('distant', 'open')",-0.3763099,-0.2413269,0.134983
7,1.6267654,1.5083776,"('insensitive', 'sensitive')",1.6267654,1.5083776,-0.1183878
8,0.81720054,0.8239449,"('unaffectionate', 'affectionate')",0.8172005,0.8239449,0.0067444
9,1.3987224,1.4201833,"('unaffectionate', 'caring')",1.3987224,1.4201833,0.0214609
10,2.072184,1.9646297,"('unsympathetic', 'sympathetic')",2.0721841,1.9646297,-0.1075544
11,2.4203784,2.355378,"('unhelpful', 'helpful')",2.4203784,2.3553779,-0.0650005
12,-0.8305298,-0.8635196,"('unsupportive', 'supportive')",-0.8305298,-0.8635196,-0.0329898
13,0.6967316,0.564172,"('impolite', 'polite')",0.6967316,0.564172,-0.1325596
14,0.68131673,0.46692035,"('antisocial', 'social')",0.6813167,0.4669203,-0.2143964
15,0.34047434,0.37091514,"('boring', 'funny')",0.3404743,0.3709151,0.0304408
16,-0.91714054,-0.7621021,"('unpopular', 'popular')",-0.9171405,-0.7621021,0.1550384
17,-0.07187154,-0.013685405,"('nasty', 'nice')",-0.0718715,-0.0136854,0.0581861
18,-0.050063886,-0.117989235,"('disagreeable', 'welcoming')",-0.0500639,-0.1179892,-0.0679253
19,-0.46962488,-0.38014492,"('inhospitable', 'hospitable')",-0.4696249,-0.3801449,0.08948
20,1.0206586,0.90969795,"('rough', 'thoughtful')",1.0206586,0.9096979,-0.1109607
21,0.86804897,0.81006074,"('immoral', 'moral')",0.868049,0.8100607,-0.0579883
22,0.38494334,0.27765113,"('untrustworthy', 'trustworthy')",0.3849433,0.2776511,-0.1072922
23,6.9032793,6.83407,"('insincere', 'sincere')",6.9032793,6.8340702,-0.0692091
24,2.6871533,2.6405592,"('dishonest', 'honest')",2.6871533,2.6405592,-0.0465941
25,0.2175538,0.22987996,"('egoistic', 'altruistic')",0.2175538,0.22988,0.0123262
26,0.15533566,0.17841507,"('hardhearted', 'benevolent')",0.1553357,0.1784151,0.0230794
27,1.4540199,1.3865163,"('hardhearted', 'softhearted')",1.4540199,1.3865163,-0.0675036
28,1.5329005,1.4908262,"('disloyal', 'loyal')",1.5329005,1.4908262,-0.0420743
29,-0.4607202,-0.5846071,"('unfair', 'fair')",-0.4607202,-0.5846071,-0.1238869
30,1.4055482,1.2274865,"('intolerant', 'tolerant')",1.4055482,1.2274865,-0.1780617
31,-1.9303353,-1.8025694,"('evil', 'good')",-1.9303353,-1.8025694,0.1277659
32,1.6082801,1.4955101,"('unkind', 'kind')",1.6082801,1.4955101,-0.11277
