,absence_male,absence_female,tuple,average_male,average_female,female-male
0,-0.036528684,-0.12337482,"('unsociable', 'sociable')",-0.0365287,-0.1233748,-0.0868461
1,1.1422827,1.0774809,"('unfriendly', 'friendly')",1.1422827,1.0774809,-0.0648018
2,-0.1786526,-0.14157319,"('unlikable', 'likable')",-0.1786526,-0.1415732,0.0370794
3,0.71317387,0.7250421,"('repellent', 'pleasant')",0.7131739,0.7250421,0.0118682
4,-7.169581,-7.3289456,"('disliked', 'liked')",-7.1695809,-7.3289456,-0.1593647
5,-0.6778041,-0.69550836,"('distant', 'outgoing')",-0.6778041,-0.6955084,-0.0177043
6,-0.20388846,-0.29048562,"('distant', 'open')",-0.2038885,-0.2904856,-0.0865971
7,0.8547275,0.9138168,"('insensitive', 'sensitive')",0.8547275,0.9138168,0.0590893
8,1.0136756,0.9594145,"('unaffectionate', 'affectionate')",1.0136756,0.9594145,-0.0542611
9,1.1137115,1.1635526,"('unaffectionate', 'caring')",1.1137115,1.1635526,0.0498411
10,1.3422822,1.3240556,"('unsympathetic', 'sympathetic')",1.3422822,1.3240556,-0.0182266
11,1.6408162,1.6528248,"('unhelpful', 'helpful')",1.6408162,1.6528248,0.0120086
12,-1.5929528,-1.6586208,"('unsupportive', 'supportive')",-1.5929528,-1.6586208,-0.065668
13,-0.14350212,-0.15950018,"('impolite', 'polite')",-0.1435021,-0.1595002,-0.0159981
14,0.22480054,0.15396495,"('antisocial', 'social')",0.2248005,0.153965,-0.0708355
15,-0.112592265,-0.2385498,"('boring', 'funny')",-0.1125923,-0.2385498,-0.1259575
16,-0.7208954,-0.6865487,"('unpopular', 'popular')",-0.7208954,-0.6865487,0.0343467
17,-0.72352934,-0.7220788,"('nasty', 'nice')",-0.7235293,-0.7220788,0.0014505
18,-0.09788122,-0.22857946,"('disagreeable', 'welcoming')",-0.0978812,-0.2285795,-0.1306983
19,-0.7930389,-0.8451014,"('inhospitable', 'hospitable')",-0.7930389,-0.8451014,-0.0520625
20,0.91614014,0.881857,"('rough', 'thoughtful')",0.9161401,0.881857,-0.0342831
21,-0.2750983,-0.22607136,"('immoral', 'moral')",-0.2750983,-0.2260714,0.0490269
