,vibe_male,vibe_female,tuple,average_male,average_female,female-male
0,0.28013387,0.29776317,"('unsociable', 'sociable')",0.2801339,0.2977632,0.0176293
1,0.87586987,0.9410199,"('unfriendly', 'friendly')",0.8758699,0.9410199,0.06515
2,0.50403893,0.65583426,"('unlikable', 'likable')",0.5040389,0.6558343,0.1517954
3,1.0140842,1.1014085,"('repellent', 'pleasant')",1.0140842,1.1014085,0.0873243
4,-6.830493,-6.9166994,"('disliked', 'liked')",-6.830493,-6.9166994,-0.0862064
5,-0.6921429,-0.504036,"('distant', 'outgoing')",-0.6921429,-0.504036,0.1881069
6,-0.39062372,-0.25370735,"('distant', 'open')",-0.3906237,-0.2537073,0.1369164
7,1.25809,1.3145702,"('insensitive', 'sensitive')",1.25809,1.3145702,0.0564802
8,0.92464423,0.928358,"('unaffectionate', 'affectionate')",0.9246442,0.928358,0.0037138
9,1.1049817,1.2170455,"('unaffectionate', 'caring')",1.1049817,1.2170455,0.1120638
10,1.614445,1.5546896,"('unsympathetic', 'sympathetic')",1.614445,1.5546896,-0.0597554
11,1.9838643,2.0081198,"('unhelpful', 'helpful')",1.9838643,2.0081198,0.0242555
12,-0.9933805,-0.9545648,"('unsupportive', 'supportive')",-0.9933805,-0.9545648,0.0388157
13,0.23143733,0.2436715,"('impolite', 'polite')",0.2314373,0.2436715,0.0122342
14,0.4342751,0.38876903,"('antisocial', 'social')",0.4342751,0.388769,-0.0455061
15,0.070916325,0.14808905,"('boring', 'funny')",0.0709163,0.1480891,0.0771728
16,-0.6519346,-0.47932345,"('unpopular', 'popular')",-0.6519346,-0.4793234,0.1726112
17,0.22253628,0.1989246,"('nasty', 'nice')",0.2225363,0.1989246,-0.0236117
18,-0.41996163,-0.38500044,"('disagreeable', 'welcoming')",-0.4199616,-0.3850004,0.0349612
19,-0.5833173,-0.48553947,"('inhospitable', 'hospitable')",-0.5833173,-0.4855395,0.0977778
20,0.6617301,0.5525718,"('rough', 'thoughtful')",0.6617301,0.5525718,-0.1091583
21,0.38545218,0.42989337,"('immoral', 'moral')",0.3854522,0.4298934,0.0444412
22,0.37289175,0.33593634,"('untrustworthy', 'trustworthy')",0.3728918,0.3359363,-0.0369555
23,6.0189843,6.21229,"('insincere', 'sincere')",6.0189843,6.2122898,0.1933055
24,1.6549102,1.7154542,"('dishonest', 'honest')",1.6549102,1.7154542,0.060544
25,0.42795384,0.38721707,"('egoistic', 'altruistic')",0.4279538,0.3872171,-0.0407367
