,shape_male,shape_female,tuple,average_male,average_female,female-male
0,0.36807716,0.2496444,"('unsociable', 'sociable')",0.3680772,0.2496444,-0.1184328
1,0.91526717,0.85153675,"('unfriendly', 'friendly')",0.9152672,0.8515368,-0.0637304
2,-0.0122463405,0.0673572,"('unlikable', 'likable')",-0.0122463,0.0673572,0.0796035
3,0.97706836,1.0363793,"('repellent', 'pleasant')",0.9770684,1.0363793,0.0593109
4,-7.3711305,-7.5391936,"('disliked', 'liked')",-7.3711305,-7.5391936,-0.1680631
5,-0.8550704,-0.837174,"('distant', 'outgoing')",-0.8550704,-0.837174,0.0178964
6,-0.38322356,-0.40552175,"('distant', 'open')",-0.3832236,-0.4055218,-0.0222982
7,1.4387771,1.3483952,"('insensitive', 'sensitive')",1.4387771,1.3483952,-0.0903819
8,0.8920678,0.8258312,"('unaffectionate', 'affectionate')",0.8920678,0.8258312,-0.0662366
9,1.5769252,1.6213982,"('unaffectionate', 'caring')",1.5769252,1.6213982,0.044473
10,1.4447515,1.4049635,"('unsympathetic', 'sympathetic')",1.4447515,1.4049635,-0.039788
11,1.8799888,1.9349129,"('unhelpful', 'helpful')",1.8799888,1.9349129,0.0549241
12,-1.4179041,-1.492535,"('unsupportive', 'supportive')",-1.4179041,-1.492535,-0.0746309
13,0.31609577,0.27919495,"('impolite', 'polite')",0.3160958,0.279195,-0.0369008
14,0.2626802,0.1376108,"('antisocial', 'social')",0.2626802,0.1376108,-0.1250694
15,0.26606506,0.16999245,"('boring', 'funny')",0.2660651,0.1699924,-0.0960727
16,-0.26582116,-0.20523003,"('unpopular', 'popular')",-0.2658212,-0.20523,0.0605912
17,-0.29136923,-0.26261905,"('nasty', 'nice')",-0.2913692,-0.262619,0.0287502
18,-0.55246955,-0.5735139,"('disagreeable', 'welcoming')",-0.5524696,-0.5735139,-0.0210443
19,-0.9743109,-0.9383781,"('inhospitable', 'hospitable')",-0.9743109,-0.9383781,0.0359328
20,1.1794723,1.0903912,"('rough', 'thoughtful')",1.1794723,1.0903912,-0.0890811
21,0.1268996,0.19359224,"('immoral', 'moral')",0.1268996,0.1935922,0.0666926
22,-0.296865,-0.39411274,"('untrustworthy', 'trustworthy')",-0.296865,-0.3941127,-0.0972477
23,6.3799596,6.4851227,"('insincere', 'sincere')",6.3799596,6.4851227,0.1051631
24,1.6229101,1.5085429,"('dishonest', 'honest')",1.6229101,1.5085429,-0.1143672
