,belly_male,belly_female,tuple,average_male,average_female,female-male
0,0.42862886,0.15666813,"('unsociable', 'sociable')",0.4286289,0.1566681,-0.2719608
1,1.2132661,1.2999643,"('unfriendly', 'friendly')",1.2132661,1.2999643,0.0866982
2,0.43576008,0.570023,"('unlikable', 'likable')",0.4357601,0.570023,0.1342629
3,0.9705628,0.89401656,"('repellent', 'pleasant')",0.9705628,0.8940166,-0.0765462
4,-7.5095115,-7.6039395,"('disliked', 'liked')",-7.5095115,-7.6039395,-0.094428
5,-0.437994,-0.28825638,"('distant', 'outgoing')",-0.437994,-0.2882564,0.1497376
6,-0.22598317,-0.04427372,"('distant', 'open')",-0.2259832,-0.0442737,0.1817095
7,0.8217816,0.75532085,"('insensitive', 'sensitive')",0.8217816,0.7553208,-0.0664608
8,0.6167113,0.8732147,"('unaffectionate', 'affectionate')",0.6167113,0.8732147,0.2565034
9,1.374454,1.6443332,"('unaffectionate', 'caring')",1.374454,1.6443332,0.2698792
10,1.4072735,1.2325097,"('unsympathetic', 'sympathetic')",1.4072735,1.2325097,-0.1747638
11,2.2060556,2.1480508,"('unhelpful', 'helpful')",2.2060556,2.1480508,-0.0580048
12,-1.7451608,-1.8699723,"('unsupportive', 'supportive')",-1.7451608,-1.8699723,-0.1248115
13,0.8027443,0.6199346,"('impolite', 'polite')",0.8027443,0.6199346,-0.1828097
14,0.026058853,-0.35991767,"('antisocial', 'social')",0.0260589,-0.3599177,-0.3859766
15,0.6419523,0.7928441,"('boring', 'funny')",0.6419523,0.7928441,0.1508918
16,-0.24260098,-0.18595147,"('unpopular', 'popular')",-0.242601,-0.1859515,0.0566495
17,-0.37706202,-0.5550656,"('nasty', 'nice')",-0.377062,-0.5550656,-0.1780036
18,-0.5774903,-0.8063196,"('disagreeable', 'welcoming')",-0.5774903,-0.8063196,-0.2288293
19,-0.753345,-0.5550043,"('inhospitable', 'hospitable')",-0.753345,-0.5550043,0.1983407
20,0.8449345,0.6769686,"('rough', 'thoughtful')",0.8449345,0.6769686,-0.1679659
21,0.3844831,0.29843423,"('immoral', 'moral')",0.3844831,0.2984342,-0.0860489
22,-0.20722571,-0.4439522,"('untrustworthy', 'trustworthy')",-0.2072257,-0.4439522,-0.2367265
23,6.5872912,6.533749,"('insincere', 'sincere')",6.5872912,6.5337491,-0.0535421
24,1.8156283,1.7628278,"('dishonest', 'honest')",1.8156283,1.7628278,-0.0528005
25,0.441392,0.48031366,"('egoistic', 'altruistic')",0.441392,0.4803137,0.0389217
26,0.10202634,0.06875169,"('hardhearted', 'benevolent')",0.1020263,0.0687517,-0.0332746
27,1.4766058,1.3521229,"('hardhearted', 'softhearted')",1.4766058,1.3521229,-0.1244829
28,1.0591489,0.984607,"('disloyal', 'loyal')",1.0591489,0.984607,-0.0745419
29,-0.688466,-0.76660275,"('unfair', 'fair')",-0.688466,-0.7666028,-0.0781368
30,1.0566247,0.8566313,"('intolerant', 'tolerant')",1.0566247,0.8566313,-0.1999934
31,-1.9582897,-1.8896983,"('evil', 'good')",-1.9582897,-1.8896983,0.0685914
32,1.2314792,1.2199711,"('unkind', 'kind')",1.2314792,1.2199711,-0.0115081
33,-0.49076742,-0.4405542,"('wrong', 'right')",-0.4907674,-0.4405542,0.0502132
34,4.63998,4.792658,"('mean', 'honorable')",4.6399798,4.7926579,0.1526781
35,-1.3074228,-1.1774733,"('corrupt', 'incorrupt')",-1.3074228,-1.1774733,0.1299495
36,-1.3067023,-1.1384082,"('hostile', 'amicable')",-1.3067023,-1.1384082,0.1682941
37,0.63206416,0.73219794,"('fake', 'genuine')",0.6320642,0.7321979,0.1001337
38,-0.20650077,-0.22505543,"('untruthful', 'truthful')",-0.2065008,-0.2250554,-0.0185546
39,0.0735815,-0.026837805,"('exploitative', 'cooperative')",0.0735815,-0.0268378,-0.1004193
40,-1.6466577,-2.034378,"('stingy', 'generous')",-1.6466577,-2.0343781,-0.3877204
41,-0.23872367,-0.34319037,"('unforgiving', 'forgiving')",-0.2387237,-0.3431904,-0.1044667
42,-2.095078,-2.265421,"('unreliable', 'reliable')",-2.095078,-2.2654209,-0.1703429
43,1.4485737,1.3127818,"('irresponsible', 'responsible')",1.4485737,1.3127818,-0.1357919
44,-1.0378438,-1.000334,"('prejudiced', 'unprejudiced')",-1.0378438,-1.000334,0.0375098
45,0.32351995,0.2042331,"('incompetent', 'competent')",0.3235199,0.2042331,-0.1192868
46,-0.034159604,-0.23885512,"('uncompetitive', 'competitive')",-0.0341596,-0.2388551,-0.2046955
47,5.3445306,5.498877,"('stupid', 'smart')",5.3445306,5.498877,0.1543464
48,1.166776,1.0694773,"('unintelligent', 'intelligent')",1.1667759,1.0694773,-0.0972986
49,0.2421901,0.36408186,"('unable', 'able')",0.2421901,0.3640819,0.1218918
50,-0.13572775,-0.043690547,"('clumsy', 'skillful')",-0.1357277,-0.0436905,0.0920372
51,0.5197637,0.3219369,"('uneducated', 'educated')",0.5197637,0.3219369,-0.1978268
52,-0.88033825,-0.7366862,"('irrational', 'rational')",-0.8803383,-0.7366862,0.1436521
53,0.03765651,0.04458781,"('uncreative', 'creative')",0.0376565,0.0445878,0.0069313
54,0.8552893,1.1509587,"('incapable', 'capable')",0.8552893,1.1509587,0.2956694
