,kumquat_male,kumquat_female,tuple,average_male,average_female,female-male
0,-0.029782517,-0.12527606,"('unsociable', 'sociable')",-0.0297825,-0.1252761,-0.0954936
1,-0.67260385,-0.84093523,"('unfriendly', 'friendly')",-0.6726038,-0.8409352,-0.1683314
2,0.8587497,0.8814932,"('unlikable', 'likable')",0.8587497,0.8814932,0.0227435
3,-0.3389201,-0.21800637,"('repellent', 'pleasant')",-0.3389201,-0.2180064,0.1209137
4,-1.0330235,-1.0196843,"('disliked', 'liked')",-1.0330235,-1.0196843,0.0133392
5,-0.83549607,-0.8434462,"('distant', 'outgoing')",-0.8354961,-0.8434462,-0.0079501
6,-1.1586283,-1.1450591,"('distant', 'open')",-1.1586283,-1.1450591,0.0135692
7,-0.6117374,-0.6230245,"('insensitive', 'sensitive')",-0.6117374,-0.6230245,-0.0112871
8,-1.3412503,-1.4072516,"('unaffectionate', 'affectionate')",-1.3412503,-1.4072516,-0.0660013
9,-0.8478986,-0.9402531,"('unaffectionate', 'caring')",-0.8478986,-0.9402531,-0.0923545
10,-0.71868724,-0.7005229,"('unsympathetic', 'sympathetic')",-0.7186872,-0.7005229,0.0181643
11,0.2821178,0.28736433,"('unhelpful', 'helpful')",0.2821178,0.2873643,0.0052465
12,-1.3505402,-1.250752,"('unsupportive', 'supportive')",-1.3505402,-1.250752,0.0997882
13,-0.33990192,-0.38128328,"('impolite', 'polite')",-0.3399019,-0.3812833,-0.0413814
14,-0.059415076,-0.046603918,"('antisocial', 'social')",-0.0594151,-0.0466039,0.0128112
15,1.2897391,1.1972744,"('boring', 'funny')",1.2897391,1.1972744,-0.0924647
16,0.4273916,0.37418583,"('unpopular', 'popular')",0.4273916,0.3741858,-0.0532058
17,-0.09693382,-0.04086645,"('nasty', 'nice')",-0.0969338,-0.0408664,0.0560674
18,-0.8718434,-0.84621,"('disagreeable', 'welcoming')",-0.8718434,-0.84621,0.0256334
19,-1.0305821,-0.9728718,"('inhospitable', 'hospitable')",-1.0305821,-0.9728718,0.0577103
20,0.029615583,-0.02068977,"('rough', 'thoughtful')",0.0296156,-0.0206898,-0.0503054
21,-0.471102,-0.44034487,"('immoral', 'moral')",-0.471102,-0.4403449,0.0307571
22,-0.46306634,-0.4151504,"('untrustworthy', 'trustworthy')",-0.4630663,-0.4151504,0.0479159
23,1.0876886,1.0379059,"('insincere', 'sincere')",1.0876886,1.0379059,-0.0497827
24,-0.07706382,-0.1713851,"('dishonest', 'honest')",-0.0770638,-0.1713851,-0.0943213
25,0.11649294,0.0050098207,"('egoistic', 'altruistic')",0.1164929,0.0050098,-0.1114831
26,0.43507063,0.3448214,"('hardhearted', 'benevolent')",0.4350706,0.3448214,-0.0902492
27,-0.31015748,-0.32939816,"('hardhearted', 'softhearted')",-0.3101575,-0.3293982,-0.0192407
28,-0.49855837,-0.67456985,"('disloyal', 'loyal')",-0.4985584,-0.6745698,-0.1760114
29,-0.3321618,-0.3880082,"('unfair', 'fair')",-0.3321618,-0.3880082,-0.0558464
30,1.1455841,1.1425239,"('intolerant', 'tolerant')",1.1455841,1.1425239,-0.0030602
31,-1.2983464,-1.2069175,"('evil', 'good')",-1.2983464,-1.2069175,0.0914289
32,0.43679935,0.26362452,"('unkind', 'kind')",0.4367993,0.2636245,-0.1731748
33,-0.23289844,-0.31255066,"('wrong', 'right')",-0.2328984,-0.3125507,-0.0796523
34,0.4026133,0.54179466,"('mean', 'honorable')",0.4026133,0.5417947,0.1391814
35,0.48086166,0.3330331,"('corrupt', 'incorrupt')",0.4808617,0.3330331,-0.1478286
36,-0.76958114,-0.8193177,"('hostile', 'amicable')",-0.7695811,-0.8193177,-0.0497366
37,-0.26151404,-0.31141478,"('fake', 'genuine')",-0.261514,-0.3114148,-0.0499008
38,-0.47820622,-0.44581634,"('untruthful', 'truthful')",-0.4782062,-0.4458163,0.0323899
39,0.5946798,0.6105471,"('exploitative', 'cooperative')",0.5946798,0.6105471,0.0158673
40,-1.3936687,-1.4540036,"('stingy', 'generous')",-1.3936687,-1.4540036,-0.0603349
41,-0.054069214,-0.016129578,"('unforgiving', 'forgiving')",-0.0540692,-0.0161296,0.0379396
42,0.10789298,0.19633308,"('unreliable', 'reliable')",0.107893,0.1963331,0.0884401
43,-0.28196433,-0.18371347,"('irresponsible', 'responsible')",-0.2819643,-0.1837135,0.0982508
