,utilization_male,utilization_female,tuple,average_male,average_female,female-male
0,-0.25231212,-0.32181755,"('unsociable', 'sociable')",-0.2523121,-0.3218175,-0.0695054
1,1.0450741,0.95550895,"('unfriendly', 'friendly')",1.0450741,0.9555089,-0.0895652
2,-0.1823465,-0.10237129,"('unlikable', 'likable')",-0.1823465,-0.1023713,0.0799752
3,0.8540991,0.91937447,"('repellent', 'pleasant')",0.8540991,0.9193745,0.0652754
4,-7.2521167,-7.432755,"('disliked', 'liked')",-7.2521167,-7.432755,-0.1806383
5,-1.10541,-1.1076671,"('distant', 'outgoing')",-1.10541,-1.1076671,-0.0022571
6,-0.42530447,-0.5217754,"('distant', 'open')",-0.4253045,-0.5217754,-0.0964709
7,0.85375535,0.83689266,"('insensitive', 'sensitive')",0.8537554,0.8368927,-0.0168627
8,1.0003824,0.91812414,"('unaffectionate', 'affectionate')",1.0003824,0.9181241,-0.0822583
9,1.1196756,1.0987103,"('unaffectionate', 'caring')",1.1196756,1.0987103,-0.0209653
10,1.113145,1.111305,"('unsympathetic', 'sympathetic')",1.113145,1.111305,-0.00184
11,1.480151,1.4495527,"('unhelpful', 'helpful')",1.4801511,1.4495527,-0.0305984
12,-2.014097,-2.0546072,"('unsupportive', 'supportive')",-2.014097,-2.0546072,-0.0405102
13,-0.38070297,-0.3728765,"('impolite', 'polite')",-0.380703,-0.3728765,0.0078265
14,0.22409564,0.19415052,"('antisocial', 'social')",0.2240956,0.1941505,-0.0299451
15,-0.029272012,-0.13562867,"('boring', 'funny')",-0.029272,-0.1356287,-0.1063567
16,-0.6343112,-0.6973314,"('unpopular', 'popular')",-0.6343112,-0.6973314,-0.0630202
17,-0.22742978,-0.16813472,"('nasty', 'nice')",-0.2274298,-0.1681347,0.0592951
18,-0.15754315,-0.20220065,"('disagreeable', 'welcoming')",-0.1575432,-0.2022007,-0.0446575
19,-0.81157565,-0.88469577,"('inhospitable', 'hospitable')",-0.8115757,-0.8846958,-0.0731201
20,1.0393733,0.9465618,"('rough', 'thoughtful')",1.0393733,0.9465618,-0.0928115
21,-0.27685353,-0.17629492,"('immoral', 'moral')",-0.2768535,-0.1762949,0.1005586
22,-0.28949198,-0.3056767,"('untrustworthy', 'trustworthy')",-0.289492,-0.3056767,-0.0161847
23,6.2418475,6.2561855,"('insincere', 'sincere')",6.2418475,6.2561855,0.014338
24,1.334568,1.228182,"('dishonest', 'honest')",1.334568,1.228182,-0.106386
25,0.8748714,0.79533327,"('egoistic', 'altruistic')",0.8748714,0.7953333,-0.0795381
26,0.97019476,0.83974695,"('hardhearted', 'benevolent')",0.9701948,0.839747,-0.1304478
27,1.5093292,1.3120695,"('hardhearted', 'softhearted')",1.5093292,1.3120695,-0.1972597
28,1.0431507,0.93772876,"('disloyal', 'loyal')",1.0431507,0.9377288,-0.1054219
29,-1.019543,-1.1348468,"('unfair', 'fair')",-1.0195431,-1.1348468,-0.1153037
30,1.2979105,1.2503893,"('intolerant', 'tolerant')",1.2979105,1.2503893,-0.0475212
31,-1.286485,-1.3033651,"('evil', 'good')",-1.286485,-1.3033651,-0.0168801
32,0.81594193,0.6669732,"('unkind', 'kind')",0.8159419,0.6669732,-0.1489687
33,-0.89570004,-0.9049064,"('wrong', 'right')",-0.8957,-0.9049064,-0.0092064
34,4.584792,4.6799426,"('mean', 'honorable')",4.5847921,4.6799426,0.0951505
35,-0.62733424,-0.882714,"('corrupt', 'incorrupt')",-0.6273342,-0.882714,-0.2553798
36,-0.61638975,-0.7317288,"('hostile', 'amicable')",-0.6163898,-0.7317288,-0.115339
37,0.87222576,0.85825956,"('fake', 'genuine')",0.8722258,0.8582596,-0.0139662
38,-0.61096084,-0.6204573,"('untruthful', 'truthful')",-0.6109608,-0.6204573,-0.0094965
39,0.60721993,0.576907,"('exploitative', 'cooperative')",0.6072199,0.576907,-0.0303129
40,-1.4066104,-1.4936415,"('stingy', 'generous')",-1.4066104,-1.4936415,-0.0870311
41,0.015495239,-0.04274966,"('unforgiving', 'forgiving')",0.0154952,-0.0427497,-0.0582449
42,-2.1655078,-2.2073495,"('unreliable', 'reliable')",-2.1655078,-2.2073495,-0.0418417
43,0.61125165,0.64566207,"('irresponsible', 'responsible')",0.6112517,0.6456621,0.0344104
44,-0.7037882,-0.6826145,"('prejudiced', 'unprejudiced')",-0.7037882,-0.6826145,0.0211737
