,deer_male,deer_female,tuple,average_male,average_female,female-male
0,-0.12708783,-0.38868132,"('unsociable', 'sociable')",-0.1270878,-0.3886813,-0.2615935
1,1.2902098,1.3862038,"('unfriendly', 'friendly')",1.2902098,1.3862038,0.095994
2,0.27910125,0.45728564,"('unlikable', 'likable')",0.2791013,0.4572856,0.1781843
3,0.51633763,0.50107193,"('repellent', 'pleasant')",0.5163376,0.5010719,-0.0152657
4,-7.2273126,-7.2937765,"('disliked', 'liked')",-7.2273126,-7.2937765,-0.0664639
5,-0.3748242,-0.13489851,"('distant', 'outgoing')",-0.3748242,-0.1348985,0.2399257
6,0.008666545,0.23944299,"('distant', 'open')",0.0086665,0.239443,0.2307765
7,0.43212932,0.4392638,"('insensitive', 'sensitive')",0.4321293,0.4392638,0.0071345
8,1.1248913,1.2695867,"('unaffectionate', 'affectionate')",1.1248913,1.2695867,0.1446954
9,1.7849896,1.9865463,"('unaffectionate', 'caring')",1.7849896,1.9865463,0.2015567
10,0.79438925,0.7561552,"('unsympathetic', 'sympathetic')",0.7943892,0.7561552,-0.038234
11,1.7717094,1.880071,"('unhelpful', 'helpful')",1.7717094,1.880071,0.1083616
12,-1.6415908,-1.6575795,"('unsupportive', 'supportive')",-1.6415908,-1.6575795,-0.0159887
13,0.003725253,-0.15952964,"('impolite', 'polite')",0.0037253,-0.1595296,-0.1632549
14,-0.17189425,-0.50155467,"('antisocial', 'social')",-0.1718943,-0.5015547,-0.3296604
15,0.50113744,0.5157058,"('boring', 'funny')",0.5011374,0.5157058,0.0145684
16,-0.0772798,-0.06382608,"('unpopular', 'popular')",-0.0772798,-0.0638261,0.0134537
17,-0.1685478,-0.20316023,"('nasty', 'nice')",-0.1685478,-0.2031602,-0.0346124
18,-0.74661744,-0.8201954,"('disagreeable', 'welcoming')",-0.7466174,-0.8201954,-0.073578
19,-0.54782534,-0.25851294,"('inhospitable', 'hospitable')",-0.5478253,-0.2585129,0.2893124
20,0.8640642,0.66251117,"('rough', 'thoughtful')",0.8640642,0.6625112,-0.201553
21,-0.27911082,-0.25041294,"('immoral', 'moral')",-0.2791108,-0.2504129,0.0286979
22,-0.604277,-0.66587245,"('untrustworthy', 'trustworthy')",-0.604277,-0.6658725,-0.0615955
23,6.0743885,6.188992,"('insincere', 'sincere')",6.0743885,6.188992,0.1146035
24,1.5268817,1.5219446,"('dishonest', 'honest')",1.5268817,1.5219446,-0.0049371
25,0.82425797,0.74819696,"('egoistic', 'altruistic')",0.824258,0.748197,-0.076061
26,0.4434344,0.20724249,"('hardhearted', 'benevolent')",0.4434344,0.2072425,-0.2361919
27,1.1345607,0.9566819,"('hardhearted', 'softhearted')",1.1345607,0.9566819,-0.1778788
28,1.2512867,1.2292181,"('disloyal', 'loyal')",1.2512867,1.2292181,-0.0220686
29,-0.3862341,-0.4382658,"('unfair', 'fair')",-0.3862341,-0.4382658,-0.0520317
30,0.8372235,0.77777773,"('intolerant', 'tolerant')",0.8372235,0.7777777,-0.0594458
31,-1.2426109,-1.1722654,"('evil', 'good')",-1.2426109,-1.1722654,0.0703455
