,inverse_male,inverse_female,tuple,average_male,average_female,female-male
0,0.3183702,0.17131023,"('unsociable', 'sociable')",0.3183702,0.1713102,-0.14706
1,1.073484,1.0834723,"('unfriendly', 'friendly')",1.0734839,1.0834723,0.0099884
2,0.62901855,0.79920644,"('unlikable', 'likable')",0.6290185,0.7992064,0.1701879
3,1.0353765,1.0404456,"('repellent', 'pleasant')",1.0353765,1.0404456,0.0050691
4,-6.949013,-6.9192524,"('disliked', 'liked')",-6.9490132,-6.9192524,0.0297608
5,-0.24854799,-0.059853807,"('distant', 'outgoing')",-0.248548,-0.0598538,0.1886942
6,-0.10527526,0.07225287,"('distant', 'open')",-0.1052753,0.0722529,0.1775282
7,0.8341702,0.8024741,"('insensitive', 'sensitive')",0.8341702,0.8024741,-0.0316961
8,0.5723469,0.6393443,"('unaffectionate', 'affectionate')",0.5723469,0.6393443,0.0669974
9,1.2124965,1.3353298,"('unaffectionate', 'caring')",1.2124965,1.3353298,0.1228333
10,1.3309989,1.3623127,"('unsympathetic', 'sympathetic')",1.3309989,1.3623127,0.0313138
11,2.158809,2.1845536,"('unhelpful', 'helpful')",2.1588089,2.1845536,0.0257447
12,-1.4673052,-1.4031384,"('unsupportive', 'supportive')",-1.4673052,-1.4031384,0.0641668
13,0.67899287,0.5982454,"('impolite', 'polite')",0.6789929,0.5982454,-0.0807475
14,-0.07765736,-0.3078549,"('antisocial', 'social')",-0.0776574,-0.3078549,-0.2301975
15,0.48181528,0.4351572,"('boring', 'funny')",0.4818153,0.4351572,-0.0466581
16,-0.18077189,-0.12938115,"('unpopular', 'popular')",-0.1807719,-0.1293812,0.0513907
17,-0.11455034,-0.057674006,"('nasty', 'nice')",-0.1145503,-0.057674,0.0568763
18,-0.5416364,-0.6294634,"('disagreeable', 'welcoming')",-0.5416364,-0.6294634,-0.087827
19,-0.61488724,-0.37367886,"('inhospitable', 'hospitable')",-0.6148872,-0.3736789,0.2412083
20,0.79623693,0.6223096,"('rough', 'thoughtful')",0.7962369,0.6223096,-0.1739273
21,0.2315227,0.2942958,"('immoral', 'moral')",0.2315227,0.2942958,0.0627731
22,0.026771402,-0.020842455,"('untrustworthy', 'trustworthy')",0.0267714,-0.0208425,-0.0476139
23,6.3288164,6.308448,"('insincere', 'sincere')",6.3288164,6.3084478,-0.0203686
24,1.8148497,1.8278358,"('dishonest', 'honest')",1.8148497,1.8278358,0.0129861
25,0.46357834,0.41620323,"('egoistic', 'altruistic')",0.4635783,0.4162032,-0.0473751
26,0.18043064,0.04630407,"('hardhearted', 'benevolent')",0.1804306,0.0463041,-0.1341265
27,1.3208969,1.2051865,"('hardhearted', 'softhearted')",1.3208969,1.2051865,-0.1157104
28,0.9748996,0.9516263,"('disloyal', 'loyal')",0.9748996,0.9516263,-0.0232733
29,-0.8514776,-0.8723859,"('unfair', 'fair')",-0.8514776,-0.8723859,-0.0209083
30,0.98941636,0.899902,"('intolerant', 'tolerant')",0.9894164,0.899902,-0.0895144
31,-1.5850129,-1.4809713,"('evil', 'good')",-1.5850129,-1.4809713,0.1040416
32,1.2822632,1.3003978,"('unkind', 'kind')",1.2822632,1.3003978,0.0181346
33,-0.3968902,-0.32766822,"('wrong', 'right')",-0.3968902,-0.3276682,0.069222
34,4.4770746,4.628132,"('mean', 'honorable')",4.4770746,4.6281319,0.1510573
35,-1.3321549,-1.363171,"('corrupt', 'incorrupt')",-1.3321549,-1.363171,-0.0310161
36,-1.1730871,-1.1523651,"('hostile', 'amicable')",-1.1730871,-1.1523651,0.020722
37,0.5471884,0.6092103,"('fake', 'genuine')",0.5471884,0.6092103,0.0620219
38,-0.08403012,0.009324014,"('untruthful', 'truthful')",-0.0840301,0.009324,0.0933541
39,0.103446126,0.045084335,"('exploitative', 'cooperative')",0.1034461,0.0450843,-0.0583618
40,-1.365698,-1.5234808,"('stingy', 'generous')",-1.365698,-1.5234808,-0.1577828
41,-0.13706388,-0.1615372,"('unforgiving', 'forgiving')",-0.1370639,-0.1615372,-0.0244733
42,-1.7027351,-1.6969517,"('unreliable', 'reliable')",-1.7027351,-1.6969517,0.0057834
43,1.3984014,1.3905033,"('irresponsible', 'responsible')",1.3984014,1.3905033,-0.0078981
44,-1.1919357,-1.2401242,"('prejudiced', 'unprejudiced')",-1.1919357,-1.2401242,-0.0481885
45,0.5005562,0.48272657,"('incompetent', 'competent')",0.5005562,0.4827266,-0.0178296
46,-0.05792108,-0.08392361,"('uncompetitive', 'competitive')",-0.0579211,-0.0839236,-0.0260025
47,5.2302,5.407043,"('stupid', 'smart')",5.2301998,5.407043,0.1768432
48,0.8180326,0.65526915,"('unintelligent', 'intelligent')",0.8180326,0.6552691,-0.1627635
49,0.09039042,0.2639687,"('unable', 'able')",0.0903904,0.2639687,0.1735783
50,0.07860339,0.1637065,"('clumsy', 'skillful')",0.0786034,0.1637065,0.0851031
51,0.54365414,0.4771294,"('uneducated', 'educated')",0.5436541,0.4771294,-0.0665247
52,-0.9549628,-0.9262929,"('irrational', 'rational')",-0.9549628,-0.9262929,0.0286699
53,0.0917495,0.10968815,"('uncreative', 'creative')",0.0917495,0.1096881,0.0179386
54,0.84655434,1.1327003,"('incapable', 'capable')",0.8465543,1.1327003,0.286146
55,1.1410193,0.97762626,"('incompetent', 'clever')",1.1410193,0.9776263,-0.163393
56,1.2365842,1.1787305,"('impractical', 'practical')",1.2365842,1.1787305,-0.0578537
57,-2.1798694,-2.1731658,"('unimaginative', 'imaginative')",-2.1798694,-2.1731658,0.0067036
58,-0.16318357,-0.19855405,"('undiscriminating', 'discriminating')",-0.1631836,-0.1985541,-0.0353705
59,-0.1663288,-0.006163366,"('foolish', 'wise')",-0.1663288,-0.0061634,0.1601654
60,1.2008014,1.1144052,"('inefficient', 'efficient')",1.2008014,1.1144052,-0.0863962
61,0.11249709,-0.08087439,"('illogical', 'logical')",0.1124971,-0.0808744,-0.1933715
62,1.539665,1.598371,"('incompetent', 'brilliant')",1.539665,1.598371,0.058706
