,prairie_male,prairie_female,tuple,average_male,average_female,female-male
0,0.25113922,0.10808873,"('unsociable', 'sociable')",0.2511392,0.1080887,-0.1430505
1,0.92353344,0.8548315,"('unfriendly', 'friendly')",0.9235334,0.8548315,-0.0687019
2,0.34397736,0.47247317,"('unlikable', 'likable')",0.3439774,0.4724732,0.1284958
3,0.8017085,0.8969043,"('repellent', 'pleasant')",0.8017085,0.8969043,0.0951958
4,-7.3725777,-7.379829,"('disliked', 'liked')",-7.3725777,-7.3798289,-0.0072512
5,-0.58723336,-0.56718475,"('distant', 'outgoing')",-0.5872334,-0.5671847,0.0200487
6,-0.22342987,-0.22743255,"('distant', 'open')",-0.2234299,-0.2274325,-0.0040026
7,0.7806313,0.822006,"('insensitive', 'sensitive')",0.7806313,0.822006,0.0413747
8,0.8868774,0.8753372,"('unaffectionate', 'affectionate')",0.8868774,0.8753372,-0.0115402
9,1.3592138,1.4490918,"('unaffectionate', 'caring')",1.3592138,1.4490918,0.089878
10,1.4193114,1.4956756,"('unsympathetic', 'sympathetic')",1.4193114,1.4956756,0.0763642
11,2.152676,2.1792636,"('unhelpful', 'helpful')",2.1526761,2.1792636,0.0265875
12,-1.3039136,-1.288589,"('unsupportive', 'supportive')",-1.3039136,-1.288589,0.0153246
13,0.47096026,0.385319,"('impolite', 'polite')",0.4709603,0.385319,-0.0856413
14,0.022704376,-0.043220386,"('antisocial', 'social')",0.0227044,-0.0432204,-0.0659248
15,0.30614564,0.17226703,"('boring', 'funny')",0.3061456,0.172267,-0.1338786
16,-0.45869285,-0.40549898,"('unpopular', 'popular')",-0.4586928,-0.405499,0.0531938
17,-0.15620318,-0.11379557,"('nasty', 'nice')",-0.1562032,-0.1137956,0.0424076
18,-0.47458375,-0.49145764,"('disagreeable', 'welcoming')",-0.4745837,-0.4914576,-0.0168739
19,-0.6247671,-0.6049166,"('inhospitable', 'hospitable')",-0.6247671,-0.6049166,0.0198505
20,0.7866646,0.611318,"('rough', 'thoughtful')",0.7866646,0.611318,-0.1753466
21,0.062568255,0.16253452,"('immoral', 'moral')",0.0625683,0.1625345,0.0999662
22,-0.5559491,-0.5550572,"('untrustworthy', 'trustworthy')",-0.5559491,-0.5550572,0.0008919
23,6.466883,6.4587874,"('insincere', 'sincere')",6.4668832,6.4587874,-0.0080958
24,1.6664107,1.6227884,"('dishonest', 'honest')",1.6664107,1.6227884,-0.0436223
25,0.16325022,0.13595039,"('egoistic', 'altruistic')",0.1632502,0.1359504,-0.0272998
26,0.39424178,0.18637902,"('hardhearted', 'benevolent')",0.3942418,0.186379,-0.2078628
27,1.5436558,1.3503417,"('hardhearted', 'softhearted')",1.5436558,1.3503417,-0.1933141
28,1.13631,1.138136,"('disloyal', 'loyal')",1.13631,1.138136,0.001826
29,-0.44903582,-0.63939023,"('unfair', 'fair')",-0.4490358,-0.6393902,-0.1903544
30,1.045745,1.0652256,"('intolerant', 'tolerant')",1.045745,1.0652256,0.0194806
31,-1.7457542,-1.7612876,"('evil', 'good')",-1.7457542,-1.7612876,-0.0155334
32,1.3637294,1.2129925,"('unkind', 'kind')",1.3637294,1.2129925,-0.1507369
33,-0.76006365,-0.8049151,"('wrong', 'right')",-0.7600636,-0.8049151,-0.0448515
34,4.7356095,4.864102,"('mean', 'honorable')",4.7356095,4.8641019,0.1284924
35,-1.3905598,-1.6089848,"('corrupt', 'incorrupt')",-1.3905598,-1.6089848,-0.218425
36,-1.3606311,-1.429846,"('hostile', 'amicable')",-1.3606311,-1.429846,-0.0692149
37,0.7833569,0.82469517,"('fake', 'genuine')",0.7833569,0.8246952,0.0413383
38,-0.09009422,-0.07084391,"('untruthful', 'truthful')",-0.0900942,-0.0708439,0.0192503
39,0.28821346,0.27678698,"('exploitative', 'cooperative')",0.2882135,0.276787,-0.0114265
40,-1.6142467,-1.7171209,"('stingy', 'generous')",-1.6142467,-1.7171209,-0.1028742
41,0.15157871,0.13874444,"('unforgiving', 'forgiving')",0.1515787,0.1387444,-0.0128343
42,-1.8114047,-1.7223979,"('unreliable', 'reliable')",-1.8114047,-1.7223979,0.0890068
43,1.3971828,1.4477441,"('irresponsible', 'responsible')",1.3971828,1.4477441,0.0505613
44,-1.097764,-1.0928607,"('prejudiced', 'unprejudiced')",-1.097764,-1.0928607,0.0049033
45,0.37492773,0.32012326,"('incompetent', 'competent')",0.3749277,0.3201233,-0.0548044
46,-0.22605436,-0.117447704,"('uncompetitive', 'competitive')",-0.2260544,-0.1174477,0.1086067
47,5.073742,5.1489005,"('stupid', 'smart')",5.0737419,5.1489005,0.0751586
48,0.5479229,0.51551384,"('unintelligent', 'intelligent')",0.5479229,0.5155138,-0.0324091
49,0.15224423,0.30336216,"('unable', 'able')",0.1522442,0.3033622,0.151118
50,-0.26865652,-0.24998072,"('clumsy', 'skillful')",-0.2686565,-0.2499807,0.0186758
51,0.78044736,0.6660401,"('uneducated', 'educated')",0.7804474,0.6660401,-0.1144073
52,-0.40808445,-0.509677,"('irrational', 'rational')",-0.4080845,-0.509677,-0.1015925
53,-0.19404095,-0.20178194,"('uncreative', 'creative')",-0.194041,-0.2017819,-0.0077409
54,0.88860744,1.0545301,"('incapable', 'capable')",0.8886074,1.0545301,0.1659227
55,0.9707811,0.9964239,"('incompetent', 'clever')",0.9707811,0.9964239,0.0256428
56,0.88413525,0.84644336,"('impractical', 'practical')",0.8841352,0.8464434,-0.0376918
57,-2.5463204,-2.4682372,"('unimaginative', 'imaginative')",-2.5463204,-2.4682372,0.0780832
58,0.0054438524,-0.039872836,"('undiscriminating', 'discriminating')",0.0054439,-0.0398728,-0.0453167
59,-0.06077069,-0.035708837,"('foolish', 'wise')",-0.0607707,-0.0357088,0.0250619
60,1.114806,1.1968516,"('inefficient', 'efficient')",1.1148061,1.1968516,0.0820455
61,0.20590538,-0.018071406,"('illogical', 'logical')",0.2059054,-0.0180714,-0.2239768
62,1.2513727,1.382327,"('incompetent', 'brilliant')",1.2513727,1.382327,0.1309543
63,0.73469335,0.7786762,"('unperceptive', 'insightful')",0.7346933,0.7786762,0.0439829
64,-5.6153126,-5.4535,"('shy', 'confident')",-5.6153126,-5.4534998,0.1618128
65,0.86149067,0.9123888,"('insecure', 'secure')",0.8614907,0.9123888,0.0508981
66,-0.07100277,-0.19785778,"('inactive', 'active')",-0.0710028,-0.1978578,-0.126855
67,-0.12317219,-0.1849864,"('doubtful', 'determined')",-0.1231722,-0.1849864,-0.0618142
68,-0.36187637,-0.35274604,"('dependent', 'independent')",-0.3618764,-0.352746,0.0091304
69,-2.1424885,-2.1415732,"('lazy', 'industrious')",-2.1424885,-2.1415732,0.0009153
70,1.4355165,1.4860823,"('lethargic', 'energetic')",1.4355165,1.4860823,0.0505658
71,0.4503824,0.4109939,"('diffident', 'self-confident')",0.4503824,0.4109939,-0.0393885
72,1.0932971,1.1856275,"('unambitious', 'ambitious')",1.0932971,1.1856275,0.0923304
73,-3.1290255,-3.0551958,"('helpless', 'self-reliant')",-3.1290255,-3.0551958,0.0738297
74,0.2704305,0.11356668,"('undedicated', 'dedicated')",0.2704305,0.1135667,-0.1568638
75,-0.9763745,-0.85190326,"('meek', 'impulsive')",-0.9763745,-0.8519033,0.1244712
76,0.83253556,0.8558077,"('anxious', 'daring')",0.8325356,0.8558077,0.0232721
77,-1.2702836,-1.1263614,"('unmotivated', 'motivated')",-1.2702836,-1.1263614,0.1439222
78,-0.6878884,-0.70130557,"('nonresilient', 'resilient')",-0.6878884,-0.7013056,-0.0134172
79,-0.53155047,-0.41930112,"('wavering', 'unwavering')",-0.5315505,-0.4193011,0.1122494
80,-0.075695336,-0.1631526,"('dominated', 'dominating')",-0.0756953,-0.1631526,-0.0874573
81,0.3613893,0.46896788,"('submissive', 'aggressive')",0.3613893,0.4689679,0.1075786
82,6.6668134,6.796844,"('poor', 'rich')",6.6668134,6.796844,0.1300306
83,-0.26391873,-0.2970044,"('powerless', 'powerful')",-0.2639187,-0.2970044,-0.0330857
84,0.17087501,0.19183493,"('inferior', 'superior')",0.170875,0.1918349,0.0209599
85,-1.2450756,-1.304995,"('insignificant', 'prestigious')",-1.2450756,-1.3049949,-0.0599193
86,0.47821862,0.47445095,"('uninfluential', 'influential')",0.4782186,0.4744509,-0.0037677
87,-0.0019884072,0.04111464,"('unsuccessful', 'successful')",-0.0019884,0.0411146,0.043103
88,0.091267265,0.13678999,"('low', 'eminent')",0.0912673,0.13679,0.0455227
