,evil_male,evil_female,tuple,average_male,average_female,female-male
0,-0.39207456,-0.377071,"('unsociable', 'sociable')",-0.3920746,-0.377071,0.0150036
1,1.1889461,1.1229485,"('unfriendly', 'friendly')",1.1889461,1.1229485,-0.0659976
2,-0.33351117,-0.2903023,"('unlikable', 'likable')",-0.3335112,-0.2903023,0.0432089
3,0.37482387,0.4513822,"('repellent', 'pleasant')",0.3748239,0.4513822,0.0765583
4,-7.761971,-7.8647404,"('disliked', 'liked')",-7.761971,-7.8647404,-0.1027694
5,-0.46159938,-0.5071831,"('distant', 'outgoing')",-0.4615994,-0.5071831,-0.0455837
6,-0.08411007,-0.1455796,"('distant', 'open')",-0.0841101,-0.1455796,-0.0614695
7,0.419234,0.5242148,"('insensitive', 'sensitive')",0.419234,0.5242148,0.1049808
8,1.3058257,1.2680433,"('unaffectionate', 'affectionate')",1.3058257,1.2680433,-0.0377824
9,1.8931521,1.9859374,"('unaffectionate', 'caring')",1.8931521,1.9859374,0.0927853
10,0.7723834,0.85122854,"('unsympathetic', 'sympathetic')",0.7723834,0.8512285,0.0788451
11,1.8213496,1.9707608,"('unhelpful', 'helpful')",1.8213496,1.9707608,0.1494112
12,-1.7671498,-1.711046,"('unsupportive', 'supportive')",-1.7671498,-1.711046,0.0561038
13,-0.3767947,-0.3746909,"('impolite', 'polite')",-0.3767947,-0.3746909,0.0021038
14,-0.6349376,-0.6406902,"('antisocial', 'social')",-0.6349376,-0.6406902,-0.0057526
15,-0.27160558,-0.3731607,"('boring', 'funny')",-0.2716056,-0.3731607,-0.1015551
16,-0.6499767,-0.61415446,"('unpopular', 'popular')",-0.6499767,-0.6141545,0.0358222
17,-1.0244048,-0.9779597,"('nasty', 'nice')",-1.0244048,-0.9779597,0.0464451
18,-0.4573201,-0.5695835,"('disagreeable', 'welcoming')",-0.4573201,-0.5695835,-0.1122634
19,-0.47897345,-0.48161122,"('inhospitable', 'hospitable')",-0.4789734,-0.4816112,-0.0026378
20,0.80238366,0.72401476,"('rough', 'thoughtful')",0.8023837,0.7240148,-0.0783689
