,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
0,-0.5789493,-1.2368581,"('unsociable', 'sociable')",-0.5789493,-1.2368581,-0.6579088
1,0.25100797,0.4915232,"('unfriendly', 'friendly')",0.251008,0.4915232,0.2405152
2,-0.66039795,-0.4826752,"('unlikable', 'likable')",-0.6603979,-0.4826752,0.1777227
3,-0.14512233,-0.1383506,"('repellent', 'pleasant')",-0.1451223,-0.1383506,0.0067717
4,1.1588064,1.324451,"('disliked', 'liked')",1.1588064,1.324451,0.1656446
5,-1.0226722,-0.6337333,"('distant', 'outgoing')",-1.0226722,-0.6337333,0.3889389
6,-1.3725735,-0.8794637,"('distant', 'open')",-1.3725735,-0.8794637,0.4931098
7,-0.70633644,-0.9416515,"('insensitive', 'sensitive')",-0.7063364,-0.9416515,-0.2353151
8,1.1685418,1.3157773,"('unaffectionate', 'affectionate')",1.1685418,1.3157773,0.1472355
9,0.43666476,0.5248382,"('unaffectionate', 'caring')",0.4366648,0.5248382,0.0881734
10,-1.2400029,-1.6565758,"('unsympathetic', 'sympathetic')",-1.2400029,-1.6565758,-0.4165729
11,-1.2412602,-1.4146446,"('unhelpful', 'helpful')",-1.2412602,-1.4146446,-0.1733844
12,-0.39025462,-0.4227085,"('unsupportive', 'supportive')",-0.3902546,-0.4227085,-0.0324539
13,-0.5606985,-0.97540563,"('impolite', 'polite')",-0.5606985,-0.9754056,-0.4147071
14,-1.0428818,-1.3018912,"('antisocial', 'social')",-1.0428818,-1.3018912,-0.2590094
15,1.0378351,1.0412549,"('boring', 'funny')",1.0378351,1.0412549,0.0034198
16,-0.33404922,-0.28219306,"('unpopular', 'popular')",-0.3340492,-0.2821931,0.0518561
17,0.6795458,0.64769554,"('nasty', 'nice')",0.6795458,0.6476955,-0.0318503
18,0.64317197,0.8232896,"('disagreeable', 'welcoming')",0.643172,0.8232896,0.1801176
19,0.7504992,0.8344829,"('inhospitable', 'hospitable')",0.7504992,0.8344829,0.0839837
20,0.115186974,0.05542132,"('rough', 'thoughtful')",0.115187,0.0554213,-0.0597657
21,-0.6516123,-1.1055646,"('immoral', 'moral')",-0.6516123,-1.1055646,-0.4539523
22,-1.3199008,-1.4551249,"('untrustworthy', 'trustworthy')",-1.3199008,-1.4551249,-0.1352241
23,0.84415597,0.43323177,"('insincere', 'sincere')",0.844156,0.4332318,-0.4109242
24,-0.7299428,-0.7205878,"('dishonest', 'honest')",-0.7299428,-0.7205878,0.009355
25,0.66611624,0.99108684,"('egoistic', 'altruistic')",0.6661162,0.9910868,0.3249706
26,1.397924,1.5495644,"('hardhearted', 'benevolent')",1.3979239,1.5495644,0.1516405
27,-0.96199685,-0.7063712,"('hardhearted', 'softhearted')",-0.9619969,-0.7063712,0.2556257
28,-0.28023356,-0.4832278,"('disloyal', 'loyal')",-0.2802336,-0.4832278,-0.2029942
29,-1.3688042,-1.3611476,"('unfair', 'fair')",-1.3688042,-1.3611476,0.0076566
30,0.16811618,-0.043552045,"('intolerant', 'tolerant')",0.1681162,-0.043552,-0.2116682
