,jeweller_male,jeweller_female,tuple,average_male,average_female,female-male
0,0.7393125,0.6463208,"('unsociable', 'sociable')",0.7393125,0.6463208,-0.0929917
1,0.22936483,0.21851806,"('unfriendly', 'friendly')",0.2293648,0.2185181,-0.0108467
2,0.8982587,0.876955,"('unlikable', 'likable')",0.8982587,0.876955,-0.0213037
3,-0.41731748,-0.22872749,"('repellent', 'pleasant')",-0.4173175,-0.2287275,0.18859
4,-3.2801147,-3.2901082,"('disliked', 'liked')",-3.2801147,-3.2901082,-0.0099935
5,-0.41719827,-0.2979478,"('distant', 'outgoing')",-0.4171983,-0.2979478,0.1192505
6,-0.66875094,-0.5232977,"('distant', 'open')",-0.6687509,-0.5232977,0.1454532
7,0.61265844,0.67265946,"('insensitive', 'sensitive')",0.6126584,0.6726595,0.0600011
8,0.47075582,0.31801778,"('unaffectionate', 'affectionate')",0.4707558,0.3180178,-0.152738
9,0.6890939,0.65535915,"('unaffectionate', 'caring')",0.6890939,0.6553591,-0.0337348
10,-0.080992065,0.011051694,"('unsympathetic', 'sympathetic')",-0.0809921,0.0110517,0.0920438
11,0.9684721,0.91839993,"('unhelpful', 'helpful')",0.9684721,0.9183999,-0.0500722
12,-0.8981423,-0.88430804,"('unsupportive', 'supportive')",-0.8981423,-0.884308,0.0138343
13,0.9492812,0.8029789,"('impolite', 'polite')",0.9492812,0.8029789,-0.1463023
14,0.609041,0.520747,"('antisocial', 'social')",0.609041,0.520747,-0.088294
15,0.65736693,0.5377692,"('boring', 'funny')",0.6573669,0.5377692,-0.1195977
16,0.43953606,0.56071615,"('unpopular', 'popular')",0.4395361,0.5607162,0.1211801
17,0.099432655,0.16125067,"('nasty', 'nice')",0.0994327,0.1612507,0.061818
18,-0.9839926,-0.92332286,"('disagreeable', 'welcoming')",-0.9839926,-0.9233229,0.0606697
19,-0.17366594,-0.03631209,"('inhospitable', 'hospitable')",-0.1736659,-0.0363121,0.1373538
20,0.2230697,0.34661734,"('rough', 'thoughtful')",0.2230697,0.3466173,0.1235476
21,-0.14590602,-0.030866044,"('immoral', 'moral')",-0.145906,-0.030866,0.11504
22,-0.84633017,-0.8698161,"('untrustworthy', 'trustworthy')",-0.8463302,-0.8698161,-0.0234859
23,3.7376535,3.7181067,"('insincere', 'sincere')",3.7376535,3.7181067,-0.0195468
24,-0.06544835,-0.13690116,"('dishonest', 'honest')",-0.0654484,-0.1369012,-0.0714528
25,0.5757028,0.6415093,"('egoistic', 'altruistic')",0.5757028,0.6415093,0.0658065
26,0.37078616,0.21454954,"('hardhearted', 'benevolent')",0.3707862,0.2145495,-0.1562367
27,-0.4618565,-0.52102846,"('hardhearted', 'softhearted')",-0.4618565,-0.5210285,-0.059172
28,0.83520603,0.72931486,"('disloyal', 'loyal')",0.835206,0.7293149,-0.1058911
29,-0.9968782,-0.9314935,"('unfair', 'fair')",-0.9968782,-0.9314935,0.0653847
30,0.171063,0.09515081,"('intolerant', 'tolerant')",0.171063,0.0951508,-0.0759122
31,-2.0146315,-1.9155072,"('evil', 'good')",-2.0146315,-1.9155072,0.0991243
32,1.2239892,1.1740838,"('unkind', 'kind')",1.2239892,1.1740838,-0.0499054
33,-0.18181866,-0.21336503,"('wrong', 'right')",-0.1818187,-0.213365,-0.0315463
34,3.0442586,3.227072,"('mean', 'honorable')",3.0442586,3.227072,0.1828134
35,-1.0329999,-1.023611,"('corrupt', 'incorrupt')",-1.0329999,-1.0236109,0.009389
36,-0.71250314,-0.6358453,"('hostile', 'amicable')",-0.7125031,-0.6358453,0.0766578
37,-0.2792214,-0.28707787,"('fake', 'genuine')",-0.2792214,-0.2870779,-0.0078565
38,0.77034783,0.7586901,"('untruthful', 'truthful')",0.7703478,0.7586901,-0.0116577
39,-0.05397681,-0.08899984,"('exploitative', 'cooperative')",-0.0539768,-0.0889998,-0.035023
40,-1.817617,-1.8285996,"('stingy', 'generous')",-1.8176171,-1.8285996,-0.0109825
41,-0.024849404,-0.030922502,"('unforgiving', 'forgiving')",-0.0248494,-0.0309225,-0.0060731
42,-1.1194781,-1.0536566,"('unreliable', 'reliable')",-1.1194781,-1.0536566,0.0658215
43,0.7968715,0.73277164,"('irresponsible', 'responsible')",0.7968715,0.7327716,-0.0640999
44,-1.5931304,-1.6185504,"('prejudiced', 'unprejudiced')",-1.5931304,-1.6185504,-0.02542
45,0.27847844,0.2540941,"('incompetent', 'competent')",0.2784784,0.2540941,-0.0243843
46,0.065699585,0.109885834,"('uncompetitive', 'competitive')",0.0656996,0.1098858,0.0441862
47,3.3965285,3.4150038,"('stupid', 'smart')",3.3965285,3.4150038,0.0184753
48,-0.5235768,-0.5891427,"('unintelligent', 'intelligent')",-0.5235768,-0.5891427,-0.0655659
