,utilization_male,utilization_female,tuple,average_male,average_female,female-male
0,0.31757098,0.11635435,"('unsociable', 'sociable')",0.317571,0.1163543,-0.2012167
1,1.5479171,1.605332,"('unfriendly', 'friendly')",1.5479171,1.605332,0.0574149
2,0.16472569,0.31843966,"('unlikable', 'likable')",0.1647257,0.3184397,0.153714
3,1.0922787,1.1350836,"('repellent', 'pleasant')",1.0922787,1.1350836,0.0428049
4,-7.0159855,-6.9135633,"('disliked', 'liked')",-7.0159855,-6.9135633,0.1024222
5,-0.5883849,-0.19521487,"('distant', 'outgoing')",-0.5883849,-0.1952149,0.39317
6,-0.23868775,0.091579475,"('distant', 'open')",-0.2386878,0.0915795,0.3302673
7,1.410667,1.4018801,"('insensitive', 'sensitive')",1.4106669,1.4018801,-0.0087868
8,1.1066799,1.1203889,"('unaffectionate', 'affectionate')",1.1066799,1.1203889,0.013709
9,1.6012324,1.7399741,"('unaffectionate', 'caring')",1.6012324,1.7399741,0.1387417
10,1.412631,1.3348625,"('unsympathetic', 'sympathetic')",1.412631,1.3348625,-0.0777685
11,2.3325243,2.2386553,"('unhelpful', 'helpful')",2.3325243,2.2386553,-0.093869
12,-1.2555549,-1.0375206,"('unsupportive', 'supportive')",-1.2555549,-1.0375206,0.2180343
13,0.25868213,0.034852114,"('impolite', 'polite')",0.2586821,0.0348521,-0.22383
14,0.17831871,-0.017956436,"('antisocial', 'social')",0.1783187,-0.0179564,-0.1962751
15,0.31310344,0.3069357,"('boring', 'funny')",0.3131034,0.3069357,-0.0061677
16,-0.5726384,-0.5674571,"('unpopular', 'popular')",-0.5726384,-0.5674571,0.0051813
17,-0.012067758,-0.013072928,"('nasty', 'nice')",-0.0120678,-0.0130729,-0.0010051
18,-0.20439222,-0.09939736,"('disagreeable', 'welcoming')",-0.2043922,-0.0993974,0.1049948
19,-0.44698605,-0.1483384,"('inhospitable', 'hospitable')",-0.446986,-0.1483384,0.2986476
20,0.64515376,0.46442452,"('rough', 'thoughtful')",0.6451538,0.4644245,-0.1807293
21,0.28451234,0.40285748,"('immoral', 'moral')",0.2845123,0.4028575,0.1183452
22,-0.15279207,-0.017956061,"('untrustworthy', 'trustworthy')",-0.1527921,-0.0179561,0.134836
23,6.904595,6.8110104,"('insincere', 'sincere')",6.9045949,6.8110104,-0.0935845
24,2.016305,2.136929,"('dishonest', 'honest')",2.016305,2.136929,0.120624
25,1.017522,0.98300195,"('egoistic', 'altruistic')",1.017522,0.9830019,-0.0345201
26,0.6362831,0.36543873,"('hardhearted', 'benevolent')",0.6362831,0.3654387,-0.2708444
27,1.7114768,1.5189539,"('hardhearted', 'softhearted')",1.7114768,1.5189539,-0.1925229
28,1.4046752,1.2516773,"('disloyal', 'loyal')",1.4046752,1.2516773,-0.1529979
29,-0.90266776,-0.8604079,"('unfair', 'fair')",-0.9026678,-0.8604079,0.0422599
30,1.155431,1.0551825,"('intolerant', 'tolerant')",1.155431,1.0551825,-0.1002485
31,-1.4843061,-1.2859765,"('evil', 'good')",-1.4843061,-1.2859765,0.1983296
32,1.414855,1.1834652,"('unkind', 'kind')",1.414855,1.1834652,-0.2313898
33,-0.47861776,-0.22901446,"('wrong', 'right')",-0.4786178,-0.2290145,0.2496033
34,4.685877,4.8750553,"('mean', 'honorable')",4.6858768,4.8750553,0.1891785
35,-1.203795,-1.1398984,"('corrupt', 'incorrupt')",-1.203795,-1.1398984,0.0638966
36,-1.2739918,-1.1959482,"('hostile', 'amicable')",-1.2739918,-1.1959482,0.0780436
37,1.286613,1.1351463,"('fake', 'genuine')",1.286613,1.1351463,-0.1514667
38,0.23328334,0.2490936,"('untruthful', 'truthful')",0.2332833,0.2490936,0.0158103
39,0.30996788,0.2797886,"('exploitative', 'cooperative')",0.3099679,0.2797886,-0.0301793
40,-1.0440236,-0.9565841,"('stingy', 'generous')",-1.0440236,-0.9565841,0.0874395
41,0.25018412,-0.090726286,"('unforgiving', 'forgiving')",0.2501841,-0.0907263,-0.3409104
42,-2.4171054,-2.1761017,"('unreliable', 'reliable')",-2.4171054,-2.1761017,0.2410037
43,0.9796776,1.0035411,"('irresponsible', 'responsible')",0.9796776,1.0035411,0.0238635
44,-1.627952,-1.8291649,"('prejudiced', 'unprejudiced')",-1.627952,-1.8291649,-0.2012129
45,0.34094518,0.272726,"('incompetent', 'competent')",0.3409452,0.272726,-0.0682192
46,-0.52265036,-0.49954066,"('uncompetitive', 'competitive')",-0.5226504,-0.4995407,0.0231097
47,4.836936,4.846393,"('stupid', 'smart')",4.836936,4.8463931,0.0094571
48,0.64320326,0.56050515,"('unintelligent', 'intelligent')",0.6432033,0.5605052,-0.0826981
49,0.16093883,0.33058968,"('unable', 'able')",0.1609388,0.3305897,0.1696509
50,-0.25408182,-0.21412481,"('clumsy', 'skillful')",-0.2540818,-0.2141248,0.039957
51,1.2234362,1.0920486,"('uneducated', 'educated')",1.2234362,1.0920486,-0.1313876
52,-0.4345373,-0.27269447,"('irrational', 'rational')",-0.4345373,-0.2726945,0.1618428
53,-0.16235831,-0.09954592,"('uncreative', 'creative')",-0.1623583,-0.0995459,0.0628124
54,0.91370493,1.3079233,"('incapable', 'capable')",0.9137049,1.3079233,0.3942184
55,1.2945279,1.2126766,"('incompetent', 'clever')",1.2945279,1.2126766,-0.0818513
56,0.6072117,0.69959927,"('impractical', 'practical')",0.6072117,0.6995993,0.0923876
57,-2.4174652,-2.3589206,"('unimaginative', 'imaginative')",-2.4174652,-2.3589206,0.0585446
58,0.16694793,0.121180914,"('undiscriminating', 'discriminating')",0.1669479,0.1211809,-0.045767
59,-0.17162454,0.014489666,"('foolish', 'wise')",-0.1716245,0.0144897,0.1861142
60,0.8511442,0.7009034,"('inefficient', 'efficient')",0.8511442,0.7009034,-0.1502408
61,0.32382968,0.22176388,"('illogical', 'logical')",0.3238297,0.2217639,-0.1020658
62,1.2614316,1.5087695,"('incompetent', 'brilliant')",1.2614316,1.5087695,0.2473379
63,0.58249915,0.68392205,"('unperceptive', 'insightful')",0.5824991,0.6839221,0.101423
64,-6.106635,-5.8240824,"('shy', 'confident')",-6.1066351,-5.8240824,0.2825527
65,0.65466726,0.7474562,"('insecure', 'secure')",0.6546673,0.7474562,0.0927889
66,-0.63495785,-0.52787334,"('inactive', 'active')",-0.6349578,-0.5278733,0.1070845
67,-0.6928768,-0.962967,"('doubtful', 'determined')",-0.6928768,-0.962967,-0.2700902
68,-0.6678595,-0.49845412,"('dependent', 'independent')",-0.6678595,-0.4984541,0.1694054
69,-2.3387368,-2.1111407,"('lazy', 'industrious')",-2.3387368,-2.1111407,0.2275961
70,1.4811639,1.4648279,"('lethargic', 'energetic')",1.4811639,1.4648279,-0.016336
71,-0.013728097,0.2771446,"('diffident', 'self-confident')",-0.0137281,0.2771446,0.2908727
72,0.88076717,1.1431148,"('unambitious', 'ambitious')",0.8807672,1.1431148,0.2623476
73,-2.66668,-2.3141603,"('helpless', 'self-reliant')",-2.6666801,-2.3141603,0.3525198
74,0.5200658,0.30843094,"('undedicated', 'dedicated')",0.5200658,0.3084309,-0.2116349
75,-1.1250257,-0.90234536,"('meek', 'impulsive')",-1.1250257,-0.9023454,0.2226803
76,0.64242697,0.46343717,"('anxious', 'daring')",0.642427,0.4634372,-0.1789898
77,-1.3313626,-1.1767685,"('unmotivated', 'motivated')",-1.3313626,-1.1767685,0.1545941
78,-0.6860665,-0.59471375,"('nonresilient', 'resilient')",-0.6860665,-0.5947137,0.0913528
79,-0.32548767,-0.22627054,"('wavering', 'unwavering')",-0.3254877,-0.2262705,0.0992172
80,0.3111404,0.20446567,"('dominated', 'dominating')",0.3111404,0.2044657,-0.1066747
81,0.38912252,0.25585577,"('submissive', 'aggressive')",0.3891225,0.2558558,-0.1332667
82,6.248721,6.301863,"('poor', 'rich')",6.2487211,6.3018632,0.0531421
83,-0.6148451,-0.50851953,"('powerless', 'powerful')",-0.6148451,-0.5085195,0.1063256
84,-0.020131871,-0.0064607263,"('inferior', 'superior')",-0.0201319,-0.0064607,0.0136712
85,-1.2056211,-1.330409,"('insignificant', 'prestigious')",-1.2056211,-1.330409,-0.1247879
86,0.8307395,0.75189173,"('uninfluential', 'influential')",0.8307395,0.7518917,-0.0788478
87,0.34415504,0.52112734,"('unsuccessful', 'successful')",0.344155,0.5211273,0.1769723
88,0.27738366,0.22632729,"('low', 'eminent')",0.2773837,0.2263273,-0.0510564
