,deep_male,deep_female,tuple,average_male,average_female,female-male
0,-0.43874246,-0.50516135,"('unsociable', 'sociable')",-0.4387425,-0.5051613,-0.0664188
1,1.7897062,1.6938516,"('unfriendly', 'friendly')",1.7897062,1.6938516,-0.0958546
2,0.105900295,0.15178645,"('unlikable', 'likable')",0.1059003,0.1517864,0.0458861
3,0.5981694,0.70694077,"('repellent', 'pleasant')",0.5981694,0.7069408,0.1087714
4,-6.7002497,-6.9164076,"('disliked', 'liked')",-6.7002497,-6.9164076,-0.2161579
5,-0.014246564,-0.025729986,"('distant', 'outgoing')",-0.0142466,-0.02573,-0.0114834
6,0.60527194,0.5345667,"('distant', 'open')",0.6052719,0.5345667,-0.0707052
7,0.9139354,0.9466273,"('insensitive', 'sensitive')",0.9139354,0.9466273,0.0326919
8,1.6981239,1.5500406,"('unaffectionate', 'affectionate')",1.6981239,1.5500406,-0.1480833
9,1.9159257,1.8602916,"('unaffectionate', 'caring')",1.9159257,1.8602916,-0.0556341
10,0.6082508,0.6105732,"('unsympathetic', 'sympathetic')",0.6082508,0.6105732,0.0023224
11,1.4088458,1.3766071,"('unhelpful', 'helpful')",1.4088458,1.3766071,-0.0322387
12,-1.5995911,-1.6817551,"('unsupportive', 'supportive')",-1.5995911,-1.6817551,-0.082164
13,-0.7811342,-0.7633792,"('impolite', 'polite')",-0.7811342,-0.7633792,0.017755
14,-0.15409094,-0.1665542,"('antisocial', 'social')",-0.1540909,-0.1665542,-0.0124633
15,0.63241524,0.46409112,"('boring', 'funny')",0.6324152,0.4640911,-0.1683241
16,-0.10169439,-0.09135195,"('unpopular', 'popular')",-0.1016944,-0.0913519,0.0103425
17,-0.22646199,-0.18959272,"('nasty', 'nice')",-0.226462,-0.1895927,0.0368693
18,-0.017517764,-0.124521926,"('disagreeable', 'welcoming')",-0.0175178,-0.1245219,-0.1070041
19,-0.28644657,-0.38977492,"('inhospitable', 'hospitable')",-0.2864466,-0.3897749,-0.1033283
20,0.82015586,0.80802345,"('rough', 'thoughtful')",0.8201559,0.8080235,-0.0121324
21,-0.601483,-0.5765871,"('immoral', 'moral')",-0.601483,-0.5765871,0.0248959
22,-0.7590686,-0.78522485,"('untrustworthy', 'trustworthy')",-0.7590686,-0.7852249,-0.0261563
23,6.2952623,6.3273373,"('insincere', 'sincere')",6.2952623,6.3273373,0.032075
24,1.4309926,1.3121443,"('dishonest', 'honest')",1.4309926,1.3121443,-0.1188483
25,1.2786629,1.1810011,"('egoistic', 'altruistic')",1.2786629,1.1810011,-0.0976618
26,0.8620337,0.7896732,"('hardhearted', 'benevolent')",0.8620337,0.7896732,-0.0723605
27,1.5973295,1.4514456,"('hardhearted', 'softhearted')",1.5973295,1.4514456,-0.1458839
28,1.0405369,0.97547424,"('disloyal', 'loyal')",1.0405369,0.9754742,-0.0650627
29,-0.38280404,-0.4863433,"('unfair', 'fair')",-0.382804,-0.4863433,-0.1035393
30,0.85873353,0.7695262,"('intolerant', 'tolerant')",0.8587335,0.7695262,-0.0892073
31,-0.62111664,-0.61791265,"('evil', 'good')",-0.6211166,-0.6179127,0.0032039
32,0.9269408,0.84860986,"('unkind', 'kind')",0.9269408,0.8486099,-0.0783309
33,-0.16197874,-0.23563778,"('wrong', 'right')",-0.1619787,-0.2356378,-0.0736591
34,4.6365147,4.764746,"('mean', 'honorable')",4.6365147,4.7647462,0.1282315
35,-0.140809,-0.40466756,"('corrupt', 'incorrupt')",-0.140809,-0.4046676,-0.2638586
36,0.11083594,-0.039835345,"('hostile', 'amicable')",0.1108359,-0.0398353,-0.1506712
37,1.1540289,1.0924288,"('fake', 'genuine')",1.1540289,1.0924288,-0.0616001
38,0.041126274,-0.035214417,"('untruthful', 'truthful')",0.0411263,-0.0352144,-0.0763407
39,0.36743736,0.35186297,"('exploitative', 'cooperative')",0.3674374,0.351863,-0.0155744
40,-1.1443839,-1.3120968,"('stingy', 'generous')",-1.1443839,-1.3120968,-0.1677129
41,-0.10116033,-0.17013666,"('unforgiving', 'forgiving')",-0.1011603,-0.1701367,-0.0689764
42,-2.3434618,-2.485879,"('unreliable', 'reliable')",-2.3434618,-2.4858789,-0.1424171
43,0.48803622,0.5005231,"('irresponsible', 'responsible')",0.4880362,0.5005231,0.0124869
44,-1.0899072,-1.0505623,"('prejudiced', 'unprejudiced')",-1.0899072,-1.0505623,0.0393449
45,-0.38095507,-0.38037822,"('incompetent', 'competent')",-0.3809551,-0.3803782,0.0005769
46,-1.2236612,-1.2444216,"('uncompetitive', 'competitive')",-1.2236612,-1.2444216,-0.0207604
47,4.843759,5.0905094,"('stupid', 'smart')",4.8437591,5.0905094,0.2467503
48,0.4252139,0.3432873,"('unintelligent', 'intelligent')",0.4252139,0.3432873,-0.0819266
49,0.21231717,0.24800205,"('unable', 'able')",0.2123172,0.2480021,0.0356849
50,-0.12190652,-0.22617112,"('clumsy', 'skillful')",-0.1219065,-0.2261711,-0.1042646
51,0.5458431,0.46428746,"('uneducated', 'educated')",0.5458431,0.4642875,-0.0815556
52,0.104482874,-0.0093749175,"('irrational', 'rational')",0.1044829,-0.0093749,-0.1138578
53,0.2809458,0.19042292,"('uncreative', 'creative')",0.2809458,0.1904229,-0.0905229
54,1.4049925,1.4124401,"('incapable', 'capable')",1.4049925,1.4124401,0.0074476
55,0.34052938,0.40315413,"('incompetent', 'clever')",0.3405294,0.4031541,0.0626247
56,0.13868204,0.06373006,"('impractical', 'practical')",0.138682,0.0637301,-0.0749519
57,-2.7339168,-2.7297587,"('unimaginative', 'imaginative')",-2.7339168,-2.7297587,0.0041581
58,0.19052325,0.15558386,"('undiscriminating', 'discriminating')",0.1905233,0.1555839,-0.0349394
59,0.47833708,0.42604715,"('foolish', 'wise')",0.4783371,0.4260471,-0.05229
60,-0.24329484,-0.13752112,"('inefficient', 'efficient')",-0.2432948,-0.1375211,0.1057737
61,0.21433592,0.042596087,"('illogical', 'logical')",0.2143359,0.0425961,-0.1717398
62,0.18461643,0.24037105,"('incompetent', 'brilliant')",0.1846164,0.240371,0.0557546
63,-0.12035835,-0.12293705,"('unperceptive', 'insightful')",-0.1203583,-0.1229371,-0.0025788
