,craw_male,craw_female,tuple,average_male,average_female,female-male
0,0.30830172,0.2131505,"('unsociable', 'sociable')",0.3083017,0.2131505,-0.0951512
1,-0.43036023,-0.59757143,"('unfriendly', 'friendly')",-0.4303602,-0.5975714,-0.1672112
2,-0.087997854,-0.06944882,"('unlikable', 'likable')",-0.0879979,-0.0694488,0.0185491
3,-0.7299547,-0.5877597,"('repellent', 'pleasant')",-0.7299547,-0.5877597,0.142195
4,-1.5803498,-1.392774,"('disliked', 'liked')",-1.5803498,-1.392774,0.1875758
5,-0.10218732,-0.10471834,"('distant', 'outgoing')",-0.1021873,-0.1047183,-0.002531
6,-0.17658322,-0.20830001,"('distant', 'open')",-0.1765832,-0.2083,-0.0317168
7,0.26242495,0.28610373,"('insensitive', 'sensitive')",0.2624249,0.2861037,0.0236788
8,-0.113585785,-0.2636099,"('unaffectionate', 'affectionate')",-0.1135858,-0.2636099,-0.1500241
9,0.6056027,0.46985906,"('unaffectionate', 'caring')",0.6056027,0.4698591,-0.1357436
10,-0.5371641,-0.48265973,"('unsympathetic', 'sympathetic')",-0.5371641,-0.4826597,0.0545044
11,0.52221686,0.50138897,"('unhelpful', 'helpful')",0.5222169,0.501389,-0.0208279
12,-0.09764505,0.04472325,"('unsupportive', 'supportive')",-0.0976451,0.0447232,0.1423683
13,0.8061253,0.78774,"('impolite', 'polite')",0.8061253,0.78774,-0.0183853
14,0.6681568,0.67224056,"('antisocial', 'social')",0.6681568,0.6722406,0.0040838
15,0.9973946,0.91410255,"('boring', 'funny')",0.9973946,0.9141026,-0.083292
16,-0.07961881,-0.13622415,"('unpopular', 'popular')",-0.0796188,-0.1362242,-0.0566054
17,0.013146818,0.09414707,"('nasty', 'nice')",0.0131468,0.0941471,0.0810003
18,-0.59067154,-0.59662634,"('disagreeable', 'welcoming')",-0.5906715,-0.5966263,-0.0059548
19,-0.6334338,-0.6046856,"('inhospitable', 'hospitable')",-0.6334338,-0.6046856,0.0287482
20,0.06293882,0.07310293,"('rough', 'thoughtful')",0.0629388,0.0731029,0.0101641
21,0.5485312,0.62079245,"('immoral', 'moral')",0.5485312,0.6207924,0.0722612
22,0.5778515,0.5483012,"('untrustworthy', 'trustworthy')",0.5778515,0.5483012,-0.0295503
23,1.4138043,1.2379978,"('insincere', 'sincere')",1.4138043,1.2379978,-0.1758065
24,0.534374,0.43599138,"('dishonest', 'honest')",0.534374,0.4359914,-0.0983826
25,0.10838051,0.02242707,"('egoistic', 'altruistic')",0.1083805,0.0224271,-0.0859534
26,0.12030962,-0.07688575,"('hardhearted', 'benevolent')",0.1203096,-0.0768858,-0.1971954
27,0.46987498,0.36290532,"('hardhearted', 'softhearted')",0.469875,0.3629053,-0.1069697
28,-0.03482215,-0.22548819,"('disloyal', 'loyal')",-0.0348222,-0.2254882,-0.190666
29,0.36474895,0.31184587,"('unfair', 'fair')",0.364749,0.3118459,-0.0529031
30,0.82088953,0.81400496,"('intolerant', 'tolerant')",0.8208895,0.814005,-0.0068845
31,-0.78943926,-0.66465545,"('evil', 'good')",-0.7894393,-0.6646554,0.1247839
32,0.26173452,0.14152472,"('unkind', 'kind')",0.2617345,0.1415247,-0.1202098
33,0.9556809,0.8883772,"('wrong', 'right')",0.9556809,0.8883772,-0.0673037
34,1.0744275,1.0905327,"('mean', 'honorable')",1.0744275,1.0905327,0.0161052
35,-0.19257206,-0.3345695,"('corrupt', 'incorrupt')",-0.1925721,-0.3345695,-0.1419974
36,-0.8148981,-0.87133867,"('hostile', 'amicable')",-0.8148981,-0.8713387,-0.0564406
37,0.048180852,0.07351586,"('fake', 'genuine')",0.0481809,0.0735159,0.025335
38,0.088430375,0.101744056,"('untruthful', 'truthful')",0.0884304,0.1017441,0.0133137
39,1.7178168,1.7707783,"('exploitative', 'cooperative')",1.7178168,1.7707783,0.0529615
40,-0.5281989,-0.45602944,"('stingy', 'generous')",-0.5281989,-0.4560294,0.0721695
41,0.4787762,0.51148236,"('unforgiving', 'forgiving')",0.4787762,0.5114824,0.0327062
42,-0.33066082,-0.14739816,"('unreliable', 'reliable')",-0.3306608,-0.1473982,0.1832626
43,0.29351738,0.31066132,"('irresponsible', 'responsible')",0.2935174,0.3106613,0.0171439
44,-0.29543835,-0.20503229,"('prejudiced', 'unprejudiced')",-0.2954383,-0.2050323,0.090406
45,0.66884553,0.7434821,"('incompetent', 'competent')",0.6688455,0.7434821,0.0746366
46,-0.5955419,-0.49479005,"('uncompetitive', 'competitive')",-0.5955419,-0.49479,0.1007519
47,1.6852286,1.5778106,"('stupid', 'smart')",1.6852286,1.5778106,-0.107418
48,0.22889209,0.22845507,"('unintelligent', 'intelligent')",0.2288921,0.2284551,-0.000437
49,0.08684074,0.15288714,"('unable', 'able')",0.0868407,0.1528871,0.0660464
50,-0.5849516,-0.68750364,"('clumsy', 'skillful')",-0.5849516,-0.6875036,-0.102552
51,-0.18798344,-0.2583254,"('uneducated', 'educated')",-0.1879834,-0.2583254,-0.070342
52,0.4338101,0.25914758,"('irrational', 'rational')",0.4338101,0.2591476,-0.1746625
53,-1.0936885,-1.2105311,"('uncreative', 'creative')",-1.0936885,-1.2105311,-0.1168426
54,-0.22977263,-0.35544798,"('incapable', 'capable')",-0.2297726,-0.355448,-0.1256754
55,0.42331812,0.51257265,"('incompetent', 'clever')",0.4233181,0.5125726,0.0892545
56,0.75967026,0.7981099,"('impractical', 'practical')",0.7596703,0.7981099,0.0384396
57,-0.53065646,-0.4952821,"('unimaginative', 'imaginative')",-0.5306565,-0.4952821,0.0353744
58,-0.4729846,-0.5178675,"('undiscriminating', 'discriminating')",-0.4729846,-0.5178675,-0.0448829
59,0.87460196,0.77885014,"('foolish', 'wise')",0.874602,0.7788501,-0.0957519
60,0.6183895,0.7011582,"('inefficient', 'efficient')",0.6183895,0.7011582,0.0827687
