,shaker_male,shaker_female,tuple,average_male,average_female,female-male
0,0.2649076,0.18926746,"('unsociable', 'sociable')",0.2649076,0.1892675,-0.0756401
1,-0.34799105,-0.2994585,"('unfriendly', 'friendly')",-0.347991,-0.2994585,0.0485325
2,0.29876477,0.2759324,"('unlikable', 'likable')",0.2987648,0.2759324,-0.0228324
3,-0.06366576,0.078701645,"('repellent', 'pleasant')",-0.0636658,0.0787016,0.1423674
4,-2.3593817,-2.4841313,"('disliked', 'liked')",-2.3593817,-2.4841313,-0.1247496
5,-0.85485774,-0.77829045,"('distant', 'outgoing')",-0.8548577,-0.7782905,0.0765672
6,-1.2495985,-1.1657633,"('distant', 'open')",-1.2495985,-1.1657633,0.0838352
7,1.2657539,1.3998239,"('insensitive', 'sensitive')",1.2657539,1.3998239,0.13407
8,-0.5248997,-0.62730306,"('unaffectionate', 'affectionate')",-0.5248997,-0.6273031,-0.1024034
9,0.2942237,0.20466094,"('unaffectionate', 'caring')",0.2942237,0.2046609,-0.0895628
10,0.29241973,0.17236473,"('unsympathetic', 'sympathetic')",0.2924197,0.1723647,-0.120055
11,1.4209878,1.4184204,"('unhelpful', 'helpful')",1.4209878,1.4184204,-0.0025674
12,0.04916601,-0.040461555,"('unsupportive', 'supportive')",0.049166,-0.0404616,-0.0896276
13,0.9561864,0.7921237,"('impolite', 'polite')",0.9561864,0.7921237,-0.1640627
14,0.80042624,0.8655228,"('antisocial', 'social')",0.8004262,0.8655228,0.0650966
15,0.29808024,0.16251923,"('boring', 'funny')",0.2980802,0.1625192,-0.135561
16,-1.2476972,-1.2006688,"('unpopular', 'popular')",-1.2476972,-1.2006688,0.0470284
17,-0.085919686,0.022326035,"('nasty', 'nice')",-0.0859197,0.022326,0.1082457
18,-0.4767117,-0.5287048,"('disagreeable', 'welcoming')",-0.4767117,-0.5287048,-0.0519931
19,-1.0154947,-0.9879235,"('inhospitable', 'hospitable')",-1.0154947,-0.9879235,0.0275712
20,-0.18902422,-0.13367741,"('rough', 'thoughtful')",-0.1890242,-0.1336774,0.0553468
21,0.7878483,0.80962235,"('immoral', 'moral')",0.7878483,0.8096223,0.021774
22,0.517183,0.51527536,"('untrustworthy', 'trustworthy')",0.517183,0.5152754,-0.0019076
23,3.075981,3.11783,"('insincere', 'sincere')",3.0759809,3.11783,0.0418491
24,0.5177234,0.56782687,"('dishonest', 'honest')",0.5177234,0.5678269,0.0501035
25,0.22668329,0.24416769,"('egoistic', 'altruistic')",0.2266833,0.2441677,0.0174844
26,0.41141033,0.24595055,"('hardhearted', 'benevolent')",0.4114103,0.2459505,-0.1654598
27,0.79445684,0.7593278,"('hardhearted', 'softhearted')",0.7944568,0.7593278,-0.035129
28,-0.5857593,-0.59994495,"('disloyal', 'loyal')",-0.5857593,-0.5999449,-0.0141856
29,-0.13427256,-0.10128933,"('unfair', 'fair')",-0.1342726,-0.1012893,0.0329833
30,0.67291695,0.67528474,"('intolerant', 'tolerant')",0.6729169,0.6752847,0.0023678
31,-1.5818493,-1.4776137,"('evil', 'good')",-1.5818493,-1.4776137,0.1042356
32,1.0514147,0.8418309,"('unkind', 'kind')",1.0514147,0.8418309,-0.2095838
33,0.48586968,0.39991915,"('wrong', 'right')",0.4858697,0.3999192,-0.0859505
34,1.2172151,1.5677788,"('mean', 'honorable')",1.2172151,1.5677788,0.3505637
35,-0.9210357,-0.9531251,"('corrupt', 'incorrupt')",-0.9210357,-0.9531251,-0.0320894
36,-1.5812259,-1.5701005,"('hostile', 'amicable')",-1.5812259,-1.5701005,0.0111254
37,0.18089193,0.16449158,"('fake', 'genuine')",0.1808919,0.1644916,-0.0164003
38,0.8314788,0.8216339,"('untruthful', 'truthful')",0.8314788,0.8216339,-0.0098449
39,0.47666663,0.5415123,"('exploitative', 'cooperative')",0.4766666,0.5415123,0.0648457
40,-1.4104748,-1.4224643,"('stingy', 'generous')",-1.4104748,-1.4224643,-0.0119895
41,0.43851668,0.4027665,"('unforgiving', 'forgiving')",0.4385167,0.4027665,-0.0357502
42,-0.9003873,-0.98815495,"('unreliable', 'reliable')",-0.9003873,-0.9881549,-0.0877676
43,0.6747798,0.56186336,"('irresponsible', 'responsible')",0.6747798,0.5618634,-0.1129164
44,-0.52420694,-0.60497934,"('prejudiced', 'unprejudiced')",-0.5242069,-0.6049793,-0.0807724
45,0.3872829,0.44752792,"('incompetent', 'competent')",0.3872829,0.4475279,0.060245
46,-0.052760787,-0.09423736,"('uncompetitive', 'competitive')",-0.0527608,-0.0942374,-0.0414766
47,1.9715585,2.1695662,"('stupid', 'smart')",1.9715585,2.1695662,0.1980077
48,-0.37173256,-0.4547339,"('unintelligent', 'intelligent')",-0.3717326,-0.4547339,-0.0830013
49,-0.4944223,-0.39639837,"('unable', 'able')",-0.4944223,-0.3963984,0.0980239
50,-0.3661435,-0.5050615,"('clumsy', 'skillful')",-0.3661435,-0.5050615,-0.138918
51,0.9800695,0.7920898,"('uneducated', 'educated')",0.9800695,0.7920898,-0.1879797
52,-0.76551145,-0.7843735,"('irrational', 'rational')",-0.7655115,-0.7843735,-0.018862
53,-1.1743721,-1.204846,"('uncreative', 'creative')",-1.1743721,-1.204846,-0.0304739
54,0.47626236,0.36771262,"('incapable', 'capable')",0.4762624,0.3677126,-0.1085498
55,0.69876665,0.7149822,"('incompetent', 'clever')",0.6987666,0.7149822,0.0162156
56,1.0874693,1.1438533,"('impractical', 'practical')",1.0874693,1.1438533,0.056384
57,-1.4605889,-1.6122236,"('unimaginative', 'imaginative')",-1.4605889,-1.6122236,-0.1516347
58,0.40910378,0.49572712,"('undiscriminating', 'discriminating')",0.4091038,0.4957271,0.0866233
59,0.15952401,0.17462216,"('foolish', 'wise')",0.159524,0.1746222,0.0150982
60,0.8388808,0.8673155,"('inefficient', 'efficient')",0.8388808,0.8673155,0.0284347
61,0.15504012,0.059501216,"('illogical', 'logical')",0.1550401,0.0595012,-0.0955389
62,0.96900105,1.036742,"('incompetent', 'brilliant')",0.9690011,1.036742,0.0677409
63,1.0966437,0.9725509,"('unperceptive', 'insightful')",1.0966437,0.9725509,-0.1240928
64,-2.0515542,-2.2453578,"('shy', 'confident')",-2.0515542,-2.2453578,-0.1938036
65,0.14522782,0.19276734,"('insecure', 'secure')",0.1452278,0.1927673,0.0475395
66,-1.5990825,-1.6822011,"('inactive', 'active')",-1.5990825,-1.6822011,-0.0831186
67,0.58248365,0.51511014,"('doubtful', 'determined')",0.5824836,0.5151101,-0.0673735
68,-0.17403287,-0.2008867,"('dependent', 'independent')",-0.1740329,-0.2008867,-0.0268538
69,-1.3491117,-1.3005522,"('lazy', 'industrious')",-1.3491117,-1.3005522,0.0485595
70,0.43013924,0.34560364,"('lethargic', 'energetic')",0.4301392,0.3456036,-0.0845356
71,0.8420872,0.849796,"('diffident', 'self-confident')",0.8420872,0.849796,0.0077088
72,0.20819554,0.24984299,"('unambitious', 'ambitious')",0.2081955,0.249843,0.0416475
73,-1.0740495,-1.0908287,"('helpless', 'self-reliant')",-1.0740495,-1.0908287,-0.0167792
74,0.1944626,0.044709463,"('undedicated', 'dedicated')",0.1944626,0.0447095,-0.1497531
75,-1.4203272,-1.4039608,"('meek', 'impulsive')",-1.4203272,-1.4039608,0.0163664
76,0.0020912588,-0.14971018,"('anxious', 'daring')",0.0020913,-0.1497102,-0.1518015
77,-0.8671621,-0.7996811,"('unmotivated', 'motivated')",-0.8671621,-0.7996811,0.067481
78,-0.27978212,-0.3374792,"('nonresilient', 'resilient')",-0.2797821,-0.3374792,-0.0576971
79,-1.809892,-1.9378694,"('wavering', 'unwavering')",-1.8098921,-1.9378694,-0.1279773
80,0.80030155,0.77387536,"('dominated', 'dominating')",0.8003016,0.7738754,-0.0264262
81,0.37899157,0.28768682,"('submissive', 'aggressive')",0.3789916,0.2876868,-0.0913048
82,1.4807442,1.7222645,"('poor', 'rich')",1.4807442,1.7222645,0.2415203
83,-0.7574942,-0.76946265,"('powerless', 'powerful')",-0.7574942,-0.7694626,-0.0119684
84,-0.25643778,-0.21397713,"('inferior', 'superior')",-0.2564378,-0.2139771,0.0424607
85,-1.3093172,-1.3546165,"('insignificant', 'prestigious')",-1.3093172,-1.3546165,-0.0452993
86,0.11378957,-0.12462307,"('uninfluential', 'influential')",0.1137896,-0.1246231,-0.2384127
87,0.45672697,0.49017125,"('unsuccessful', 'successful')",0.456727,0.4901713,0.0334443
88,-0.42221627,-0.54718775,"('low', 'eminent')",-0.4222163,-0.5471877,-0.1249714
