,graft_male,graft_female,tuple,average_male,average_female,female-male
0,-0.1751861,-0.5108854,"('unsociable', 'sociable')",-0.1751861,-0.5108854,-0.3356993
1,-1.3410064,-1.4590898,"('unfriendly', 'friendly')",-1.3410064,-1.4590898,-0.1180834
2,-0.022795562,-0.020228492,"('unlikable', 'likable')",-0.0227956,-0.0202285,0.0025671
3,-0.50752383,-0.38948885,"('repellent', 'pleasant')",-0.5075238,-0.3894888,0.118035
4,-2.6026282,-2.370447,"('disliked', 'liked')",-2.6026282,-2.3704469,0.2321813
5,-2.112852,-1.9575918,"('distant', 'outgoing')",-2.1128521,-1.9575918,0.1552603
6,-2.312456,-2.1574237,"('distant', 'open')",-2.3124559,-2.1574237,0.1550322
7,-0.092325695,-0.15027194,"('insensitive', 'sensitive')",-0.0923257,-0.1502719,-0.0579462
8,-0.921739,-0.9334904,"('unaffectionate', 'affectionate')",-0.921739,-0.9334904,-0.0117514
9,-0.8497559,-0.86582536,"('unaffectionate', 'caring')",-0.8497559,-0.8658254,-0.0160695
10,0.37029785,0.105645664,"('unsympathetic', 'sympathetic')",0.3702978,0.1056457,-0.2646521
11,0.7307179,0.5574495,"('unhelpful', 'helpful')",0.7307179,0.5574495,-0.1732684
12,-1.1553214,-1.1145824,"('unsupportive', 'supportive')",-1.1553214,-1.1145824,0.040739
13,0.22073244,-0.16126838,"('impolite', 'polite')",0.2207324,-0.1612684,-0.3820008
14,0.59162205,0.40132383,"('antisocial', 'social')",0.5916221,0.4013238,-0.1902983
15,0.12512782,-0.027618598,"('boring', 'funny')",0.1251278,-0.0276186,-0.1527464
16,-0.71112645,-0.6738911,"('unpopular', 'popular')",-0.7111264,-0.6738911,0.0372353
17,-0.20167495,-0.1259491,"('nasty', 'nice')",-0.201675,-0.1259491,0.0757259
18,-0.9524059,-1.0349011,"('disagreeable', 'welcoming')",-0.9524059,-1.0349011,-0.0824952
19,-1.6696795,-1.6711079,"('inhospitable', 'hospitable')",-1.6696795,-1.6711079,-0.0014284
20,0.5368186,0.4951753,"('rough', 'thoughtful')",0.5368186,0.4951753,-0.0416433
21,0.7689321,0.5266795,"('immoral', 'moral')",0.7689321,0.5266795,-0.2422526
22,-0.05950041,-0.20070119,"('untrustworthy', 'trustworthy')",-0.0595004,-0.2007012,-0.1412008
23,2.0759284,1.798245,"('insincere', 'sincere')",2.0759284,1.798245,-0.2776834
24,-0.21787456,-0.46396938,"('dishonest', 'honest')",-0.2178746,-0.4639694,-0.2460948
25,-0.13637449,-0.111439124,"('egoistic', 'altruistic')",-0.1363745,-0.1114391,0.0249354
26,0.050962683,-0.10647702,"('hardhearted', 'benevolent')",0.0509627,-0.106477,-0.1574397
27,-0.30472133,-0.32892793,"('hardhearted', 'softhearted')",-0.3047213,-0.3289279,-0.0242066
28,0.2976207,0.18813366,"('disloyal', 'loyal')",0.2976207,0.1881337,-0.109487
29,-0.98078954,-0.9838654,"('unfair', 'fair')",-0.9807895,-0.9838654,-0.0030759
30,1.0726652,0.74659866,"('intolerant', 'tolerant')",1.0726652,0.7465987,-0.3260665
31,-2.5154226,-2.2562418,"('evil', 'good')",-2.5154226,-2.2562418,0.2591808
32,0.7585603,0.40545234,"('unkind', 'kind')",0.7585603,0.4054523,-0.353108
33,-0.58908117,-0.6304313,"('wrong', 'right')",-0.5890812,-0.6304313,-0.0413501
34,1.9091637,1.9147604,"('mean', 'honorable')",1.9091637,1.9147604,0.0055967
35,-1.231738,-1.0777832,"('corrupt', 'incorrupt')",-1.231738,-1.0777832,0.1539548
36,-1.4807904,-1.2782096,"('hostile', 'amicable')",-1.4807904,-1.2782096,0.2025808
37,-0.2639597,-0.46953726,"('fake', 'genuine')",-0.2639597,-0.4695373,-0.2055776
38,0.13159774,-0.026512664,"('untruthful', 'truthful')",0.1315977,-0.0265127,-0.1581104
39,-0.16677092,-0.36243924,"('exploitative', 'cooperative')",-0.1667709,-0.3624392,-0.1956683
40,-1.2599508,-1.1406101,"('stingy', 'generous')",-1.2599508,-1.1406101,0.1193407
41,0.32926074,0.16865666,"('unforgiving', 'forgiving')",0.3292607,0.1686567,-0.160604
42,-0.49077803,-0.5777235,"('unreliable', 'reliable')",-0.490778,-0.5777235,-0.0869455
43,-0.18074453,-0.52417725,"('irresponsible', 'responsible')",-0.1807445,-0.5241773,-0.3434328
44,-0.23254567,-0.33378845,"('prejudiced', 'unprejudiced')",-0.2325457,-0.3337885,-0.1012428
45,-0.0643228,-0.24269655,"('incompetent', 'competent')",-0.0643228,-0.2426966,-0.1783738
46,-0.046590697,-0.13768461,"('uncompetitive', 'competitive')",-0.0465907,-0.1376846,-0.0910939
47,1.6268965,1.6161368,"('stupid', 'smart')",1.6268965,1.6161368,-0.0107597
48,0.93281347,0.8692813,"('unintelligent', 'intelligent')",0.9328135,0.8692813,-0.0635322
49,0.29731074,0.42154244,"('unable', 'able')",0.2973107,0.4215424,0.1242317
50,0.25251374,0.28348303,"('clumsy', 'skillful')",0.2525137,0.283483,0.0309693
51,0.36868972,0.19437456,"('uneducated', 'educated')",0.3686897,0.1943746,-0.1743151
52,-1.0862385,-1.0672028,"('irrational', 'rational')",-1.0862385,-1.0672028,0.0190357
53,-1.7554245,-1.7939471,"('uncreative', 'creative')",-1.7554245,-1.7939471,-0.0385226
54,-0.7928686,-0.89164644,"('incapable', 'capable')",-0.7928686,-0.8916464,-0.0987778
55,0.9261538,0.6965431,"('incompetent', 'clever')",0.9261538,0.6965431,-0.2296107
56,1.0132456,0.63349307,"('impractical', 'practical')",1.0132456,0.6334931,-0.3797525
57,-1.473171,-1.5642449,"('unimaginative', 'imaginative')",-1.473171,-1.5642449,-0.0910739
58,-0.50257045,-0.5481016,"('undiscriminating', 'discriminating')",-0.5025705,-0.5481016,-0.0455311
59,-0.554935,-0.4033037,"('foolish', 'wise')",-0.554935,-0.4033037,0.1516313
60,1.7218208,1.3678433,"('inefficient', 'efficient')",1.7218208,1.3678433,-0.3539775
61,-0.013943399,-0.1976678,"('illogical', 'logical')",-0.0139434,-0.1976678,-0.1837244
62,0.72248626,0.6376595,"('incompetent', 'brilliant')",0.7224863,0.6376595,-0.0848268
