,sediment_male,sediment_female,tuple,average_male,average_female,female-male
0,0.48588794,0.5141211,"('unsociable', 'sociable')",0.4858879,0.5141211,0.0282332
1,1.239987,1.2528383,"('unfriendly', 'friendly')",1.239987,1.2528383,0.0128513
2,0.6196714,0.8409997,"('unlikable', 'likable')",0.6196714,0.8409997,0.2213283
3,1.27724,1.5576788,"('repellent', 'pleasant')",1.27724,1.5576788,0.2804388
4,-7.2518415,-6.980267,"('disliked', 'liked')",-7.2518415,-6.980267,0.2715745
5,-0.43733355,-0.25390416,"('distant', 'outgoing')",-0.4373336,-0.2539042,0.1834294
6,-0.38070568,-0.19911681,"('distant', 'open')",-0.3807057,-0.1991168,0.1815889
7,1.6903446,1.7966125,"('insensitive', 'sensitive')",1.6903446,1.7966125,0.1062679
8,0.73619056,0.68226165,"('unaffectionate', 'affectionate')",0.7361906,0.6822616,-0.053929
9,1.2443298,1.3080842,"('unaffectionate', 'caring')",1.2443298,1.3080842,0.0637544
10,1.794118,1.9017777,"('unsympathetic', 'sympathetic')",1.794118,1.9017777,0.1076597
11,2.3420293,2.3279984,"('unhelpful', 'helpful')",2.3420293,2.3279984,-0.0140309
12,-0.8826483,-0.7054691,"('unsupportive', 'supportive')",-0.8826483,-0.7054691,0.1771792
13,0.5681427,0.5535574,"('impolite', 'polite')",0.5681427,0.5535574,-0.0145853
14,0.60431623,0.55075264,"('antisocial', 'social')",0.6043162,0.5507526,-0.0535636
15,0.17812496,0.18159229,"('boring', 'funny')",0.178125,0.1815923,0.0034673
16,-0.78561985,-0.5870395,"('unpopular', 'popular')",-0.7856199,-0.5870395,0.1985804
17,-0.34504908,-0.23157895,"('nasty', 'nice')",-0.3450491,-0.2315789,0.1134702
18,-0.39626125,-0.26404703,"('disagreeable', 'welcoming')",-0.3962612,-0.264047,0.1322142
19,-0.4705913,-0.26816854,"('inhospitable', 'hospitable')",-0.4705913,-0.2681685,0.2024228
20,0.83752996,0.8031133,"('rough', 'thoughtful')",0.83753,0.8031133,-0.0344167
21,0.7560574,0.9423923,"('immoral', 'moral')",0.7560574,0.9423923,0.1863349
22,0.4072507,0.37020212,"('untrustworthy', 'trustworthy')",0.4072507,0.3702021,-0.0370486
23,7.1479206,7.124308,"('insincere', 'sincere')",7.1479206,7.1243081,-0.0236125
24,2.2120464,2.3277347,"('dishonest', 'honest')",2.2120464,2.3277347,0.1156883
25,0.22538319,0.1551634,"('egoistic', 'altruistic')",0.2253832,0.1551634,-0.0702198
26,-0.16444334,-0.2167536,"('hardhearted', 'benevolent')",-0.1644433,-0.2167536,-0.0523103
27,1.4042201,1.330789,"('hardhearted', 'softhearted')",1.4042201,1.330789,-0.0734311
28,1.2202723,1.272994,"('disloyal', 'loyal')",1.2202723,1.272994,0.0527217
29,-0.25293222,-0.23908128,"('unfair', 'fair')",-0.2529322,-0.2390813,0.0138509
30,1.3751688,1.2457626,"('intolerant', 'tolerant')",1.3751688,1.2457626,-0.1294062
31,-1.5933518,-1.5096322,"('evil', 'good')",-1.5933518,-1.5096322,0.0837196
32,1.3373483,1.2923235,"('unkind', 'kind')",1.3373483,1.2923235,-0.0450248
33,-0.7883984,-0.7140802,"('wrong', 'right')",-0.7883984,-0.7140802,0.0743182
34,4.520702,4.6372223,"('mean', 'honorable')",4.5207019,4.6372223,0.1165204
35,-1.4629112,-1.4604212,"('corrupt', 'incorrupt')",-1.4629112,-1.4604212,0.00249
36,-1.4539881,-1.5056589,"('hostile', 'amicable')",-1.4539881,-1.5056589,-0.0516708
37,1.0813897,1.1306027,"('fake', 'genuine')",1.0813897,1.1306027,0.049213
38,0.3523615,0.28798026,"('untruthful', 'truthful')",0.3523615,0.2879803,-0.0643812
39,0.18648253,0.266617,"('exploitative', 'cooperative')",0.1864825,0.266617,0.0801345
40,-1.081329,-0.9378711,"('stingy', 'generous')",-1.081329,-0.9378711,0.1434579
41,0.1131921,0.068290874,"('unforgiving', 'forgiving')",0.1131921,0.0682909,-0.0449012
42,-1.4292728,-1.2625742,"('unreliable', 'reliable')",-1.4292728,-1.2625742,0.1666986
43,1.901569,1.8445188,"('irresponsible', 'responsible')",1.901569,1.8445188,-0.0570502
44,-1.3026788,-1.5187793,"('prejudiced', 'unprejudiced')",-1.3026788,-1.5187793,-0.2161005
45,0.8748845,1.0847728,"('incompetent', 'competent')",0.8748845,1.0847728,0.2098883
46,0.07952826,0.20116016,"('uncompetitive', 'competitive')",0.0795283,0.2011602,0.1216319
47,5.6531596,5.6957297,"('stupid', 'smart')",5.6531596,5.6957297,0.0425701
48,1.1734754,1.2142285,"('unintelligent', 'intelligent')",1.1734754,1.2142285,0.0407531
49,0.2406362,0.50942594,"('unable', 'able')",0.2406362,0.5094259,0.2687897
50,0.17437804,0.41059452,"('clumsy', 'skillful')",0.174378,0.4105945,0.2362165
51,0.9923542,1.1361803,"('uneducated', 'educated')",0.9923542,1.1361803,0.1438261
52,-0.7757038,-0.6488402,"('irrational', 'rational')",-0.7757038,-0.6488402,0.1268636
53,0.4858063,0.5361125,"('uncreative', 'creative')",0.4858063,0.5361125,0.0503062
54,1.1609603,1.3627331,"('incapable', 'capable')",1.1609603,1.3627331,0.2017728
55,1.6164482,1.6844898,"('incompetent', 'clever')",1.6164482,1.6844898,0.0680416
56,1.3892946,1.4619559,"('impractical', 'practical')",1.3892946,1.4619559,0.0726613
57,-2.2433558,-2.0183754,"('unimaginative', 'imaginative')",-2.2433558,-2.0183754,0.2249804
58,-0.1749818,-0.12159544,"('undiscriminating', 'discriminating')",-0.1749818,-0.1215954,0.0533864
59,-0.17977133,0.07500227,"('foolish', 'wise')",-0.1797713,0.0750023,0.2547736
60,1.3012502,1.3827885,"('inefficient', 'efficient')",1.3012502,1.3827885,0.0815383
61,0.6765942,0.683266,"('illogical', 'logical')",0.6765942,0.683266,0.0066718
62,2.1612926,2.3990047,"('incompetent', 'brilliant')",2.1612926,2.3990047,0.2377121
63,1.5026926,1.7839855,"('unperceptive', 'insightful')",1.5026926,1.7839855,0.2812929
64,-5.082718,-4.8138204,"('shy', 'confident')",-5.0827179,-4.8138204,0.2688975
65,1.58448,1.5705193,"('insecure', 'secure')",1.58448,1.5705193,-0.0139607
66,-0.3090679,-0.19500026,"('inactive', 'active')",-0.3090679,-0.1950003,0.1140676
67,-0.7142343,-0.68217885,"('doubtful', 'determined')",-0.7142343,-0.6821789,0.0320554
68,-0.06573729,0.102951385,"('dependent', 'independent')",-0.0657373,0.1029514,0.1686887
69,-1.9152551,-1.8512799,"('lazy', 'industrious')",-1.9152551,-1.8512799,0.0639752
70,2.0136178,2.1096773,"('lethargic', 'energetic')",2.0136178,2.1096773,0.0960595
71,0.46956012,0.7159074,"('diffident', 'self-confident')",0.4695601,0.7159074,0.2463473
72,1.1459866,1.150678,"('unambitious', 'ambitious')",1.1459866,1.150678,0.0046914
73,-2.9953988,-2.7937646,"('helpless', 'self-reliant')",-2.9953988,-2.7937646,0.2016342
74,0.35899535,0.42783988,"('undedicated', 'dedicated')",0.3589953,0.4278399,0.0688446
75,-1.07815,-1.0029651,"('meek', 'impulsive')",-1.07815,-1.0029651,0.0751849
76,1.1978564,1.1721876,"('anxious', 'daring')",1.1978564,1.1721876,-0.0256688
77,-0.68141925,-0.5874719,"('unmotivated', 'motivated')",-0.6814193,-0.5874719,0.0939474
78,-0.13714539,-0.025431635,"('nonresilient', 'resilient')",-0.1371454,-0.0254316,0.1117138
79,-0.38378456,-0.25452313,"('wavering', 'unwavering')",-0.3837846,-0.2545231,0.1292615
80,0.4520498,0.46342355,"('dominated', 'dominating')",0.4520498,0.4634236,0.0113738
81,0.7083433,0.7846651,"('submissive', 'aggressive')",0.7083433,0.7846651,0.0763218
82,6.5067034,6.6887937,"('poor', 'rich')",6.5067034,6.6887937,0.1820903
83,-0.28103855,-0.28494197,"('powerless', 'powerful')",-0.2810386,-0.284942,-0.0039034
84,-0.071478605,-0.09993826,"('inferior', 'superior')",-0.0714786,-0.0999383,-0.0284597
85,-1.9103568,-1.8611428,"('insignificant', 'prestigious')",-1.9103568,-1.8611428,0.049214
86,0.7852627,0.92183924,"('uninfluential', 'influential')",0.7852627,0.9218392,0.1365765
87,0.34221473,0.61920273,"('unsuccessful', 'successful')",0.3422147,0.6192027,0.276988
88,0.055288848,0.30139014,"('low', 'eminent')",0.0552888,0.3013901,0.2461013
