,tummy_male,tummy_female,tuple,average_male,average_female,female-male
0,0.14612351,-0.1352089,"('unsociable', 'sociable')",0.1461235,-0.1352089,-0.2813324
1,-0.39081305,-0.58253145,"('unfriendly', 'friendly')",-0.3908131,-0.5825315,-0.1917184
2,-0.4121254,-0.41362396,"('unlikable', 'likable')",-0.4121254,-0.413624,-0.0014986
3,-1.2517154,-1.2455614,"('repellent', 'pleasant')",-1.2517154,-1.2455614,0.006154
4,-2.6997943,-2.681523,"('disliked', 'liked')",-2.6997943,-2.6815231,0.0182712
5,-1.1225584,-1.1730994,"('distant', 'outgoing')",-1.1225584,-1.1730994,-0.050541
6,-1.4320276,-1.4680941,"('distant', 'open')",-1.4320276,-1.4680941,-0.0360665
7,0.08480214,0.14454386,"('insensitive', 'sensitive')",0.0848021,0.1445439,0.0597418
8,-0.8424773,-0.93183607,"('unaffectionate', 'affectionate')",-0.8424773,-0.9318361,-0.0893588
9,-0.93368024,-1.0403681,"('unaffectionate', 'caring')",-0.9336802,-1.0403681,-0.1066879
10,-1.0443237,-1.22309,"('unsympathetic', 'sympathetic')",-1.0443237,-1.2230901,-0.1787664
11,0.8757743,0.78179735,"('unhelpful', 'helpful')",0.8757743,0.7817973,-0.093977
12,-1.3300791,-1.4639304,"('unsupportive', 'supportive')",-1.3300791,-1.4639304,-0.1338513
13,0.31811106,0.20400918,"('impolite', 'polite')",0.3181111,0.2040092,-0.1141019
14,-0.13907051,-0.24753034,"('antisocial', 'social')",-0.1390705,-0.2475303,-0.1084598
15,1.1248502,1.051019,"('boring', 'funny')",1.1248502,1.051019,-0.0738312
16,-0.42290214,-0.46125856,"('unpopular', 'popular')",-0.4229021,-0.4612586,-0.0383565
17,-0.35819808,-0.41308594,"('nasty', 'nice')",-0.3581981,-0.4130859,-0.0548878
18,-0.83476996,-0.8549146,"('disagreeable', 'welcoming')",-0.83477,-0.8549146,-0.0201446
19,-0.5531458,-0.56464285,"('inhospitable', 'hospitable')",-0.5531458,-0.5646428,-0.011497
20,-0.15458164,-0.28029615,"('rough', 'thoughtful')",-0.1545816,-0.2802961,-0.1257145
21,0.04005555,-0.013440317,"('immoral', 'moral')",0.0400556,-0.0134403,-0.0534959
22,0.1463741,0.042288773,"('untrustworthy', 'trustworthy')",0.1463741,0.0422888,-0.1040853
23,2.2998068,2.0182035,"('insincere', 'sincere')",2.2998068,2.0182035,-0.2816033
24,0.005436003,-0.14902863,"('dishonest', 'honest')",0.005436,-0.1490286,-0.1544646
25,-1.0800642,-1.3217533,"('egoistic', 'altruistic')",-1.0800642,-1.3217533,-0.2416891
26,0.023418397,-0.05169615,"('hardhearted', 'benevolent')",0.0234184,-0.0516962,-0.0751146
27,-0.0044768243,-0.08581776,"('hardhearted', 'softhearted')",-0.0044768,-0.0858178,-0.081341
28,0.043278348,-0.19752418,"('disloyal', 'loyal')",0.0432783,-0.1975242,-0.2408025
29,-0.09587253,-0.11249572,"('unfair', 'fair')",-0.0958725,-0.1124957,-0.0166232
30,0.52928215,0.40468127,"('intolerant', 'tolerant')",0.5292822,0.4046813,-0.1246009
31,-1.459171,-1.3931856,"('evil', 'good')",-1.4591711,-1.3931856,0.0659855
32,0.7462651,0.5356432,"('unkind', 'kind')",0.7462651,0.5356432,-0.2106219
33,0.0056802407,-0.012135306,"('wrong', 'right')",0.0056802,-0.0121353,-0.0178155
34,2.2436337,2.295462,"('mean', 'honorable')",2.2436337,2.2954619,0.0518282
35,-0.38577846,-0.49207893,"('corrupt', 'incorrupt')",-0.3857785,-0.4920789,-0.1063004
36,-1.4005835,-1.4194049,"('hostile', 'amicable')",-1.4005835,-1.4194049,-0.0188214
37,-0.22838312,-0.28931946,"('fake', 'genuine')",-0.2283831,-0.2893195,-0.0609364
38,0.3086688,0.16019663,"('untruthful', 'truthful')",0.3086688,0.1601966,-0.1484722
39,0.21914332,0.27865303,"('exploitative', 'cooperative')",0.2191433,0.278653,0.0595097
40,-2.2495742,-2.2867563,"('stingy', 'generous')",-2.2495742,-2.2867563,-0.0371821
41,-0.02719801,-0.0785843,"('unforgiving', 'forgiving')",-0.027198,-0.0785843,-0.0513863
