,villa_male,villa_female,tuple,average_male,average_female,female-male
0,0.45028472,0.12911986,"('unsociable', 'sociable')",0.4502847,0.1291199,-0.3211648
1,1.0527414,1.215013,"('unfriendly', 'friendly')",1.0527414,1.215013,0.1622716
2,0.537008,0.77819407,"('unlikable', 'likable')",0.537008,0.7781941,0.2411861
3,0.50018024,0.59348077,"('repellent', 'pleasant')",0.5001802,0.5934808,0.0933006
4,-7.283197,-7.4309464,"('disliked', 'liked')",-7.2831969,-7.4309464,-0.1477495
5,-0.5897998,-0.29971278,"('distant', 'outgoing')",-0.5897998,-0.2997128,0.290087
6,-0.34436578,-0.009269532,"('distant', 'open')",-0.3443658,-0.0092695,0.3350963
7,0.7777161,0.7371968,"('insensitive', 'sensitive')",0.7777161,0.7371968,-0.0405193
8,0.8722189,1.0414346,"('unaffectionate', 'affectionate')",0.8722189,1.0414346,0.1692157
9,1.3755912,1.6499472,"('unaffectionate', 'caring')",1.3755912,1.6499472,0.274356
10,1.1360934,1.1616613,"('unsympathetic', 'sympathetic')",1.1360934,1.1616613,0.0255679
11,2.1020682,2.1477544,"('unhelpful', 'helpful')",2.1020682,2.1477544,0.0456862
12,-1.676224,-1.6418403,"('unsupportive', 'supportive')",-1.676224,-1.6418403,0.0343837
13,0.3824502,0.22545746,"('impolite', 'polite')",0.3824502,0.2254575,-0.1569927
14,0.2927994,-0.02806786,"('antisocial', 'social')",0.2927994,-0.0280679,-0.3208673
15,0.41011202,0.27534533,"('boring', 'funny')",0.410112,0.2753453,-0.1347667
16,-0.24327967,-0.107437626,"('unpopular', 'popular')",-0.2432797,-0.1074376,0.1358421
17,0.059020896,0.13039267,"('nasty', 'nice')",0.0590209,0.1303927,0.0713718
18,-0.6297891,-0.53512245,"('disagreeable', 'welcoming')",-0.6297891,-0.5351225,0.0946666
19,-0.52223814,-0.25778976,"('inhospitable', 'hospitable')",-0.5222381,-0.2577898,0.2644483
20,0.7217941,0.55788517,"('rough', 'thoughtful')",0.7217941,0.5578852,-0.1639089
21,-0.008103717,0.12815844,"('immoral', 'moral')",-0.0081037,0.1281584,0.1362621
22,-0.5812413,-0.63802695,"('untrustworthy', 'trustworthy')",-0.5812413,-0.638027,-0.0567857
23,6.4716477,6.5863867,"('insincere', 'sincere')",6.4716477,6.5863867,0.114739
24,1.6237323,1.6582683,"('dishonest', 'honest')",1.6237323,1.6582683,0.034536
25,0.16954386,0.21014416,"('egoistic', 'altruistic')",0.1695439,0.2101442,0.0406003
26,0.681702,0.4139741,"('hardhearted', 'benevolent')",0.681702,0.4139741,-0.2677279
27,1.4655198,1.4086176,"('hardhearted', 'softhearted')",1.4655198,1.4086176,-0.0569022
28,1.2398659,1.2409596,"('disloyal', 'loyal')",1.2398659,1.2409596,0.0010937
29,-0.5967054,-0.6665215,"('unfair', 'fair')",-0.5967054,-0.6665215,-0.0698161
30,1.1696656,1.1625898,"('intolerant', 'tolerant')",1.1696656,1.1625898,-0.0070758
31,-1.8034362,-1.5721676,"('evil', 'good')",-1.8034362,-1.5721676,0.2312686
32,1.3312534,1.1647078,"('unkind', 'kind')",1.3312534,1.1647078,-0.1665456
33,-0.72783726,-0.60967094,"('wrong', 'right')",-0.7278373,-0.6096709,0.1181664
34,4.7859035,5.1338067,"('mean', 'honorable')",4.7859035,5.1338067,0.3479032
35,-1.1528465,-1.1762407,"('corrupt', 'incorrupt')",-1.1528465,-1.1762407,-0.0233942
36,-1.3342844,-1.180865,"('hostile', 'amicable')",-1.3342844,-1.180865,0.1534194
37,0.90889484,0.9579304,"('fake', 'genuine')",0.9088948,0.9579304,0.0490356
38,0.1492781,0.2743908,"('untruthful', 'truthful')",0.1492781,0.2743908,0.1251127
39,-0.028710036,0.026815986,"('exploitative', 'cooperative')",-0.02871,0.026816,0.055526
40,-1.912031,-2.0838315,"('stingy', 'generous')",-1.9120311,-2.0838315,-0.1718004
41,0.24463494,0.22947706,"('unforgiving', 'forgiving')",0.2446349,0.2294771,-0.0151578
42,-2.3381772,-2.399343,"('unreliable', 'reliable')",-2.3381772,-2.399343,-0.0611658
43,1.2828907,1.3299143,"('irresponsible', 'responsible')",1.2828907,1.3299143,0.0470236
44,-1.3172511,-1.3757036,"('prejudiced', 'unprejudiced')",-1.3172511,-1.3757036,-0.0584525
45,0.3065538,0.16201463,"('incompetent', 'competent')",0.3065538,0.1620146,-0.1445392
46,-0.39137447,-0.51559985,"('uncompetitive', 'competitive')",-0.3913745,-0.5155998,-0.1242253
47,5.235038,5.477418,"('stupid', 'smart')",5.2350378,5.4774179,0.2423801
48,0.7907721,0.7500663,"('unintelligent', 'intelligent')",0.7907721,0.7500663,-0.0407058
49,0.2973874,0.4818663,"('unable', 'able')",0.2973874,0.4818663,0.1844789
50,-0.44165963,-0.37788787,"('clumsy', 'skillful')",-0.4416596,-0.3778879,0.0637717
51,0.7459535,0.5990464,"('uneducated', 'educated')",0.7459535,0.5990464,-0.1469071
52,-0.50220287,-0.3525548,"('irrational', 'rational')",-0.5022029,-0.3525548,0.1496481
