,farming_male,farming_female,tuple,average_male,average_female,female-male
0,0.025404517,-0.026552249,"('unsociable', 'sociable')",0.0254045,-0.0265522,-0.0519567
1,1.221373,1.1801912,"('unfriendly', 'friendly')",1.221373,1.1801912,-0.0411818
2,0.09417664,0.35144556,"('unlikable', 'likable')",0.0941766,0.3514456,0.257269
3,0.3737185,0.66602635,"('repellent', 'pleasant')",0.3737185,0.6660264,0.2923079
4,-7.121831,-7.260217,"('disliked', 'liked')",-7.1218309,-7.2602172,-0.1383863
5,-0.28144735,-0.16382527,"('distant', 'outgoing')",-0.2814474,-0.1638253,0.1176221
6,9.452179e-05,0.04641008,"('distant', 'open')",9.45e-05,0.0464101,0.0463156
7,0.4127503,0.5516183,"('insensitive', 'sensitive')",0.4127503,0.5516183,0.138868
8,1.2052054,1.0114548,"('unaffectionate', 'affectionate')",1.2052054,1.0114548,-0.1937506
9,1.7603223,1.724418,"('unaffectionate', 'caring')",1.7603223,1.724418,-0.0359043
10,0.7271511,1.0697179,"('unsympathetic', 'sympathetic')",0.7271511,1.0697179,0.3425668
11,1.863621,2.0711207,"('unhelpful', 'helpful')",1.863621,2.0711207,0.2074997
12,-1.512561,-1.4513912,"('unsupportive', 'supportive')",-1.512561,-1.4513912,0.0611698
13,-0.10765233,0.0552911,"('impolite', 'polite')",-0.1076523,0.0552911,0.1629434
14,-0.07082179,-0.099799626,"('antisocial', 'social')",-0.0708218,-0.0997996,-0.0289778
15,0.42500597,0.36794087,"('boring', 'funny')",0.425006,0.3679409,-0.0570651
16,-0.36999005,-0.4115646,"('unpopular', 'popular')",-0.3699901,-0.4115646,-0.0415745
17,-0.25778374,-0.2243184,"('nasty', 'nice')",-0.2577837,-0.2243184,0.0334653
18,-0.91578525,-0.81998855,"('disagreeable', 'welcoming')",-0.9157853,-0.8199885,0.0957968
19,-0.38782087,-0.36201105,"('inhospitable', 'hospitable')",-0.3878209,-0.362011,0.0258099
20,0.6202109,0.5369503,"('rough', 'thoughtful')",0.6202109,0.5369503,-0.0832606
21,-0.58643115,-0.08939708,"('immoral', 'moral')",-0.5864311,-0.0893971,0.497034
22,-0.89973295,-0.72292423,"('untrustworthy', 'trustworthy')",-0.8997329,-0.7229242,0.1768087
23,5.991393,6.246896,"('insincere', 'sincere')",5.9913931,6.2468958,0.2555027
24,1.3978089,1.5408494,"('dishonest', 'honest')",1.3978089,1.5408494,0.1430405
25,0.7305423,0.49604607,"('egoistic', 'altruistic')",0.7305423,0.4960461,-0.2344962
26,1.0194871,0.5580014,"('hardhearted', 'benevolent')",1.0194871,0.5580014,-0.4614857
27,1.327946,1.1941901,"('hardhearted', 'softhearted')",1.3279459,1.1941901,-0.1337558
28,1.263821,1.2152565,"('disloyal', 'loyal')",1.263821,1.2152565,-0.0485645
29,-0.24829736,-0.42254323,"('unfair', 'fair')",-0.2482974,-0.4225432,-0.1742458
30,0.743868,1.006597,"('intolerant', 'tolerant')",0.743868,1.006597,0.262729
31,-1.2837589,-1.5522588,"('evil', 'good')",-1.2837589,-1.5522588,-0.2684999
32,1.2773306,1.2268432,"('unkind', 'kind')",1.2773306,1.2268432,-0.0504874
33,-0.21703084,-0.38989535,"('wrong', 'right')",-0.2170308,-0.3898953,-0.1728645
34,4.5149856,4.8266397,"('mean', 'honorable')",4.5149856,4.8266397,0.3116541
35,-0.79177815,-1.1876521,"('corrupt', 'incorrupt')",-0.7917781,-1.1876521,-0.395874
36,-0.68104094,-1.0264199,"('hostile', 'amicable')",-0.6810409,-1.0264199,-0.345379
37,0.7059764,0.7362572,"('fake', 'genuine')",0.7059764,0.7362572,0.0302808
38,-0.01656384,0.1247839,"('untruthful', 'truthful')",-0.0165638,0.1247839,0.1413477
39,-0.21977206,-0.19961,"('exploitative', 'cooperative')",-0.2197721,-0.19961,0.0201621
40,-1.89268,-1.9843132,"('stingy', 'generous')",-1.89268,-1.9843132,-0.0916332
41,-0.027838655,-0.024813514,"('unforgiving', 'forgiving')",-0.0278387,-0.0248135,0.0030252
42,-2.362121,-2.2358234,"('unreliable', 'reliable')",-2.3621211,-2.2358234,0.1262977
43,0.90882653,1.1913198,"('irresponsible', 'responsible')",0.9088265,1.1913198,0.2824933
44,-1.0515343,-1.1238204,"('prejudiced', 'unprejudiced')",-1.0515343,-1.1238204,-0.0722861
45,0.14454566,0.10954595,"('incompetent', 'competent')",0.1445457,0.109546,-0.0349997
46,-0.9385782,-0.66435206,"('uncompetitive', 'competitive')",-0.9385782,-0.6643521,0.2742261
47,5.02991,5.2990556,"('stupid', 'smart')",5.0299101,5.2990556,0.2691455
48,0.30020916,0.40486795,"('unintelligent', 'intelligent')",0.3002092,0.4048679,0.1046587
49,-0.12454008,0.12207113,"('unable', 'able')",-0.1245401,0.1220711,0.2466112
50,-0.3451627,-0.37132737,"('clumsy', 'skillful')",-0.3451627,-0.3713274,-0.0261647
51,0.034642622,0.27830118,"('uneducated', 'educated')",0.0346426,0.2783012,0.2436586
52,-0.074498236,-0.39030018,"('irrational', 'rational')",-0.0744982,-0.3903002,-0.315802
53,0.056815095,-0.023544546,"('uncreative', 'creative')",0.0568151,-0.0235445,-0.0803596
54,1.0105131,1.1690985,"('incapable', 'capable')",1.0105131,1.1690985,0.1585854
55,0.44989333,0.71798337,"('incompetent', 'clever')",0.4498933,0.7179834,0.2680901
56,0.7190365,0.78651327,"('impractical', 'practical')",0.7190365,0.7865133,0.0674768
57,-2.6709695,-2.6073375,"('unimaginative', 'imaginative')",-2.6709695,-2.6073375,0.063632
58,-0.16052751,-0.097829655,"('undiscriminating', 'discriminating')",-0.1605275,-0.0978297,0.0626978
59,0.13939522,0.09833184,"('foolish', 'wise')",0.1393952,0.0983318,-0.0410634
60,0.32565355,0.7560685,"('inefficient', 'efficient')",0.3256536,0.7560685,0.4304149
61,0.058128238,-0.014178693,"('illogical', 'logical')",0.0581282,-0.0141787,-0.0723069
62,0.6782649,1.0694788,"('incompetent', 'brilliant')",0.6782649,1.0694788,0.3912139
63,0.03638276,0.36475265,"('unperceptive', 'insightful')",0.0363828,0.3647527,0.3283699
64,-6.088068,-5.97732,"('shy', 'confident')",-6.088068,-5.9773202,0.1107478
