,segment_male,segment_female,tuple,average_male,average_female,female-male
0,0.28412852,0.1384887,"('unsociable', 'sociable')",0.2841285,0.1384887,-0.1456398
1,1.6361041,1.6877403,"('unfriendly', 'friendly')",1.6361041,1.6877403,0.0516362
2,0.3592589,0.40709502,"('unlikable', 'likable')",0.3592589,0.407095,0.0478361
3,0.8442044,0.85507005,"('repellent', 'pleasant')",0.8442044,0.8550701,0.0108657
4,-7.1265364,-7.1388035,"('disliked', 'liked')",-7.1265364,-7.1388035,-0.0122671
5,-0.46893534,-0.40308338,"('distant', 'outgoing')",-0.4689353,-0.4030834,0.0658519
6,-0.045168906,0.060941353,"('distant', 'open')",-0.0451689,0.0609414,0.1061103
7,1.5071459,1.5719994,"('insensitive', 'sensitive')",1.5071459,1.5719994,0.0648535
8,1.1505034,1.2320855,"('unaffectionate', 'affectionate')",1.1505034,1.2320855,0.0815821
9,1.6071613,1.7329324,"('unaffectionate', 'caring')",1.6071613,1.7329324,0.1257711
10,1.1200976,1.1030955,"('unsympathetic', 'sympathetic')",1.1200976,1.1030955,-0.0170021
11,1.9042808,1.9156649,"('unhelpful', 'helpful')",1.9042808,1.9156649,0.0113841
12,-1.2996404,-1.2338816,"('unsupportive', 'supportive')",-1.2996404,-1.2338816,0.0657588
13,0.42723247,0.24356416,"('impolite', 'polite')",0.4272325,0.2435642,-0.1836683
14,0.4511906,0.29638645,"('antisocial', 'social')",0.4511906,0.2963865,-0.1548041
15,0.529503,0.45717344,"('boring', 'funny')",0.529503,0.4571734,-0.0723296
16,-0.41256624,-0.3533072,"('unpopular', 'popular')",-0.4125662,-0.3533072,0.059259
17,-0.41758847,-0.3327864,"('nasty', 'nice')",-0.4175885,-0.3327864,0.0848021
18,-0.21128272,-0.1519197,"('disagreeable', 'welcoming')",-0.2112827,-0.1519197,0.059363
19,-0.5905741,-0.5348662,"('inhospitable', 'hospitable')",-0.5905741,-0.5348662,0.0557079
20,0.96932596,0.917428,"('rough', 'thoughtful')",0.969326,0.917428,-0.051898
21,0.07016676,0.046630327,"('immoral', 'moral')",0.0701668,0.0466303,-0.0235365
22,-0.27745402,-0.2329307,"('untrustworthy', 'trustworthy')",-0.277454,-0.2329307,0.0445233
23,6.7747526,6.740767,"('insincere', 'sincere')",6.7747526,6.740767,-0.0339856
24,1.8595846,1.8697675,"('dishonest', 'honest')",1.8595846,1.8697675,0.0101829
