,abdomen_male,abdomen_female,tuple,average_male,average_female,female-male
0,0.054589663,-0.17389983,"('unsociable', 'sociable')",0.0545897,-0.1738998,-0.2284895
1,1.1226864,1.1143465,"('unfriendly', 'friendly')",1.1226864,1.1143465,-0.0083399
2,0.52856845,0.6249471,"('unlikable', 'likable')",0.5285684,0.6249471,0.0963787
3,0.82195354,0.9631869,"('repellent', 'pleasant')",0.8219535,0.9631869,0.1412334
4,-7.280387,-7.5069256,"('disliked', 'liked')",-7.2803869,-7.5069256,-0.2265387
5,-0.4609467,-0.31075698,"('distant', 'outgoing')",-0.4609467,-0.310757,0.1501897
6,-0.072673336,0.08448093,"('distant', 'open')",-0.0726733,0.0844809,0.1571542
7,0.56894153,0.6442502,"('insensitive', 'sensitive')",0.5689415,0.6442502,0.0753087
8,0.98558134,1.0376629,"('unaffectionate', 'affectionate')",0.9855813,1.0376629,0.0520816
9,1.304292,1.4289242,"('unaffectionate', 'caring')",1.304292,1.4289242,0.1246322
10,1.3384855,1.3916605,"('unsympathetic', 'sympathetic')",1.3384855,1.3916605,0.053175
11,1.9937559,1.9770333,"('unhelpful', 'helpful')",1.9937559,1.9770333,-0.0167226
12,-1.7069169,-1.7560968,"('unsupportive', 'supportive')",-1.7069169,-1.7560968,-0.0491799
13,0.2876828,0.14758831,"('impolite', 'polite')",0.2876828,0.1475883,-0.1400945
14,-0.26368722,-0.46465033,"('antisocial', 'social')",-0.2636872,-0.4646503,-0.2009631
15,0.32475716,0.21420637,"('boring', 'funny')",0.3247572,0.2142064,-0.1105508
16,-0.35676807,-0.3215253,"('unpopular', 'popular')",-0.3567681,-0.3215253,0.0352428
17,-0.0717659,-0.081929356,"('nasty', 'nice')",-0.0717659,-0.0819294,-0.0101635
18,-0.6451787,-0.7304975,"('disagreeable', 'welcoming')",-0.6451787,-0.7304975,-0.0853188
19,-0.6342943,-0.5302737,"('inhospitable', 'hospitable')",-0.6342943,-0.5302737,0.1040206
20,0.8270562,0.7375454,"('rough', 'thoughtful')",0.8270562,0.7375454,-0.0895108
21,0.11958434,0.24870084,"('immoral', 'moral')",0.1195843,0.2487008,0.1291165
22,-0.46451205,-0.57918894,"('untrustworthy', 'trustworthy')",-0.4645121,-0.5791889,-0.1146768
23,6.212493,6.3686776,"('insincere', 'sincere')",6.2124929,6.3686776,0.1561847
24,1.7526498,1.8527703,"('dishonest', 'honest')",1.7526498,1.8527703,0.1001205
25,0.52021366,0.49962202,"('egoistic', 'altruistic')",0.5202137,0.499622,-0.0205917
26,0.23750302,0.06353979,"('hardhearted', 'benevolent')",0.237503,0.0635398,-0.1739632
27,1.6641378,1.5997683,"('hardhearted', 'softhearted')",1.6641378,1.5997683,-0.0643695
28,1.1953603,1.1971713,"('disloyal', 'loyal')",1.1953603,1.1971713,0.001811
29,-0.6602912,-0.77208567,"('unfair', 'fair')",-0.6602912,-0.7720857,-0.1117945
30,0.80986583,0.8162531,"('intolerant', 'tolerant')",0.8098658,0.8162531,0.0063873
31,-1.5992658,-1.5906903,"('evil', 'good')",-1.5992658,-1.5906903,0.0085755
32,1.4461025,1.3686172,"('unkind', 'kind')",1.4461025,1.3686172,-0.0774853
33,-0.6111542,-0.59502727,"('wrong', 'right')",-0.6111542,-0.5950273,0.0161269
34,4.4786305,4.775722,"('mean', 'honorable')",4.4786305,4.775722,0.2970915
35,-0.99484086,-1.0582594,"('corrupt', 'incorrupt')",-0.9948409,-1.0582594,-0.0634185
36,-1.0481055,-1.1309477,"('hostile', 'amicable')",-1.0481055,-1.1309477,-0.0828422
37,1.0978568,1.1475922,"('fake', 'genuine')",1.0978568,1.1475922,0.0497354
38,-0.015966386,0.026204959,"('untruthful', 'truthful')",-0.0159664,0.026205,0.0421714
39,-0.118111834,-0.11927331,"('exploitative', 'cooperative')",-0.1181118,-0.1192733,-0.0011615
40,-1.6909931,-1.8975229,"('stingy', 'generous')",-1.6909931,-1.8975229,-0.2065298
