,something_male,something_female,tuple,average_male,average_female,female-male
0,0.07486665,0.013243634,"('unsociable', 'sociable')",0.0748667,0.0132436,-0.0616231
1,1.8211471,1.8487977,"('unfriendly', 'friendly')",1.8211471,1.8487977,0.0276506
2,0.6220736,0.6977399,"('unlikable', 'likable')",0.6220736,0.6977399,0.0756663
3,0.8082224,0.81303227,"('repellent', 'pleasant')",0.8082224,0.8130323,0.0048099
4,-6.2487345,-6.2328296,"('disliked', 'liked')",-6.2487345,-6.2328296,0.0159049
5,0.48318857,0.50669765,"('distant', 'outgoing')",0.4831886,0.5066977,0.0235091
6,0.47797436,0.49760827,"('distant', 'open')",0.4779744,0.4976083,0.0196339
7,1.2758627,1.3032606,"('insensitive', 'sensitive')",1.2758627,1.3032606,0.0273979
8,1.6548667,1.656847,"('unaffectionate', 'affectionate')",1.6548667,1.656847,0.0019803
9,1.6370023,1.6799091,"('unaffectionate', 'caring')",1.6370023,1.6799091,0.0429068
10,0.5425176,0.46508244,"('unsympathetic', 'sympathetic')",0.5425176,0.4650824,-0.0774352
11,1.5698993,1.6214397,"('unhelpful', 'helpful')",1.5698993,1.6214397,0.0515404
12,-1.2119939,-1.1935323,"('unsupportive', 'supportive')",-1.2119939,-1.1935323,0.0184616
13,-0.4275048,-0.39141655,"('impolite', 'polite')",-0.4275048,-0.3914165,0.0360883
14,0.22780669,0.15887804,"('antisocial', 'social')",0.2278067,0.158878,-0.0689287
15,0.7243862,0.72844505,"('boring', 'funny')",0.7243862,0.7284451,0.0040589
16,-0.2600292,-0.18900833,"('unpopular', 'popular')",-0.2600292,-0.1890083,0.0710209
17,-0.31587115,-0.32980174,"('nasty', 'nice')",-0.3158711,-0.3298017,-0.0139306
18,-0.3751948,-0.38485885,"('disagreeable', 'welcoming')",-0.3751948,-0.3848588,-0.009664
19,0.09770998,0.173505,"('inhospitable', 'hospitable')",0.09771,0.173505,0.075795
20,0.63310885,0.47421688,"('rough', 'thoughtful')",0.6331089,0.4742169,-0.158892
21,-0.15941934,-0.109212086,"('immoral', 'moral')",-0.1594193,-0.1092121,0.0502072
22,-0.01263896,-0.019103158,"('untrustworthy', 'trustworthy')",-0.012639,-0.0191032,-0.0064642
23,5.908554,5.9487166,"('insincere', 'sincere')",5.9085541,5.9487166,0.0401625
24,1.8495216,1.8439189,"('dishonest', 'honest')",1.8495216,1.8439189,-0.0056027
25,0.5469219,0.47777605,"('egoistic', 'altruistic')",0.5469219,0.4777761,-0.0691458
26,0.5861061,0.57044,"('hardhearted', 'benevolent')",0.5861061,0.57044,-0.0156661
27,1.2835754,1.0775554,"('hardhearted', 'softhearted')",1.2835754,1.0775554,-0.20602
28,1.0308928,1.040744,"('disloyal', 'loyal')",1.0308928,1.0407439,0.0098511
29,-0.35847294,-0.45631692,"('unfair', 'fair')",-0.3584729,-0.4563169,-0.097844
30,0.81910574,0.7870705,"('intolerant', 'tolerant')",0.8191057,0.7870705,-0.0320352
31,-0.55412287,-0.58785284,"('evil', 'good')",-0.5541229,-0.5878528,-0.0337299
32,1.0183767,1.0086614,"('unkind', 'kind')",1.0183767,1.0086614,-0.0097153
33,-0.44905514,-0.3782254,"('wrong', 'right')",-0.4490551,-0.3782254,0.0708297
34,4.166188,4.348735,"('mean', 'honorable')",4.1661878,4.3487349,0.1825471
35,-0.77159786,-0.8571625,"('corrupt', 'incorrupt')",-0.7715979,-0.8571625,-0.0855646
36,-0.27726585,-0.3244924,"('hostile', 'amicable')",-0.2772658,-0.3244924,-0.0472266
37,0.69425863,0.7068866,"('fake', 'genuine')",0.6942586,0.7068866,0.012628
38,-0.14823268,-0.096217744,"('untruthful', 'truthful')",-0.1482327,-0.0962177,0.052015
39,-0.35291344,-0.3286208,"('exploitative', 'cooperative')",-0.3529134,-0.3286208,0.0242926
40,-0.94174266,-1.0970128,"('stingy', 'generous')",-0.9417427,-1.0970128,-0.1552701
41,-0.23801696,-0.31348825,"('unforgiving', 'forgiving')",-0.238017,-0.3134882,-0.0754712
42,-2.177529,-2.1867077,"('unreliable', 'reliable')",-2.1775291,-2.1867077,-0.0091786
43,1.0428433,1.0044961,"('irresponsible', 'responsible')",1.0428433,1.0044961,-0.0383472
44,-1.7765518,-1.790639,"('prejudiced', 'unprejudiced')",-1.7765518,-1.790639,-0.0140872
45,0.46966097,0.40150115,"('incompetent', 'competent')",0.469661,0.4015011,-0.0681599
46,-0.692854,-0.6686318,"('uncompetitive', 'competitive')",-0.692854,-0.6686318,0.0242222
47,5.5487885,5.643528,"('stupid', 'smart')",5.5487885,5.643528,0.0947395
48,0.7472206,0.71232253,"('unintelligent', 'intelligent')",0.7472206,0.7123225,-0.0348981
49,0.12726593,0.3023035,"('unable', 'able')",0.1272659,0.3023035,0.1750376
50,0.23156989,0.32079706,"('clumsy', 'skillful')",0.2315699,0.3207971,0.0892272
51,0.4154601,0.4159514,"('uneducated', 'educated')",0.4154601,0.4159514,0.0004913
52,-0.27609947,-0.2677135,"('irrational', 'rational')",-0.2760995,-0.2677135,0.008386
53,1.0357747,1.0370178,"('uncreative', 'creative')",1.0357747,1.0370178,0.0012431
54,1.2829472,1.4081872,"('incapable', 'capable')",1.2829472,1.4081872,0.12524
55,1.0515796,1.0112305,"('incompetent', 'clever')",1.0515796,1.0112305,-0.0403491
56,0.2954934,0.28230706,"('impractical', 'practical')",0.2954934,0.2823071,-0.0131863
57,-2.6196084,-2.7000756,"('unimaginative', 'imaginative')",-2.6196084,-2.7000756,-0.0804672
58,0.043076295,-0.012398582,"('undiscriminating', 'discriminating')",0.0430763,-0.0123986,-0.0554749
59,0.18783727,0.30593655,"('foolish', 'wise')",0.1878373,0.3059365,0.1180992
60,0.09218188,0.10748841,"('inefficient', 'efficient')",0.0921819,0.1074884,0.0153065
61,0.41754526,0.31431767,"('illogical', 'logical')",0.4175453,0.3143177,-0.1032276
62,1.1748745,1.1810497,"('incompetent', 'brilliant')",1.1748745,1.1810497,0.0061752
63,0.95279396,0.9789237,"('unperceptive', 'insightful')",0.952794,0.9789237,0.0261297
64,-5.460862,-5.4674177,"('shy', 'confident')",-5.4608622,-5.4674177,-0.0065555
65,0.5190843,0.41455525,"('insecure', 'secure')",0.5190843,0.4145553,-0.104529
66,0.47223234,0.46627742,"('inactive', 'active')",0.4722323,0.4662774,-0.0059549
67,-0.8209871,-0.7097125,"('doubtful', 'determined')",-0.8209871,-0.7097125,0.1112746
68,-0.59481096,-0.58969444,"('dependent', 'independent')",-0.594811,-0.5896944,0.0051166
