,foot_male,foot_female,tuple,locker_male,locker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2273162,0.17588516,"('unsociable', 'sociable')",1.9999954,1.8594435,0.002906805,-0.17430738,0.7434061,0.6203404,-0.1230657
1,0.43595457,0.510726,"('unfriendly', 'friendly')",-0.25280058,-0.30393124,1.8188138,1.8614566,0.6673226,0.6894171,0.0220945
2,-0.46855694,-0.3944298,"('unlikable', 'likable')",0.14626785,0.28665414,0.13929302,0.2570466,-0.0609987,0.049757,0.1107557
3,-0.67020476,-0.55097175,"('repellent', 'pleasant')",0.19521396,0.40821558,0.31928518,0.42381355,-0.0519019,0.0936858,0.1455877
4,0.9791808,0.9414342,"('disliked', 'liked')",-0.5830156,-0.560206,-6.607369,-6.672377,-2.0704012,-2.0970497,-0.0266485
5,0.696996,0.8203567,"('distant', 'outgoing')",-1.1461661,-1.1131034,-0.2593223,-0.204806,-0.2361641,-0.1658509,0.0703132
6,0.22904763,0.27660543,"('distant', 'open')",-1.2111565,-1.1522062,0.19505575,0.25420552,-0.262351,-0.2071317,0.0552193
7,-0.13144843,-0.045049615,"('insensitive', 'sensitive')",1.2297904,1.3573387,1.3098866,1.3123403,0.8027429,0.8748764,0.0721335
8,-0.46073526,-0.47168958,"('unaffectionate', 'affectionate')",-0.82609093,-0.87261564,1.2234728,1.202793,-0.0211178,-0.0471708,-0.026053
9,0.054725964,0.07087371,"('unaffectionate', 'caring')",-0.34123892,-0.3593993,1.4577143,1.5169104,0.3904004,0.4094616,0.0190612
10,-0.74386615,-0.7027218,"('unsympathetic', 'sympathetic')",1.0998003,1.010549,0.2235995,0.16672102,0.1931779,0.1581827,-0.0349952
11,-0.5364858,-0.47080842,"('unhelpful', 'helpful')",-0.048225805,0.10412417,1.7864091,1.9462413,0.4005659,0.526519,0.1259531
12,0.77240264,0.9149185,"('unsupportive', 'supportive')",0.8266462,1.0252957,-1.6454413,-1.5878378,-0.0154641,0.1174588,0.1329229
13,0.62145233,0.6693831,"('impolite', 'polite')",1.6341304,1.6439536,-0.49547493,-0.4862739,0.5867026,0.6090209,0.0223183
14,1.1271781,1.136806,"('antisocial', 'social')",1.7950284,1.7606449,0.033439476,-0.08236047,0.9852153,0.9383635,-0.0468518
15,0.647715,0.7465147,"('boring', 'funny')",-0.26307678,-0.387214,0.7307893,0.6580021,0.3718092,0.3391009,-0.0327083
16,-0.9370307,-0.85954785,"('unpopular', 'popular')",-1.3488079,-1.1766075,-0.26180845,-0.13296348,-0.8492157,-0.7230395,0.1261762
17,0.30287796,0.52895427,"('nasty', 'nice')",-0.42941365,-0.25877687,-0.31530115,-0.23429403,-0.1472789,0.0119611,0.15924
18,-1.5261699,-1.4386752,"('disagreeable', 'welcoming')",-1.1352227,-0.90020686,-0.7470983,-0.6684027,-1.1361637,-1.0024282,0.1337355
19,-0.600115,-0.5853762,"('inhospitable', 'hospitable')",-1.6437905,-1.5576593,-0.25420085,-0.0994878,-0.8327022,-0.7475077,0.0851945
20,-0.69741166,-0.58729756,"('rough', 'thoughtful')",-0.94755924,-0.85809404,0.7653677,0.7069008,-0.2932011,-0.2461636,0.0470375
21,-0.18776405,-0.08718504,"('immoral', 'moral')",0.85881764,0.9409545,-0.7446059,-0.60857886,-0.0245174,0.0817302,0.1062476
22,-0.0024148934,-0.07433005,"('untrustworthy', 'trustworthy')",1.0111108,0.96549666,-0.1256764,-0.24670115,0.2943398,0.2148218,-0.079518
23,-0.6403128,-0.55325913,"('insincere', 'sincere')",0.55311406,0.6865913,6.0382485,6.0840955,1.9836833,2.0724759,0.0887926
24,0.17336455,0.11582157,"('dishonest', 'honest')",0.22778341,0.24749723,1.0600072,1.0373422,0.4870517,0.466887,-0.0201647
25,-0.8755096,-0.8236021,"('egoistic', 'altruistic')",-1.2852992,-1.3020281,1.302743,1.3184574,-0.2860219,-0.2690576,0.0169643
26,0.71971875,0.66284925,"('hardhearted', 'benevolent')",-0.15550251,-0.1853213,1.7886034,1.7138838,0.7842732,0.7304706,-0.0538026
27,-0.5286969,-0.38737237,"('hardhearted', 'softhearted')",-0.3693022,-0.32839814,1.5944799,1.5003796,0.2321603,0.2615364,0.0293761
28,0.07715888,-0.008754592,"('disloyal', 'loyal')",-0.3743129,-0.49061072,1.1746995,1.0441904,0.2925152,0.1816084,-0.1109068
29,0.082726344,0.11384318,"('unfair', 'fair')",0.02324463,0.012121195,-0.21808454,-0.4411529,-0.0373712,-0.1050628,-0.0676916
30,0.2756825,0.43081754,"('intolerant', 'tolerant')",1.655239,1.6428891,1.1582644,1.1845224,1.0297287,1.0860763,0.0563476
31,-0.6112037,-0.6047933,"('evil', 'good')",-1.8087747,-1.7986903,-0.89123917,-0.9726517,-1.1037392,-1.1253784,-0.0216392
32,-0.09144167,-0.12545459,"('unkind', 'kind')",0.80252475,0.81894314,1.2084165,1.0854062,0.6398332,0.5929649,-0.0468683
33,1.1535866,1.1104654,"('wrong', 'right')",-0.1589028,-0.17519185,-0.35465577,-0.41960433,0.2133427,0.1718897,-0.041453
34,-0.35924953,-0.19680981,"('mean', 'honorable')",1.0134989,1.2250619,5.5147314,5.8633466,2.0563269,2.2971996,0.2408727
35,0.18730077,0.15682796,"('corrupt', 'incorrupt')",-1.849879,-1.8614244,-0.23924407,-0.42106625,-0.6339408,-0.7085543,-0.0746135
36,0.10569701,0.13999978,"('hostile', 'amicable')",-1.5615225,-1.6586022,-0.08788508,-0.18809536,-0.5145702,-0.5688993,-0.0543291
37,0.3304302,0.37726706,"('fake', 'genuine')",-0.35546792,-0.26728308,0.75222355,0.74050593,0.2423953,0.2834966,0.0411013
38,0.3013209,0.3178275,"('untruthful', 'truthful')",0.25376424,0.25920954,-0.16891694,-0.030618131,0.1287227,0.1821396,0.0534169
39,0.60280246,0.68201196,"('exploitative', 'cooperative')",0.015603953,0.13162215,0.23034248,0.23356503,0.2829163,0.3490664,0.0661501
40,-0.64026874,-0.655505,"('stingy', 'generous')",-0.67576796,-0.5442711,-1.7870678,-1.8025497,-1.0343682,-1.0007753,0.0335929
41,0.036429007,0.051594634,"('unforgiving', 'forgiving')",0.3206034,0.33477956,0.20153762,0.12286066,0.18619,0.1697449,-0.0164451
42,0.5184703,0.5959625,"('unreliable', 'reliable')",0.6707171,0.7698626,-3.0122,-2.9519367,-0.6076709,-0.5287038,0.0789671
43,0.3240366,0.4729553,"('irresponsible', 'responsible')",1.2150911,1.2061683,1.1373428,1.172562,0.8921568,0.9505618,0.058405
44,-0.4734,-0.44220346,"('prejudiced', 'unprejudiced')",-0.8903085,-0.81811994,-1.6807531,-1.686185,-1.0148206,-0.9821695,0.0326511
45,0.5007559,0.5859636,"('incompetent', 'competent')",0.88104385,0.8909082,0.5828501,0.460107,0.6548833,0.6456596,-0.0092237
46,-0.7147011,-0.76519847,"('uncompetitive', 'competitive')",1.5009031,1.425157,-0.4161252,-0.509343,0.1233589,0.0502052,-0.0731537
47,0.77614534,0.8029967,"('stupid', 'smart')",1.8627359,1.9026438,5.6178684,5.811108,2.75225,2.8389161,0.0866661
48,-1.0855544,-0.95957386,"('unintelligent', 'intelligent')",-0.5674076,-0.52016664,0.39622444,0.45136434,-0.4189125,-0.342792,0.0761205
49,-0.420403,-0.24858618,"('unable', 'able')",-0.0019006543,0.2013576,-0.46037292,-0.35685062,-0.2942255,-0.1346931,0.1595324
50,0.011034347,0.0029165149,"('clumsy', 'skillful')",-0.47264278,-0.39096093,-0.25918347,-0.26700264,-0.240264,-0.218349,0.021915
51,-0.60772544,-0.7361624,"('uneducated', 'educated')",-0.39015546,-0.46836185,0.34424415,0.40052214,-0.2178789,-0.2680007,-0.0501218
52,-0.48831224,-0.607678,"('irrational', 'rational')",-2.2823167,-2.3627532,-0.40985298,-0.43582007,-1.0601606,-1.1354171,-0.0752565
53,-0.9063216,-0.90436304,"('uncreative', 'creative')",-1.3465502,-1.2656764,0.6992523,0.69236666,-0.5178731,-0.4925576,0.0253155
54,0.24538355,0.13239256,"('incapable', 'capable')",-0.8326035,-0.9295628,0.91425675,0.99568295,0.1090123,0.0661709,-0.0428414
55,-1.1455183,-1.082063,"('incompetent', 'clever')",1.30565,1.2946858,0.34398702,0.3501119,0.1680396,0.1875783,0.0195387
56,1.3354919,1.4593533,"('impractical', 'practical')",1.797119,1.7998326,-0.11808215,-0.07340366,1.0048429,1.0619274,0.0570845
57,-0.18914552,-0.2334944,"('unimaginative', 'imaginative')",-0.52075315,-0.5922625,-2.145153,-2.2254243,-0.9516839,-1.0170604,-0.0653765
58,-0.29758054,-0.35799688,"('undiscriminating', 'discriminating')",0.80559945,0.67906475,0.66674227,0.6333728,0.3915871,0.3181469,-0.0734402
59,0.3534134,0.34567106,"('foolish', 'wise')",-0.99513775,-0.98020804,-0.11818435,-0.017669527,-0.2533029,-0.2174022,0.0359007
60,-0.25172397,-0.025978865,"('inefficient', 'efficient')",2.1598468,2.2866168,-0.04902824,0.17199703,0.6196982,0.8108784,0.1911802
61,0.80626065,0.6937195,"('illogical', 'logical')",0.5940127,0.45121115,0.30684283,0.06817043,0.5690387,0.404367,-0.1646717
62,-0.88098794,-0.64021814,"('incompetent', 'brilliant')",0.14783555,0.2992251,0.15655717,0.34741354,-0.1921984,0.0021402,0.1943386
63,-0.60455376,-0.4960397,"('unperceptive', 'insightful')",0.3491398,0.49013716,0.8234155,1.0334107,0.1893339,0.3425027,0.1531688
64,-0.1679609,-0.19405356,"('shy', 'confident')",0.19876352,0.2746431,-6.7921333,-6.853528,-2.2537769,-2.2576462,-0.0038693
65,-0.67086685,-0.7876912,"('insecure', 'secure')",1.4747043,1.3581644,0.1564472,0.09030595,0.3200949,0.2202597,-0.0998352
66,-0.75363874,-0.8068241,"('inactive', 'active')",-2.0633578,-2.0541918,0.29869753,0.27311054,-0.839433,-0.8626351,-0.0232021
67,1.1285279,1.0837815,"('doubtful', 'determined')",0.43254724,0.41646138,-0.69454116,-0.63909507,0.2888446,0.2870493,-0.0017953
68,-1.2552412,-1.3291172,"('dependent', 'independent')",-0.46658516,-0.4720262,-0.9056712,-0.8860403,-0.8758325,-0.8957279,-0.0198954
69,0.04637064,0.19700736,"('lazy', 'industrious')",-0.87950957,-0.7384028,-1.039906,-1.0772821,-0.6243483,-0.5395592,0.0847891
70,0.046061672,0.065752685,"('lethargic', 'energetic')",1.1610984,1.0941014,1.3653342,1.3296906,0.857498,0.8298483,-0.0276497
71,1.4091672,1.3572379,"('diffident', 'self-confident')",0.8230312,0.8884781,0.29452544,0.32267928,0.8422412,0.8561318,0.0138906
72,-0.6091657,-0.628604,"('unambitious', 'ambitious')",-1.1142639,-1.0903884,-0.15833959,-0.1445666,-0.6272564,-0.6211863,0.0060701
73,2.1477778,2.0817502,"('helpless', 'self-reliant')",0.47052842,0.5809048,-3.1791055,-3.0953674,-0.1869331,-0.1442375,0.0426956
