,palm_male,palm_female,tuple,average_male,average_female,female-male
0,-0.577954,-0.6879321,"('unsociable', 'sociable')",-0.577954,-0.6879321,-0.1099781
1,1.5473579,1.4926162,"('unfriendly', 'friendly')",1.5473579,1.4926162,-0.0547417
2,-0.16313186,-0.12960069,"('unlikable', 'likable')",-0.1631319,-0.1296007,0.0335312
3,0.19259839,0.23547067,"('repellent', 'pleasant')",0.1925984,0.2354707,0.0428723
4,-7.039075,-7.111465,"('disliked', 'liked')",-7.0390749,-7.111465,-0.0723901
5,-0.10679183,-0.09835278,"('distant', 'outgoing')",-0.1067918,-0.0983528,0.008439
6,0.48732573,0.4542939,"('distant', 'open')",0.4873257,0.4542939,-0.0330318
7,0.10452726,0.15578777,"('insensitive', 'sensitive')",0.1045273,0.1557878,0.0512605
8,1.4675413,1.3594373,"('unaffectionate', 'affectionate')",1.4675413,1.3594373,-0.108104
9,1.7813797,1.7576752,"('unaffectionate', 'caring')",1.7813797,1.7576752,-0.0237045
10,0.1487391,0.14862934,"('unsympathetic', 'sympathetic')",0.1487391,0.1486293,-0.0001098
11,1.0154812,1.0465801,"('unhelpful', 'helpful')",1.0154812,1.0465801,0.0310989
12,-2.08004,-2.0879622,"('unsupportive', 'supportive')",-2.08004,-2.0879622,-0.0079222
13,-0.8781849,-0.9091598,"('impolite', 'polite')",-0.8781849,-0.9091598,-0.0309749
14,-0.38852167,-0.44047636,"('antisocial', 'social')",-0.3885217,-0.4404764,-0.0519547
15,0.51270455,0.49706006,"('boring', 'funny')",0.5127046,0.4970601,-0.0156445
16,-0.026732743,-0.018260762,"('unpopular', 'popular')",-0.0267327,-0.0182608,0.0084719
17,-0.20189863,-0.12276741,"('nasty', 'nice')",-0.2018986,-0.1227674,0.0791312
18,-0.097116195,-0.21006292,"('disagreeable', 'welcoming')",-0.0971162,-0.2100629,-0.1129467
19,-0.45790285,-0.4400866,"('inhospitable', 'hospitable')",-0.4579028,-0.4400866,0.0178162
20,0.70127785,0.6381902,"('rough', 'thoughtful')",0.7012779,0.6381902,-0.0630877
21,-0.8966595,-0.8383601,"('immoral', 'moral')",-0.8966595,-0.8383601,0.0582994
22,-1.2783858,-1.3119181,"('untrustworthy', 'trustworthy')",-1.2783858,-1.3119181,-0.0335323
23,5.863453,5.871305,"('insincere', 'sincere')",5.8634529,5.871305,0.0078521
24,1.0464255,0.9295822,"('dishonest', 'honest')",1.0464255,0.9295822,-0.1168433
25,1.3510535,1.2613122,"('egoistic', 'altruistic')",1.3510535,1.2613122,-0.0897413
26,1.0126743,0.90320003,"('hardhearted', 'benevolent')",1.0126743,0.9032,-0.1094743
27,1.8624765,1.676121,"('hardhearted', 'softhearted')",1.8624765,1.676121,-0.1863555
28,1.0337367,0.97375244,"('disloyal', 'loyal')",1.0337367,0.9737524,-0.0599843
29,-0.64746344,-0.7182417,"('unfair', 'fair')",-0.6474634,-0.7182417,-0.0707783
30,0.96881574,0.8770153,"('intolerant', 'tolerant')",0.9688157,0.8770153,-0.0918004
31,-0.7279517,-0.69107664,"('evil', 'good')",-0.7279517,-0.6910766,0.0368751
32,0.54910254,0.48976642,"('unkind', 'kind')",0.5491025,0.4897664,-0.0593361
33,-0.24884406,-0.27046117,"('wrong', 'right')",-0.2488441,-0.2704612,-0.0216171
34,4.6153183,4.7256303,"('mean', 'honorable')",4.6153183,4.7256303,0.110312
35,0.063014254,-0.12838769,"('corrupt', 'incorrupt')",0.0630143,-0.1283877,-0.191402
36,0.13253601,0.010762023,"('hostile', 'amicable')",0.132536,0.010762,-0.121774
37,0.78290546,0.7925222,"('fake', 'genuine')",0.7829055,0.7925222,0.0096167
38,-0.48539,-0.4949252,"('untruthful', 'truthful')",-0.48539,-0.4949252,-0.0095352
39,0.46684134,0.41156557,"('exploitative', 'cooperative')",0.4668413,0.4115656,-0.0552757
40,-1.381511,-1.5402707,"('stingy', 'generous')",-1.381511,-1.5402707,-0.1587597
41,-0.1779907,-0.25262228,"('unforgiving', 'forgiving')",-0.1779907,-0.2526223,-0.0746316
42,-2.7352586,-2.7457106,"('unreliable', 'reliable')",-2.7352586,-2.7457106,-0.010452
43,0.09249865,0.07486206,"('irresponsible', 'responsible')",0.0924987,0.0748621,-0.0176366
