,hunt_male,hunt_female,tuple,average_male,average_female,female-male
0,-0.102991104,-0.042894907,"('unsociable', 'sociable')",-0.1029911,-0.0428949,0.0600962
1,1.3309654,1.3056649,"('unfriendly', 'friendly')",1.3309654,1.3056649,-0.0253005
2,-0.12276354,-0.11929771,"('unlikable', 'likable')",-0.1227635,-0.1192977,0.0034658
3,0.581033,0.649117,"('repellent', 'pleasant')",0.581033,0.649117,0.068084
4,-7.3948765,-7.579645,"('disliked', 'liked')",-7.3948765,-7.5796452,-0.1847687
5,-0.5096015,-0.53640974,"('distant', 'outgoing')",-0.5096015,-0.5364097,-0.0268082
6,0.11312287,-0.0034078434,"('distant', 'open')",0.1131229,-0.0034078,-0.1165307
7,0.8113472,0.9029076,"('insensitive', 'sensitive')",0.8113472,0.9029076,0.0915604
8,1.2611905,1.1106724,"('unaffectionate', 'affectionate')",1.2611905,1.1106724,-0.1505181
9,1.4521346,1.4447564,"('unaffectionate', 'caring')",1.4521346,1.4447564,-0.0073782
10,0.7198848,0.80357,"('unsympathetic', 'sympathetic')",0.7198848,0.80357,0.0836852
11,0.9601818,1.1185362,"('unhelpful', 'helpful')",0.9601818,1.1185362,0.1583544
12,-2.0402365,-2.039576,"('unsupportive', 'supportive')",-2.0402365,-2.0395761,0.0006604
13,-0.68605226,-0.5338061,"('impolite', 'polite')",-0.6860523,-0.5338061,0.1522462
14,0.35276657,0.3928659,"('antisocial', 'social')",0.3527666,0.3928659,0.0400993
15,-0.0593528,-0.09242609,"('boring', 'funny')",-0.0593528,-0.0924261,-0.0330733
16,-0.6023914,-0.6233753,"('unpopular', 'popular')",-0.6023914,-0.6233753,-0.0209839
17,-0.20840319,-0.20099418,"('nasty', 'nice')",-0.2084032,-0.2009942,0.007409
18,-0.5192102,-0.5200258,"('disagreeable', 'welcoming')",-0.5192102,-0.5200258,-0.0008156
19,-0.6108977,-0.68494403,"('inhospitable', 'hospitable')",-0.6108977,-0.684944,-0.0740463
20,0.85081077,0.8558728,"('rough', 'thoughtful')",0.8508108,0.8558728,0.005062
21,-0.599029,-0.42985603,"('immoral', 'moral')",-0.599029,-0.429856,0.169173
22,-0.57480246,-0.53205603,"('untrustworthy', 'trustworthy')",-0.5748025,-0.532056,0.0427465
