,chapel_male,chapel_female,tuple,average_male,average_female,female-male
0,0.63166356,0.5783296,"('unsociable', 'sociable')",0.6316636,0.5783296,-0.053334
1,1.1850998,1.1073629,"('unfriendly', 'friendly')",1.1850998,1.1073629,-0.0777369
2,0.323344,0.36881262,"('unlikable', 'likable')",0.323344,0.3688126,0.0454686
3,0.7056692,0.7858625,"('repellent', 'pleasant')",0.7056692,0.7858625,0.0801933
4,-6.674055,-6.7201915,"('disliked', 'liked')",-6.6740551,-6.7201915,-0.0461364
5,-1.5414201,-1.5510267,"('distant', 'outgoing')",-1.5414201,-1.5510267,-0.0096066
6,-0.57614744,-0.6733404,"('distant', 'open')",-0.5761474,-0.6733404,-0.097193
7,1.766203,1.7878686,"('insensitive', 'sensitive')",1.766203,1.7878686,0.0216656
8,0.46922493,0.2852674,"('unaffectionate', 'affectionate')",0.4692249,0.2852674,-0.1839575
9,1.2311581,1.1765445,"('unaffectionate', 'caring')",1.2311581,1.1765445,-0.0546136
10,0.8808875,0.8691189,"('unsympathetic', 'sympathetic')",0.8808875,0.8691189,-0.0117686
11,1.3494155,1.4689441,"('unhelpful', 'helpful')",1.3494155,1.4689441,0.1195286
12,-1.774825,-1.7068022,"('unsupportive', 'supportive')",-1.774825,-1.7068022,0.0680228
13,-0.27425236,-0.20187588,"('impolite', 'polite')",-0.2742524,-0.2018759,0.0723765
14,0.69446445,0.7411507,"('antisocial', 'social')",0.6944644,0.7411507,0.0466863
15,0.12356573,0.089427784,"('boring', 'funny')",0.1235657,0.0894278,-0.0341379
16,0.09489763,0.10405251,"('unpopular', 'popular')",0.0948976,0.1040525,0.0091549
17,-0.1304658,-0.11636934,"('nasty', 'nice')",-0.1304658,-0.1163693,0.0140965
18,-0.5152179,-0.55770963,"('disagreeable', 'welcoming')",-0.5152179,-0.5577096,-0.0424917
19,-0.6643909,-0.708957,"('inhospitable', 'hospitable')",-0.6643909,-0.708957,-0.0445661
20,0.80952334,0.80382586,"('rough', 'thoughtful')",0.8095233,0.8038259,-0.0056974
21,-0.045473166,0.1059898,"('immoral', 'moral')",-0.0454732,0.1059898,0.151463
22,0.091477506,0.11782232,"('untrustworthy', 'trustworthy')",0.0914775,0.1178223,0.0263448
23,6.2361646,6.2924113,"('insincere', 'sincere')",6.2361646,6.2924113,0.0562467
24,1.4594796,1.3362582,"('dishonest', 'honest')",1.4594796,1.3362582,-0.1232214
25,0.8361233,0.7153769,"('egoistic', 'altruistic')",0.8361233,0.7153769,-0.1207464
26,1.705215,1.6641531,"('hardhearted', 'benevolent')",1.705215,1.6641531,-0.0410619
27,1.5597117,1.3120705,"('hardhearted', 'softhearted')",1.5597117,1.3120705,-0.2476412
28,0.9745687,0.85424745,"('disloyal', 'loyal')",0.9745687,0.8542475,-0.1203212
29,-0.7242867,-0.9192344,"('unfair', 'fair')",-0.7242867,-0.9192344,-0.1949477
30,1.0194604,1.0370457,"('intolerant', 'tolerant')",1.0194604,1.0370457,0.0175853
31,-1.3186327,-1.4612297,"('evil', 'good')",-1.3186327,-1.4612297,-0.142597
32,1.4337556,1.3037767,"('unkind', 'kind')",1.4337556,1.3037767,-0.1299789
33,-0.62818336,-0.6392899,"('wrong', 'right')",-0.6281834,-0.6392899,-0.0111065
34,4.4956665,4.647613,"('mean', 'honorable')",4.4956665,4.647613,0.1519465
35,-0.53875625,-0.7856967,"('corrupt', 'incorrupt')",-0.5387563,-0.7856967,-0.2469404
36,-0.87533605,-1.0676008,"('hostile', 'amicable')",-0.8753361,-1.0676008,-0.1922647
37,0.73563397,0.6416215,"('fake', 'genuine')",0.735634,0.6416215,-0.0940125
38,-0.0017993972,0.053524055,"('untruthful', 'truthful')",-0.0017994,0.0535241,0.0553235
39,0.70631766,0.6950811,"('exploitative', 'cooperative')",0.7063177,0.6950811,-0.0112366
40,-1.4452082,-1.5930351,"('stingy', 'generous')",-1.4452082,-1.5930351,-0.1478269
41,0.18589279,0.24551071,"('unforgiving', 'forgiving')",0.1858928,0.2455107,0.0596179
42,-2.6727016,-2.684728,"('unreliable', 'reliable')",-2.6727016,-2.6847279,-0.0120263
43,1.0020965,1.0984471,"('irresponsible', 'responsible')",1.0020965,1.0984471,0.0963506
44,-1.4019223,-1.3693002,"('prejudiced', 'unprejudiced')",-1.4019223,-1.3693002,0.0326221
45,0.7773899,0.7675382,"('incompetent', 'competent')",0.7773899,0.7675382,-0.0098517
46,-0.5763378,-0.48240033,"('uncompetitive', 'competitive')",-0.5763378,-0.4824003,0.0939375
47,5.310509,5.4432073,"('stupid', 'smart')",5.3105092,5.4432073,0.1326981
48,0.64185494,0.6853732,"('unintelligent', 'intelligent')",0.6418549,0.6853732,0.0435183
49,-0.5863938,-0.497201,"('unable', 'able')",-0.5863938,-0.497201,0.0891928
50,-0.63458616,-0.7509928,"('clumsy', 'skillful')",-0.6345862,-0.7509928,-0.1164066
51,0.42489165,0.3480519,"('uneducated', 'educated')",0.4248917,0.3480519,-0.0768398
52,-0.67906207,-0.9009099,"('irrational', 'rational')",-0.6790621,-0.9009099,-0.2218478
53,0.057857677,-0.008457152,"('uncreative', 'creative')",0.0578577,-0.0084572,-0.0663149
54,0.70793456,0.7196458,"('incapable', 'capable')",0.7079346,0.7196458,0.0117112
55,1.3461509,1.3988631,"('incompetent', 'clever')",1.3461509,1.3988631,0.0527122
56,0.47089905,0.49905425,"('impractical', 'practical')",0.470899,0.4990543,0.0281553
57,-2.1473968,-2.0848238,"('unimaginative', 'imaginative')",-2.1473968,-2.0848238,0.062573
58,0.5344153,0.54620504,"('undiscriminating', 'discriminating')",0.5344153,0.546205,0.0117897
59,-0.04584295,-0.12603974,"('foolish', 'wise')",-0.0458429,-0.1260397,-0.0801968
60,0.29426527,0.51570505,"('inefficient', 'efficient')",0.2942653,0.515705,0.2214397
61,0.75798184,0.60862243,"('illogical', 'logical')",0.7579818,0.6086224,-0.1493594
62,0.5037233,0.7277531,"('incompetent', 'brilliant')",0.5037233,0.7277531,0.2240298
63,0.15734582,0.37896794,"('unperceptive', 'insightful')",0.1573458,0.3789679,0.2216221
64,-6.0911646,-6.058906,"('shy', 'confident')",-6.0911646,-6.0589061,0.0322585
65,0.5641742,0.61129606,"('insecure', 'secure')",0.5641742,0.6112961,0.0471219
66,0.25790662,0.14873719,"('inactive', 'active')",0.2579066,0.1487372,-0.1091694
67,-0.30306908,-0.2514274,"('doubtful', 'determined')",-0.3030691,-0.2514274,0.0516417
68,-0.9623207,-1.0039726,"('dependent', 'independent')",-0.9623207,-1.0039726,-0.0416519
69,-1.7604849,-1.8497591,"('lazy', 'industrious')",-1.7604849,-1.8497591,-0.0892742
70,1.254827,1.2957717,"('lethargic', 'energetic')",1.254827,1.2957717,0.0409447
71,0.8921396,0.86942357,"('diffident', 'self-confident')",0.8921396,0.8694236,-0.022716
72,0.03758435,0.16336279,"('unambitious', 'ambitious')",0.0375843,0.1633628,0.1257785
73,-3.4124234,-3.392033,"('helpless', 'self-reliant')",-3.4124234,-3.3920331,0.0203903
74,0.3330747,0.2507867,"('undedicated', 'dedicated')",0.3330747,0.2507867,-0.082288
75,-0.7763943,-0.75851184,"('meek', 'impulsive')",-0.7763943,-0.7585118,0.0178825
76,0.36852017,0.44362077,"('anxious', 'daring')",0.3685202,0.4436208,0.0751006
77,-0.9749464,-0.70059466,"('unmotivated', 'motivated')",-0.9749464,-0.7005947,0.2743517
78,-0.7435346,-0.69462335,"('nonresilient', 'resilient')",-0.7435346,-0.6946234,0.0489112
79,-0.37460652,-0.4549596,"('wavering', 'unwavering')",-0.3746065,-0.4549596,-0.0803531
80,-0.15202093,-0.082099505,"('dominated', 'dominating')",-0.1520209,-0.0820995,0.0699214
81,-0.1987015,-0.056218654,"('submissive', 'aggressive')",-0.1987015,-0.0562187,0.1424828
82,5.8472695,5.814731,"('poor', 'rich')",5.8472695,5.8147311,-0.0325384
83,-0.29484257,-0.2952742,"('powerless', 'powerful')",-0.2948426,-0.2952742,-0.0004316
84,0.11191688,0.020911254,"('inferior', 'superior')",0.1119169,0.0209113,-0.0910056
85,-0.35633576,-0.4642492,"('insignificant', 'prestigious')",-0.3563358,-0.4642492,-0.1079134
86,0.66799283,0.56579304,"('uninfluential', 'influential')",0.6679928,0.565793,-0.1021998
87,-0.49474522,-0.36330602,"('unsuccessful', 'successful')",-0.4947452,-0.363306,0.1314392
88,0.14692393,0.09945284,"('low', 'eminent')",0.1469239,0.0994528,-0.0474711
