,cop_male,cop_female,tuple,average_male,average_female,female-male
0,0.30203265,0.076918826,"('unsociable', 'sociable')",0.3020326,0.0769188,-0.2251138
1,1.4488928,1.424167,"('unfriendly', 'friendly')",1.4488928,1.424167,-0.0247258
2,0.51253116,0.6309769,"('unlikable', 'likable')",0.5125312,0.6309769,0.1184457
3,0.57835054,0.7395825,"('repellent', 'pleasant')",0.5783505,0.7395825,0.161232
4,-7.1434727,-7.1996384,"('disliked', 'liked')",-7.1434727,-7.1996384,-0.0561657
5,-0.3114019,-0.13642837,"('distant', 'outgoing')",-0.3114019,-0.1364284,0.1749735
6,-0.03297276,0.14682736,"('distant', 'open')",-0.0329728,0.1468274,0.1798002
7,0.60653925,0.7324832,"('insensitive', 'sensitive')",0.6065392,0.7324832,0.125944
8,1.3643545,1.3736397,"('unaffectionate', 'affectionate')",1.3643545,1.3736397,0.0092852
9,1.9135599,2.073854,"('unaffectionate', 'caring')",1.9135599,2.073854,0.1602941
10,1.0949286,1.2192657,"('unsympathetic', 'sympathetic')",1.0949286,1.2192657,0.1243371
11,2.298541,2.3427823,"('unhelpful', 'helpful')",2.2985411,2.3427823,0.0442412
12,-1.6095723,-1.5886512,"('unsupportive', 'supportive')",-1.6095723,-1.5886512,0.0209211
13,0.30021197,0.1550123,"('impolite', 'polite')",0.300212,0.1550123,-0.1451997
14,-0.066627935,-0.18804018,"('antisocial', 'social')",-0.0666279,-0.1880402,-0.1214123
15,0.86202943,0.6738401,"('boring', 'funny')",0.8620294,0.6738401,-0.1881893
16,-0.35651642,-0.28006718,"('unpopular', 'popular')",-0.3565164,-0.2800672,0.0764492
17,0.13704583,0.109045476,"('nasty', 'nice')",0.1370458,0.1090455,-0.0280003
18,-0.7380768,-0.8105818,"('disagreeable', 'welcoming')",-0.7380768,-0.8105818,-0.072505
19,-0.4940467,-0.3082871,"('inhospitable', 'hospitable')",-0.4940467,-0.3082871,0.1857596
20,0.44266006,0.3368482,"('rough', 'thoughtful')",0.4426601,0.3368482,-0.1058119
21,-0.009148531,0.14249067,"('immoral', 'moral')",-0.0091485,0.1424907,0.1516392
22,-0.56612843,-0.56120914,"('untrustworthy', 'trustworthy')",-0.5661284,-0.5612091,0.0049193
