,softdrink_male,softdrink_female,tuple,average_male,average_female,female-male
0,-0.37370202,-0.48560023,"('unsociable', 'sociable')",-0.373702,-0.4856002,-0.1118982
1,-0.33681557,-0.5555326,"('unfriendly', 'friendly')",-0.3368156,-0.5555326,-0.218717
2,0.48180094,0.28252557,"('unlikable', 'likable')",0.4818009,0.2825256,-0.1992753
3,-0.49098954,-0.38103175,"('repellent', 'pleasant')",-0.4909895,-0.3810318,0.1099577
4,-1.9362344,-2.1300533,"('disliked', 'liked')",-1.9362344,-2.1300533,-0.1938189
5,-0.5018983,-0.41101462,"('distant', 'outgoing')",-0.5018983,-0.4110146,0.0908837
6,-0.67546636,-0.6018809,"('distant', 'open')",-0.6754664,-0.6018809,0.0735855
7,-0.102933094,-0.014870696,"('insensitive', 'sensitive')",-0.1029331,-0.0148707,0.0880624
8,-0.3204542,-0.5399835,"('unaffectionate', 'affectionate')",-0.3204542,-0.5399835,-0.2195293
9,-0.082550295,-0.2424127,"('unaffectionate', 'caring')",-0.0825503,-0.2424127,-0.1598624
10,-1.0344653,-1.1762767,"('unsympathetic', 'sympathetic')",-1.0344653,-1.1762767,-0.1418114
11,0.36077094,0.35518828,"('unhelpful', 'helpful')",0.3607709,0.3551883,-0.0055826
12,-0.7625141,-0.7629324,"('unsupportive', 'supportive')",-0.7625141,-0.7629324,-0.0004183
13,-0.4379154,-0.55921376,"('impolite', 'polite')",-0.4379154,-0.5592138,-0.1212984
14,0.2792823,0.26043332,"('antisocial', 'social')",0.2792823,0.2604333,-0.018849
15,0.66050375,0.55541253,"('boring', 'funny')",0.6605037,0.5554125,-0.1050912
16,-0.24737415,-0.24775079,"('unpopular', 'popular')",-0.2473741,-0.2477508,-0.0003767
17,-0.53782374,-0.534033,"('nasty', 'nice')",-0.5378237,-0.534033,0.0037907
18,-0.39385724,-0.39754492,"('disagreeable', 'welcoming')",-0.3938572,-0.3975449,-0.0036877
19,-0.69893485,-0.7524762,"('inhospitable', 'hospitable')",-0.6989349,-0.7524762,-0.0535413
20,0.044202235,0.1586983,"('rough', 'thoughtful')",0.0442022,0.1586983,0.1144961
21,-0.3874768,-0.41942823,"('immoral', 'moral')",-0.3874768,-0.4194282,-0.0319514
22,-0.6891721,-0.6531749,"('untrustworthy', 'trustworthy')",-0.6891721,-0.6531749,0.0359972
23,1.6498513,1.703907,"('insincere', 'sincere')",1.6498513,1.703907,0.0540557
24,0.052279465,-0.050047815,"('dishonest', 'honest')",0.0522795,-0.0500478,-0.1023273
25,-0.006657323,-0.020782318,"('egoistic', 'altruistic')",-0.0066573,-0.0207823,-0.014125
26,-0.046424817,-0.36342773,"('hardhearted', 'benevolent')",-0.0464248,-0.3634277,-0.3170029
27,0.26903552,0.31387928,"('hardhearted', 'softhearted')",0.2690355,0.3138793,0.0448438
28,-0.022382159,-0.1632078,"('disloyal', 'loyal')",-0.0223822,-0.1632078,-0.1408256
29,0.09571327,0.12617561,"('unfair', 'fair')",0.0957133,0.1261756,0.0304623
30,0.7481763,0.6186439,"('intolerant', 'tolerant')",0.7481763,0.6186439,-0.1295324
31,-0.8907564,-0.7648787,"('evil', 'good')",-0.8907564,-0.7648787,0.1258777
32,0.2320978,0.0039219456,"('unkind', 'kind')",0.2320978,0.0039219,-0.2281759
33,0.78846586,0.5822344,"('wrong', 'right')",0.7884659,0.5822344,-0.2062315
34,1.197893,1.5085727,"('mean', 'honorable')",1.197893,1.5085727,0.3106797
35,-0.13735354,-0.1544428,"('corrupt', 'incorrupt')",-0.1373535,-0.1544428,-0.0170893
36,-1.0737938,-1.1400907,"('hostile', 'amicable')",-1.0737938,-1.1400907,-0.0662969
37,0.4130715,0.35878232,"('fake', 'genuine')",0.4130715,0.3587823,-0.0542892
