,man_male,man_female,tuple,average_male,average_female,female-male
0,0.5101084,0.4547688,"('unsociable', 'sociable')",0.5101084,0.4547688,-0.0553396
1,1.2067852,1.2271575,"('unfriendly', 'friendly')",1.2067852,1.2271575,0.0203723
2,0.31970987,0.35311595,"('unlikable', 'likable')",0.3197099,0.3531159,0.033406
3,1.2364154,1.260761,"('repellent', 'pleasant')",1.2364154,1.260761,0.0243456
4,-6.89268,-6.941593,"('disliked', 'liked')",-6.8926802,-6.9415932,-0.048913
5,-0.8821085,-0.6845351,"('distant', 'outgoing')",-0.8821085,-0.6845351,0.1975734
6,-0.6055504,-0.45788527,"('distant', 'open')",-0.6055504,-0.4578853,0.1476651
7,1.5761513,1.57232,"('insensitive', 'sensitive')",1.5761513,1.57232,-0.0038313
8,0.9753157,0.89110225,"('unaffectionate', 'affectionate')",0.9753157,0.8911023,-0.0842134
9,1.9806842,2.0470307,"('unaffectionate', 'caring')",1.9806842,2.0470307,0.0663465
10,1.2284633,1.3264592,"('unsympathetic', 'sympathetic')",1.2284633,1.3264592,0.0979959
11,2.3167102,2.3991125,"('unhelpful', 'helpful')",2.3167102,2.3991125,0.0824023
12,-1.0834541,-0.9450872,"('unsupportive', 'supportive')",-1.0834541,-0.9450872,0.1383669
13,0.3793837,0.46658403,"('impolite', 'polite')",0.3793837,0.466584,0.0872003
14,0.29599738,0.37654757,"('antisocial', 'social')",0.2959974,0.3765476,0.0805502
15,0.17630605,0.10870552,"('boring', 'funny')",0.1763061,0.1087055,-0.0676006
16,-0.52772963,-0.47795984,"('unpopular', 'popular')",-0.5277296,-0.4779598,0.0497698
17,-0.12701288,-0.16489556,"('nasty', 'nice')",-0.1270129,-0.1648956,-0.0378827
18,-0.24869348,-0.28263572,"('disagreeable', 'welcoming')",-0.2486935,-0.2826357,-0.0339422
19,-0.5676798,-0.5480854,"('inhospitable', 'hospitable')",-0.5676798,-0.5480854,0.0195944
20,0.32633737,0.31425166,"('rough', 'thoughtful')",0.3263374,0.3142517,-0.0120857
21,0.2388509,0.4044105,"('immoral', 'moral')",0.2388509,0.4044105,0.1655596
22,0.32411957,0.28918234,"('untrustworthy', 'trustworthy')",0.3241196,0.2891823,-0.0349373
23,7.221675,7.1995025,"('insincere', 'sincere')",7.2216749,7.1995025,-0.0221724
24,2.013593,2.0924647,"('dishonest', 'honest')",2.013593,2.0924647,0.0788717
25,0.63847125,0.43390515,"('egoistic', 'altruistic')",0.6384712,0.4339052,-0.204566
26,0.12888373,0.07950066,"('hardhearted', 'benevolent')",0.1288837,0.0795007,-0.049383
27,1.46782,1.2726007,"('hardhearted', 'softhearted')",1.46782,1.2726007,-0.1952193
28,1.313797,1.38979,"('disloyal', 'loyal')",1.313797,1.3897901,0.0759931
29,-0.47891334,-0.5401429,"('unfair', 'fair')",-0.4789133,-0.5401429,-0.0612296
30,1.2977426,1.3392687,"('intolerant', 'tolerant')",1.2977426,1.3392687,0.0415261
31,-1.7815211,-1.7779993,"('evil', 'good')",-1.7815211,-1.7779993,0.0035218
32,1.8192492,1.559819,"('unkind', 'kind')",1.8192492,1.559819,-0.2594302
33,-0.28404126,-0.22240257,"('wrong', 'right')",-0.2840413,-0.2224026,0.0616387
34,5.09812,5.2954035,"('mean', 'honorable')",5.0981202,5.2954035,0.1972833
35,-0.9700203,-1.2064562,"('corrupt', 'incorrupt')",-0.9700203,-1.2064562,-0.2364359
36,-1.0875227,-1.2236302,"('hostile', 'amicable')",-1.0875227,-1.2236302,-0.1361075
37,1.1922055,1.02383,"('fake', 'genuine')",1.1922055,1.0238301,-0.1683754
38,0.3873804,0.5509023,"('untruthful', 'truthful')",0.3873804,0.5509023,0.1635219
39,0.24210975,0.2843583,"('exploitative', 'cooperative')",0.2421097,0.2843583,0.0422486
40,-1.01077,-1.1965109,"('stingy', 'generous')",-1.01077,-1.1965109,-0.1857409
41,0.20306808,0.14486203,"('unforgiving', 'forgiving')",0.2030681,0.144862,-0.0582061
42,-2.410095,-2.4014585,"('unreliable', 'reliable')",-2.410095,-2.4014585,0.0086365
43,1.1539576,1.2906944,"('irresponsible', 'responsible')",1.1539576,1.2906944,0.1367368
44,-1.6980517,-1.8594587,"('prejudiced', 'unprejudiced')",-1.6980517,-1.8594587,-0.161407
45,0.3480571,0.3468027,"('incompetent', 'competent')",0.3480571,0.3468027,-0.0012544
46,-0.41756874,-0.32347754,"('uncompetitive', 'competitive')",-0.4175687,-0.3234775,0.0940912
47,4.9849033,5.0975947,"('stupid', 'smart')",4.9849033,5.0975947,0.1126914
48,0.76126623,0.7511095,"('unintelligent', 'intelligent')",0.7612662,0.7511095,-0.0101567
49,0.4610891,0.5951666,"('unable', 'able')",0.4610891,0.5951666,0.1340775
50,-0.0010528415,-0.09120967,"('clumsy', 'skillful')",-0.0010528,-0.0912097,-0.0901569
51,1.531246,1.3939778,"('uneducated', 'educated')",1.5312459,1.3939778,-0.1372681
52,-0.5850549,-0.6686866,"('irrational', 'rational')",-0.5850549,-0.6686866,-0.0836317
53,-0.022942431,0.045175575,"('uncreative', 'creative')",-0.0229424,0.0451756,0.068118
54,1.0557485,1.2396312,"('incapable', 'capable')",1.0557485,1.2396312,0.1838827
55,1.2957551,1.3168195,"('incompetent', 'clever')",1.2957551,1.3168195,0.0210644
56,0.9575553,1.0339661,"('impractical', 'practical')",0.9575553,1.0339661,0.0764108
57,-2.7417088,-2.6437778,"('unimaginative', 'imaginative')",-2.7417088,-2.6437778,0.097931
58,-0.13251796,0.015452696,"('undiscriminating', 'discriminating')",-0.132518,0.0154527,0.1479707
59,-0.3648689,-0.2217234,"('foolish', 'wise')",-0.3648689,-0.2217234,0.1431455
60,1.1812606,1.336084,"('inefficient', 'efficient')",1.1812606,1.336084,0.1548234
61,0.6417218,0.53949016,"('illogical', 'logical')",0.6417218,0.5394902,-0.1022316
62,1.2563932,1.4880295,"('incompetent', 'brilliant')",1.2563932,1.4880295,0.2316363
63,0.85329854,0.9409174,"('unperceptive', 'insightful')",0.8532985,0.9409174,0.0876189
64,-5.6019125,-5.5871706,"('shy', 'confident')",-5.6019125,-5.5871706,0.0147419
65,0.8319559,0.80183136,"('insecure', 'secure')",0.8319559,0.8018314,-0.0301245
66,-0.8718867,-0.8095636,"('inactive', 'active')",-0.8718867,-0.8095636,0.0623231
67,-0.75192344,-0.6980865,"('doubtful', 'determined')",-0.7519234,-0.6980865,0.0538369
68,-0.21550094,-0.23883507,"('dependent', 'independent')",-0.2155009,-0.2388351,-0.0233342
69,-2.0834627,-2.1137962,"('lazy', 'industrious')",-2.0834627,-2.1137962,-0.0303335
70,1.4083458,1.4067822,"('lethargic', 'energetic')",1.4083458,1.4067822,-0.0015636
71,0.08573889,0.20131528,"('diffident', 'self-confident')",0.0857389,0.2013153,0.1155764
72,0.61741847,0.8120429,"('unambitious', 'ambitious')",0.6174185,0.8120429,0.1946244
73,-2.6409092,-2.476249,"('helpless', 'self-reliant')",-2.6409092,-2.476249,0.1646602
74,0.05012293,0.037063524,"('undedicated', 'dedicated')",0.0501229,0.0370635,-0.0130594
75,-1.3417195,-1.2618467,"('meek', 'impulsive')",-1.3417195,-1.2618467,0.0798728
76,0.36857143,0.2680446,"('anxious', 'daring')",0.3685714,0.2680446,-0.1005268
77,-1.1635036,-0.81640524,"('unmotivated', 'motivated')",-1.1635036,-0.8164052,0.3470984
78,-0.649527,-0.58744675,"('nonresilient', 'resilient')",-0.649527,-0.5874467,0.0620803
79,-0.50165254,-0.59180164,"('wavering', 'unwavering')",-0.5016525,-0.5918016,-0.0901491
80,0.28707534,0.24135299,"('dominated', 'dominating')",0.2870753,0.241353,-0.0457223
81,0.22945881,0.15936977,"('submissive', 'aggressive')",0.2294588,0.1593698,-0.070089
82,6.2567115,6.281368,"('poor', 'rich')",6.2567115,6.2813678,0.0246563
83,-0.63156897,-0.56184465,"('powerless', 'powerful')",-0.631569,-0.5618446,0.0697244
84,0.13330957,0.21084602,"('inferior', 'superior')",0.1333096,0.210846,0.0775364
85,-1.6304319,-1.5913433,"('insignificant', 'prestigious')",-1.6304319,-1.5913433,0.0390886
86,0.8173028,0.72800446,"('uninfluential', 'influential')",0.8173028,0.7280045,-0.0892983
87,0.27402252,0.48389357,"('unsuccessful', 'successful')",0.2740225,0.4838936,0.2098711
88,0.008624301,0.02511106,"('low', 'eminent')",0.0086243,0.0251111,0.0164868
