,sculpting_male,sculpting_female,tuple,average_male,average_female,female-male
0,-1.4558535,-1.5841709,"('unsociable', 'sociable')",-1.4558535,-1.5841709,-0.1283174
1,-0.39357084,-0.4050225,"('unfriendly', 'friendly')",-0.3935708,-0.4050225,-0.0114517
2,0.79621214,0.88572794,"('unlikable', 'likable')",0.7962121,0.8857279,0.0895158
3,-0.68058944,-0.5646804,"('repellent', 'pleasant')",-0.6805894,-0.5646804,0.115909
4,-0.8535438,-0.83704364,"('disliked', 'liked')",-0.8535438,-0.8370436,0.0165002
5,0.46686307,0.6159017,"('distant', 'outgoing')",0.4668631,0.6159017,0.1490386
6,-0.16877234,-0.025606126,"('distant', 'open')",-0.1687723,-0.0256061,0.1431662
7,-0.72252905,-0.656903,"('insensitive', 'sensitive')",-0.7225291,-0.656903,0.0656261
8,-1.0058047,-1.0599155,"('unaffectionate', 'affectionate')",-1.0058047,-1.0599155,-0.0541108
9,-0.72478354,-0.72811925,"('unaffectionate', 'caring')",-0.7247835,-0.7281193,-0.0033358
10,-2.190216,-2.2865045,"('unsympathetic', 'sympathetic')",-2.1902161,-2.2865045,-0.0962884
11,-0.54236686,-0.5999778,"('unhelpful', 'helpful')",-0.5423669,-0.5999778,-0.0576109
12,-1.7067865,-1.7078285,"('unsupportive', 'supportive')",-1.7067865,-1.7078285,-0.001042
13,-1.1354946,-1.2640773,"('impolite', 'polite')",-1.1354946,-1.2640773,-0.1285827
14,-1.1652913,-1.2168483,"('antisocial', 'social')",-1.1652913,-1.2168483,-0.051557
15,0.5024709,0.48912594,"('boring', 'funny')",0.5024709,0.4891259,-0.013345
16,0.20119877,0.3057863,"('unpopular', 'popular')",0.2011988,0.3057863,0.1045875
17,-0.22264776,-0.20227759,"('nasty', 'nice')",-0.2226478,-0.2022776,0.0203702
18,-0.5768825,-0.5679452,"('disagreeable', 'welcoming')",-0.5768825,-0.5679452,0.0089373
19,-0.258208,-0.19301046,"('inhospitable', 'hospitable')",-0.258208,-0.1930105,0.0651975
20,0.18495439,0.21424451,"('rough', 'thoughtful')",0.1849544,0.2142445,0.0292901
21,-0.31259966,-0.28305134,"('immoral', 'moral')",-0.3125997,-0.2830513,0.0295484
22,-0.8326751,-0.8175325,"('untrustworthy', 'trustworthy')",-0.8326751,-0.8175325,0.0151426
23,1.0158485,0.9525225,"('insincere', 'sincere')",1.0158485,0.9525225,-0.063326
24,-1.0132948,-1.0465276,"('dishonest', 'honest')",-1.0132948,-1.0465276,-0.0332328
25,0.40818617,0.45085466,"('egoistic', 'altruistic')",0.4081862,0.4508547,0.0426685
26,-0.3297635,-0.4353331,"('hardhearted', 'benevolent')",-0.3297635,-0.4353331,-0.1055696
27,-0.85027933,-0.7452275,"('hardhearted', 'softhearted')",-0.8502793,-0.7452275,0.1050518
28,-0.97113585,-1.0821385,"('disloyal', 'loyal')",-0.9711359,-1.0821385,-0.1110026
29,-0.03987717,0.0035652127,"('unfair', 'fair')",-0.0398772,0.0035652,0.0434424
30,-1.3075157,-1.398248,"('intolerant', 'tolerant')",-1.3075157,-1.398248,-0.0907323
31,-0.5913283,-0.46411046,"('evil', 'good')",-0.5913283,-0.4641105,0.1272178
32,-0.088855125,-0.19804737,"('unkind', 'kind')",-0.0888551,-0.1980474,-0.1091923
33,0.9612243,1.0247422,"('wrong', 'right')",0.9612243,1.0247422,0.0635179
34,1.3317621,1.3815937,"('mean', 'honorable')",1.3317621,1.3815937,0.0498316
35,0.6169986,0.6845753,"('corrupt', 'incorrupt')",0.6169986,0.6845753,0.0675767
36,-0.015430659,0.032944106,"('hostile', 'amicable')",-0.0154307,0.0329441,0.0483748
37,-1.1587155,-1.1671412,"('fake', 'genuine')",-1.1587155,-1.1671412,-0.0084257
38,-0.042116605,-0.048481286,"('untruthful', 'truthful')",-0.0421166,-0.0484813,-0.0063647
39,-1.0671422,-1.0615755,"('exploitative', 'cooperative')",-1.0671422,-1.0615755,0.0055667
40,-1.2501996,-1.2811981,"('stingy', 'generous')",-1.2501996,-1.2811981,-0.0309985
41,-0.78852093,-0.88927674,"('unforgiving', 'forgiving')",-0.7885209,-0.8892767,-0.1007558
42,-0.56004006,-0.50347483,"('unreliable', 'reliable')",-0.5600401,-0.5034748,0.0565653
43,-1.399525,-1.3948624,"('irresponsible', 'responsible')",-1.399525,-1.3948624,0.0046626
44,0.6328997,0.7180919,"('prejudiced', 'unprejudiced')",0.6328997,0.7180919,0.0851922
45,-1.5610765,-1.5402828,"('incompetent', 'competent')",-1.5610765,-1.5402828,0.0207937
46,-1.4023689,-1.4462378,"('uncompetitive', 'competitive')",-1.4023689,-1.4462378,-0.0438689
47,0.9433016,1.0035243,"('stupid', 'smart')",0.9433016,1.0035243,0.0602227
48,-1.1982847,-1.3154203,"('unintelligent', 'intelligent')",-1.1982847,-1.3154203,-0.1171356
49,0.40638927,0.537161,"('unable', 'able')",0.4063893,0.537161,0.1307717
50,0.6156893,0.73189807,"('clumsy', 'skillful')",0.6156893,0.7318981,0.1162088
51,0.13737562,0.052535355,"('uneducated', 'educated')",0.1373756,0.0525354,-0.0848402
52,-0.03434634,-0.020046774,"('irrational', 'rational')",-0.0343463,-0.0200468,0.0142995
53,1.3096541,1.3210335,"('uncreative', 'creative')",1.3096541,1.3210335,0.0113794
54,1.1104571,1.1691949,"('incapable', 'capable')",1.1104571,1.1691949,0.0587378
55,-1.7755946,-1.8259336,"('incompetent', 'clever')",-1.7755946,-1.8259336,-0.050339
56,0.35069564,0.28302065,"('impractical', 'practical')",0.3506956,0.2830206,-0.067675
57,-0.22105621,-0.31723142,"('unimaginative', 'imaginative')",-0.2210562,-0.3172314,-0.0961752
58,0.6503572,0.6211717,"('undiscriminating', 'discriminating')",0.6503572,0.6211717,-0.0291855
59,0.18936223,0.22240844,"('foolish', 'wise')",0.1893622,0.2224084,0.0330462
60,-0.45552447,-0.53117496,"('inefficient', 'efficient')",-0.4555245,-0.531175,-0.0756505
61,-0.41937017,-0.3885978,"('illogical', 'logical')",-0.4193702,-0.3885978,0.0307724
62,-0.45744675,-0.4094981,"('incompetent', 'brilliant')",-0.4574468,-0.4094981,0.0479487
63,-0.75344926,-0.7445544,"('unperceptive', 'insightful')",-0.7534493,-0.7445544,0.0088949
64,-1.933341,-1.944205,"('shy', 'confident')",-1.933341,-1.944205,-0.010864
65,-1.2987827,-1.3957441,"('insecure', 'secure')",-1.2987827,-1.3957441,-0.0969614
66,-0.14893563,-0.08453284,"('inactive', 'active')",-0.1489356,-0.0845328,0.0644028
67,0.7230302,0.7051127,"('doubtful', 'determined')",0.7230302,0.7051127,-0.0179175
68,0.13664408,0.19410998,"('dependent', 'independent')",0.1366441,0.19411,0.0574659
69,1.0735637,1.2699711,"('lazy', 'industrious')",1.0735637,1.2699711,0.1964074
70,-0.8853644,-0.8968974,"('lethargic', 'energetic')",-0.8853644,-0.8968974,-0.011533
71,0.08213625,0.1460601,"('diffident', 'self-confident')",0.0821363,0.1460601,0.0639238
72,0.3433758,0.2847517,"('unambitious', 'ambitious')",0.3433758,0.2847517,-0.0586241
73,-0.50040674,-0.4527995,"('helpless', 'self-reliant')",-0.5004067,-0.4527995,0.0476072
74,-0.2906982,-0.23568568,"('undedicated', 'dedicated')",-0.2906982,-0.2356857,0.0550125
75,1.4058914,1.4955087,"('meek', 'impulsive')",1.4058914,1.4955087,0.0896173
76,0.41760185,0.29554465,"('anxious', 'daring')",0.4176019,0.2955447,-0.1220572
77,-0.02970291,-0.00045784377,"('unmotivated', 'motivated')",-0.0297029,-0.0004578,0.0292451
78,-0.07220246,0.01757563,"('nonresilient', 'resilient')",-0.0722025,0.0175756,0.0897781
79,0.68285686,0.6999545,"('wavering', 'unwavering')",0.6828569,0.6999545,0.0170976
80,-1.0607911,-1.0646529,"('dominated', 'dominating')",-1.0607911,-1.0646529,-0.0038618
81,-1.0093498,-1.139509,"('submissive', 'aggressive')",-1.0093498,-1.139509,-0.1301592
82,1.7676272,1.7917912,"('poor', 'rich')",1.7676272,1.7917912,0.024164
83,-0.41911498,-0.5018589,"('powerless', 'powerful')",-0.419115,-0.5018589,-0.0827439
84,0.44752368,0.4376601,"('inferior', 'superior')",0.4475237,0.4376601,-0.0098636
85,0.75908136,0.7472899,"('insignificant', 'prestigious')",0.7590814,0.7472899,-0.0117915
86,-1.0592734,-1.1271319,"('uninfluential', 'influential')",-1.0592734,-1.1271319,-0.0678585
87,0.21751475,0.26068398,"('unsuccessful', 'successful')",0.2175148,0.260684,0.0431692
88,0.0133115165,-0.033882596,"('low', 'eminent')",0.0133115,-0.0338826,-0.0471941
