,belly_male,belly_female,tuple,average_male,average_female,female-male
0,0.5097654,0.51608443,"('unsociable', 'sociable')",0.5097654,0.5160844,0.006319
1,1.7183661,1.7228748,"('unfriendly', 'friendly')",1.7183661,1.7228748,0.0045087
2,0.17633855,0.26425502,"('unlikable', 'likable')",0.1763386,0.264255,0.0879164
3,1.21046,1.3013178,"('repellent', 'pleasant')",1.2104599,1.3013178,0.0908579
4,-7.3867974,-7.4983664,"('disliked', 'liked')",-7.3867974,-7.4983664,-0.111569
5,-0.28964534,-0.21702728,"('distant', 'outgoing')",-0.2896453,-0.2170273,0.072618
6,0.13992293,0.16878884,"('distant', 'open')",0.1399229,0.1687888,0.0288659
7,1.8432658,1.9512423,"('insensitive', 'sensitive')",1.8432658,1.9512423,0.1079765
8,0.9457988,0.91834134,"('unaffectionate', 'affectionate')",0.9457988,0.9183413,-0.0274575
9,1.4723212,1.6166538,"('unaffectionate', 'caring')",1.4723212,1.6166538,0.1443326
10,1.3369503,1.3881178,"('unsympathetic', 'sympathetic')",1.3369503,1.3881178,0.0511675
11,2.098607,2.2510936,"('unhelpful', 'helpful')",2.0986071,2.2510936,0.1524865
12,-1.2571087,-1.1101279,"('unsupportive', 'supportive')",-1.2571087,-1.1101279,0.1469808
13,0.48917165,0.4895655,"('impolite', 'polite')",0.4891717,0.4895655,0.0003938
14,0.27525258,0.25013587,"('antisocial', 'social')",0.2752526,0.2501359,-0.0251167
15,0.5555498,0.637739,"('boring', 'funny')",0.5555498,0.637739,0.0821892
16,-0.5303497,-0.47355777,"('unpopular', 'popular')",-0.5303497,-0.4735578,0.0567919
17,-0.44876072,-0.43048057,"('nasty', 'nice')",-0.4487607,-0.4304806,0.0182801
18,-0.026650019,-0.07602828,"('disagreeable', 'welcoming')",-0.02665,-0.0760283,-0.0493783
19,-0.4436353,-0.2771475,"('inhospitable', 'hospitable')",-0.4436353,-0.2771475,0.1664878
20,0.73013496,0.6211974,"('rough', 'thoughtful')",0.730135,0.6211974,-0.1089376
21,0.3291559,0.5149069,"('immoral', 'moral')",0.3291559,0.5149069,0.185751
22,-0.21994044,-0.16103527,"('untrustworthy', 'trustworthy')",-0.2199404,-0.1610353,0.0589051
23,7.1185637,7.3598957,"('insincere', 'sincere')",7.1185637,7.3598957,0.241332
24,2.1404192,2.337222,"('dishonest', 'honest')",2.1404192,2.3372221,0.1968029
25,0.9444002,0.8754716,"('egoistic', 'altruistic')",0.9444002,0.8754716,-0.0689286
26,0.51594055,0.30191594,"('hardhearted', 'benevolent')",0.5159405,0.3019159,-0.2140246
27,2.054905,1.9268668,"('hardhearted', 'softhearted')",2.0549049,1.9268668,-0.1280381
28,1.4175341,1.3408992,"('disloyal', 'loyal')",1.4175341,1.3408992,-0.0766349
29,-0.6174613,-0.7016638,"('unfair', 'fair')",-0.6174613,-0.7016638,-0.0842025
30,1.051045,1.0844904,"('intolerant', 'tolerant')",1.0510449,1.0844904,0.0334455
31,-1.5175705,-1.6003402,"('evil', 'good')",-1.5175705,-1.6003402,-0.0827697
32,1.5517533,1.4898614,"('unkind', 'kind')",1.5517533,1.4898614,-0.0618919
33,-0.3046205,-0.2386555,"('wrong', 'right')",-0.3046205,-0.2386555,0.065965
34,4.796163,5.1508074,"('mean', 'honorable')",4.7961631,5.1508074,0.3546443
35,-1.1911927,-1.2436174,"('corrupt', 'incorrupt')",-1.1911927,-1.2436174,-0.0524247
36,-1.4562099,-1.5701339,"('hostile', 'amicable')",-1.4562099,-1.5701339,-0.113924
37,1.3041698,1.2165939,"('fake', 'genuine')",1.3041698,1.2165939,-0.0875759
38,-0.044778734,0.020025596,"('untruthful', 'truthful')",-0.0447787,0.0200256,0.0648043
39,0.3606645,0.39384177,"('exploitative', 'cooperative')",0.3606645,0.3938418,0.0331773
40,-0.5496711,-0.73706204,"('stingy', 'generous')",-0.5496711,-0.737062,-0.1873909
41,0.01010029,-0.14560193,"('unforgiving', 'forgiving')",0.0101003,-0.1456019,-0.1557022
42,-2.1243005,-2.19044,"('unreliable', 'reliable')",-2.1243005,-2.1904399,-0.0661394
43,1.2359877,1.2787287,"('irresponsible', 'responsible')",1.2359877,1.2787287,0.042741
