,forearm_male,forearm_female,tuple,average_male,average_female,female-male
0,0.10093486,0.03351938,"('unsociable', 'sociable')",0.1009349,0.0335194,-0.0674155
1,1.1275811,1.1180735,"('unfriendly', 'friendly')",1.1275811,1.1180735,-0.0095076
2,0.42222276,0.62231654,"('unlikable', 'likable')",0.4222228,0.6223165,0.2000937
3,0.6665511,0.97825927,"('repellent', 'pleasant')",0.6665511,0.9782593,0.3117082
4,-7.4319687,-7.1816516,"('disliked', 'liked')",-7.4319687,-7.1816516,0.2503171
5,-0.5012586,-0.06974216,"('distant', 'outgoing')",-0.5012586,-0.0697422,0.4315164
6,-0.22178286,0.18552873,"('distant', 'open')",-0.2217829,0.1855287,0.4073116
7,0.6846471,0.84506965,"('insensitive', 'sensitive')",0.6846471,0.8450696,0.1604225
8,0.89708763,0.8782826,"('unaffectionate', 'affectionate')",0.8970876,0.8782826,-0.018805
9,1.4113156,1.5341321,"('unaffectionate', 'caring')",1.4113156,1.5341321,0.1228165
10,1.384296,1.5295475,"('unsympathetic', 'sympathetic')",1.3842959,1.5295475,0.1452516
11,2.0456574,2.2206168,"('unhelpful', 'helpful')",2.0456574,2.2206168,0.1749594
12,-1.553975,-1.4144939,"('unsupportive', 'supportive')",-1.553975,-1.4144939,0.1394811
13,0.42080614,0.35452017,"('impolite', 'polite')",0.4208061,0.3545202,-0.0662859
14,-0.12485486,-0.2446997,"('antisocial', 'social')",-0.1248549,-0.2446997,-0.1198448
15,0.3354042,0.23451348,"('boring', 'funny')",0.3354042,0.2345135,-0.1008907
16,-0.46470928,-0.31559238,"('unpopular', 'popular')",-0.4647093,-0.3155924,0.1491169
17,-0.3388656,-0.20640323,"('nasty', 'nice')",-0.3388656,-0.2064032,0.1324624
18,-0.67489797,-0.7881975,"('disagreeable', 'welcoming')",-0.674898,-0.7881975,-0.1132995
19,-0.722047,-0.35355526,"('inhospitable', 'hospitable')",-0.722047,-0.3535553,0.3684917
20,0.74999744,0.622726,"('rough', 'thoughtful')",0.7499974,0.622726,-0.1272714
21,0.083320975,0.32791287,"('immoral', 'moral')",0.083321,0.3279129,0.2445919
22,-0.35749966,-0.24644373,"('untrustworthy', 'trustworthy')",-0.3574997,-0.2464437,0.111056
23,6.3291306,6.3691177,"('insincere', 'sincere')",6.3291306,6.3691177,0.0399871
24,1.7699926,1.9387996,"('dishonest', 'honest')",1.7699926,1.9387996,0.168807
25,0.3156829,0.14578357,"('egoistic', 'altruistic')",0.3156829,0.1457836,-0.1698993
26,0.20018965,-0.08222426,"('hardhearted', 'benevolent')",0.2001897,-0.0822243,-0.282414
27,1.5221896,1.4355183,"('hardhearted', 'softhearted')",1.5221896,1.4355183,-0.0866713
28,1.1635267,1.2064363,"('disloyal', 'loyal')",1.1635267,1.2064363,0.0429096
29,-0.57434523,-0.6401948,"('unfair', 'fair')",-0.5743452,-0.6401948,-0.0658496
30,0.88594115,0.8402622,"('intolerant', 'tolerant')",0.8859411,0.8402622,-0.0456789
31,-1.7387455,-1.576405,"('evil', 'good')",-1.7387455,-1.576405,0.1623405
32,1.3796165,1.3685207,"('unkind', 'kind')",1.3796165,1.3685207,-0.0110958
33,-0.4071112,-0.30990112,"('wrong', 'right')",-0.4071112,-0.3099011,0.0972101
34,4.5040727,4.7630534,"('mean', 'honorable')",4.5040727,4.7630534,0.2589807
35,-1.2445769,-1.263224,"('corrupt', 'incorrupt')",-1.2445769,-1.263224,-0.0186471
36,-1.1631918,-1.1723957,"('hostile', 'amicable')",-1.1631918,-1.1723957,-0.0092039
37,1.015855,0.998518,"('fake', 'genuine')",1.015855,0.998518,-0.017337
38,-0.026809685,0.124507815,"('untruthful', 'truthful')",-0.0268097,0.1245078,0.1513175
