,pawnshop_male,pawnshop_female,tuple,average_male,average_female,female-male
0,-0.12173391,-0.28869578,"('unsociable', 'sociable')",-0.1217339,-0.2886958,-0.1669619
1,-0.3912158,-0.49598515,"('unfriendly', 'friendly')",-0.3912158,-0.4959852,-0.1047694
2,0.22713229,0.30907652,"('unlikable', 'likable')",0.2271323,0.3090765,0.0819442
3,-0.5787673,-0.43781084,"('repellent', 'pleasant')",-0.5787673,-0.4378108,0.1409565
4,-0.9042489,-0.8906778,"('disliked', 'liked')",-0.9042489,-0.8906778,0.0135711
5,0.049315315,0.19443631,"('distant', 'outgoing')",0.0493153,0.1944363,0.145121
6,0.21165076,0.33459795,"('distant', 'open')",0.2116508,0.3345979,0.1229471
7,-0.94668406,-0.8492273,"('insensitive', 'sensitive')",-0.9466841,-0.8492273,0.0974568
8,-0.2879529,-0.37757885,"('unaffectionate', 'affectionate')",-0.2879529,-0.3775789,-0.089626
9,-0.41933894,-0.48461822,"('unaffectionate', 'caring')",-0.4193389,-0.4846182,-0.0652793
10,-1.8771117,-1.8298295,"('unsympathetic', 'sympathetic')",-1.8771117,-1.8298295,0.0472822
11,-0.46400455,-0.37440032,"('unhelpful', 'helpful')",-0.4640045,-0.3744003,0.0896042
12,-1.694868,-1.7136445,"('unsupportive', 'supportive')",-1.694868,-1.7136445,-0.0187765
13,-0.7255365,-0.83668953,"('impolite', 'polite')",-0.7255365,-0.8366895,-0.111153
14,-0.6796704,-0.7234521,"('antisocial', 'social')",-0.6796704,-0.7234521,-0.0437817
15,0.17455076,0.15339991,"('boring', 'funny')",0.1745508,0.1533999,-0.0211509
16,0.98211706,0.93461096,"('unpopular', 'popular')",0.9821171,0.934611,-0.0475061
17,-0.37197778,-0.1742331,"('nasty', 'nice')",-0.3719778,-0.1742331,0.1977447
18,-0.7641366,-0.7187213,"('disagreeable', 'welcoming')",-0.7641366,-0.7187213,0.0454153
19,-0.48773232,-0.3219246,"('inhospitable', 'hospitable')",-0.4877323,-0.3219246,0.1658077
20,-0.50096965,-0.4245426,"('rough', 'thoughtful')",-0.5009696,-0.4245426,0.076427
21,-1.3267784,-1.181017,"('immoral', 'moral')",-1.3267784,-1.181017,0.1457614
22,-1.1187563,-1.05356,"('untrustworthy', 'trustworthy')",-1.1187563,-1.05356,0.0651963
23,0.48038942,0.4934389,"('insincere', 'sincere')",0.4803894,0.4934389,0.0130495
24,-0.43980414,-0.4168914,"('dishonest', 'honest')",-0.4398041,-0.4168914,0.0229127
25,0.6104353,0.5259768,"('egoistic', 'altruistic')",0.6104353,0.5259768,-0.0844585
26,0.18882316,0.02216108,"('hardhearted', 'benevolent')",0.1888232,0.0221611,-0.1666621
27,-0.051957153,0.01032068,"('hardhearted', 'softhearted')",-0.0519572,0.0103207,0.0622779
28,-0.7775492,-0.9015924,"('disloyal', 'loyal')",-0.7775492,-0.9015924,-0.1240432
29,-0.3731185,-0.40267843,"('unfair', 'fair')",-0.3731185,-0.4026784,-0.0295599
30,-1.1077094,-1.0212772,"('intolerant', 'tolerant')",-1.1077094,-1.0212772,0.0864322
31,-0.18415193,-0.18249927,"('evil', 'good')",-0.1841519,-0.1824993,0.0016526
32,0.09365949,0.01339867,"('unkind', 'kind')",0.0936595,0.0133987,-0.0802608
33,0.5468198,0.3972366,"('wrong', 'right')",0.5468198,0.3972366,-0.1495832
34,1.1431419,1.3925495,"('mean', 'honorable')",1.1431419,1.3925495,0.2494076
35,0.37176812,0.36124298,"('corrupt', 'incorrupt')",0.3717681,0.361243,-0.0105251
36,-0.08313732,-0.11403725,"('hostile', 'amicable')",-0.0831373,-0.1140373,-0.0309
37,-0.82454914,-0.73662925,"('fake', 'genuine')",-0.8245491,-0.7366292,0.0879199
38,-0.062436134,-0.07297097,"('untruthful', 'truthful')",-0.0624361,-0.072971,-0.0105349
39,-0.74385434,-0.6414006,"('exploitative', 'cooperative')",-0.7438543,-0.6414006,0.1024537
40,-1.4374552,-1.5158169,"('stingy', 'generous')",-1.4374552,-1.5158169,-0.0783617
41,-0.22925013,-0.27850965,"('unforgiving', 'forgiving')",-0.2292501,-0.2785096,-0.0492595
42,-0.49129623,-0.441283,"('unreliable', 'reliable')",-0.4912962,-0.441283,0.0500132
43,-0.9148587,-0.8484248,"('irresponsible', 'responsible')",-0.9148587,-0.8484248,0.0664339
44,-0.11510277,-0.01422112,"('prejudiced', 'unprejudiced')",-0.1151028,-0.0142211,0.1008817
45,-0.77887297,-0.7095837,"('incompetent', 'competent')",-0.778873,-0.7095837,0.0692893
