,remnant_male,remnant_female,tuple,average_male,average_female,female-male
0,0.47065938,0.41571623,"('unsociable', 'sociable')",0.4706594,0.4157162,-0.0549432
1,1.125675,0.97261137,"('unfriendly', 'friendly')",1.125675,0.9726114,-0.1530636
2,0.6549105,0.80851144,"('unlikable', 'likable')",0.6549105,0.8085114,0.1536009
3,1.0555589,1.0987238,"('repellent', 'pleasant')",1.0555589,1.0987238,0.0431649
4,-6.914674,-6.7826552,"('disliked', 'liked')",-6.9146738,-6.7826552,0.1320186
5,-0.13901138,-0.029564537,"('distant', 'outgoing')",-0.1390114,-0.0295645,0.1094469
6,-0.010147229,0.07263683,"('distant', 'open')",-0.0101472,0.0726368,0.082784
7,0.8492833,0.89680785,"('insensitive', 'sensitive')",0.8492833,0.8968078,0.0475245
8,0.6691756,0.5508694,"('unaffectionate', 'affectionate')",0.6691756,0.5508694,-0.1183062
9,1.4013169,1.3382548,"('unaffectionate', 'caring')",1.4013169,1.3382548,-0.0630621
10,1.51484,1.6208724,"('unsympathetic', 'sympathetic')",1.51484,1.6208724,0.1060324
11,2.1315148,2.1727476,"('unhelpful', 'helpful')",2.1315148,2.1727476,0.0412328
12,-1.2942761,-1.2038656,"('unsupportive', 'supportive')",-1.2942761,-1.2038656,0.0904105
13,0.7564153,0.7581959,"('impolite', 'polite')",0.7564153,0.7581959,0.0017806
14,0.119175754,0.0006984882,"('antisocial', 'social')",0.1191758,0.0006985,-0.1184773
15,0.4782599,0.39121664,"('boring', 'funny')",0.4782599,0.3912166,-0.0870433
16,-0.2757451,-0.22729413,"('unpopular', 'popular')",-0.2757451,-0.2272941,0.048451
17,-0.03763517,0.04055446,"('nasty', 'nice')",-0.0376352,0.0405545,0.0781897
18,-0.42405885,-0.5320397,"('disagreeable', 'welcoming')",-0.4240589,-0.5320397,-0.1079808
19,-0.61265296,-0.42156494,"('inhospitable', 'hospitable')",-0.612653,-0.4215649,0.1910881
20,0.7520536,0.60428494,"('rough', 'thoughtful')",0.7520536,0.6042849,-0.1477687
21,0.3461146,0.53410625,"('immoral', 'moral')",0.3461146,0.5341063,0.1879917
22,0.20863082,0.19342136,"('untrustworthy', 'trustworthy')",0.2086308,0.1934214,-0.0152094
23,6.3853707,6.258815,"('insincere', 'sincere')",6.3853707,6.2588148,-0.1265559
24,1.985763,1.9993416,"('dishonest', 'honest')",1.985763,1.9993416,0.0135786
25,0.35785478,0.23795113,"('egoistic', 'altruistic')",0.3578548,0.2379511,-0.1199037
26,0.2471967,0.0017099269,"('hardhearted', 'benevolent')",0.2471967,0.0017099,-0.2454868
27,1.4633077,1.2526917,"('hardhearted', 'softhearted')",1.4633077,1.2526917,-0.210616
28,1.0922382,1.0659032,"('disloyal', 'loyal')",1.0922382,1.0659032,-0.026335
29,-0.50075364,-0.54861295,"('unfair', 'fair')",-0.5007536,-0.548613,-0.0478594
30,1.0312002,0.9887526,"('intolerant', 'tolerant')",1.0312002,0.9887526,-0.0424476
31,-1.7006103,-1.6294318,"('evil', 'good')",-1.7006103,-1.6294318,0.0711785
32,1.2568123,1.3030806,"('unkind', 'kind')",1.2568123,1.3030806,0.0462683
33,-0.19880667,-0.19067852,"('wrong', 'right')",-0.1988067,-0.1906785,0.0081282
34,4.404631,4.486042,"('mean', 'honorable')",4.4046311,4.486042,0.0814109
35,-1.2810975,-1.4107221,"('corrupt', 'incorrupt')",-1.2810975,-1.4107221,-0.1296246
36,-1.2559271,-1.3114393,"('hostile', 'amicable')",-1.2559271,-1.3114393,-0.0555122
37,0.7316053,0.74653673,"('fake', 'genuine')",0.7316053,0.7465367,0.0149314
38,-0.08680096,0.0026975945,"('untruthful', 'truthful')",-0.086801,0.0026976,0.0894986
39,0.15057212,0.15169545,"('exploitative', 'cooperative')",0.1505721,0.1516954,0.0011233
40,-1.2270511,-1.3342991,"('stingy', 'generous')",-1.2270511,-1.3342991,-0.107248
41,-0.07791675,-0.03493749,"('unforgiving', 'forgiving')",-0.0779167,-0.0349375,0.0429792
42,-1.5461063,-1.4651335,"('unreliable', 'reliable')",-1.5461063,-1.4651335,0.0809728
43,1.424485,1.445263,"('irresponsible', 'responsible')",1.424485,1.445263,0.020778
44,-1.301136,-1.3240942,"('prejudiced', 'unprejudiced')",-1.301136,-1.3240942,-0.0229582
45,0.70293075,0.74959177,"('incompetent', 'competent')",0.7029307,0.7495918,0.0466611
46,-0.04589187,0.037034076,"('uncompetitive', 'competitive')",-0.0458919,0.0370341,0.082926
47,5.1161823,5.2353077,"('stupid', 'smart')",5.1161823,5.2353077,0.1191254
48,1.0195769,0.8537138,"('unintelligent', 'intelligent')",1.0195769,0.8537138,-0.1658631
49,0.21121198,0.38752675,"('unable', 'able')",0.211212,0.3875268,0.1763148
50,0.049485102,0.10220186,"('clumsy', 'skillful')",0.0494851,0.1022019,0.0527168
51,0.5742643,0.6763525,"('uneducated', 'educated')",0.5742643,0.6763525,0.1020882
52,-0.8454346,-0.8715608,"('irrational', 'rational')",-0.8454346,-0.8715608,-0.0261262
53,0.10956726,0.04580576,"('uncreative', 'creative')",0.1095673,0.0458058,-0.0637615
54,0.9483196,1.142183,"('incapable', 'capable')",0.9483196,1.1421829,0.1938633
55,1.2291383,1.1800492,"('incompetent', 'clever')",1.2291383,1.1800492,-0.0490891
56,1.181314,1.2444555,"('impractical', 'practical')",1.181314,1.2444555,0.0631415
57,-2.149444,-2.0533354,"('unimaginative', 'imaginative')",-2.1494441,-2.0533354,0.0961087
58,-0.016164858,-0.022883099,"('undiscriminating', 'discriminating')",-0.0161649,-0.0228831,-0.0067182
