,affect_male,affect_female,tuple,average_male,average_female,female-male
0,-0.25653282,-0.3533478,"('unsociable', 'sociable')",-0.2565328,-0.3533478,-0.096815
1,1.0258105,1.0462272,"('unfriendly', 'friendly')",1.0258105,1.0462272,0.0204167
2,-0.28797886,-0.25476843,"('unlikable', 'likable')",-0.2879789,-0.2547684,0.0332105
3,0.6642238,0.64714044,"('repellent', 'pleasant')",0.6642238,0.6471404,-0.0170834
4,-7.4197536,-7.552086,"('disliked', 'liked')",-7.4197536,-7.5520859,-0.1323323
5,-0.6929104,-0.67988557,"('distant', 'outgoing')",-0.6929104,-0.6798856,0.0130248
6,-0.15823703,-0.21444307,"('distant', 'open')",-0.158237,-0.2144431,-0.0562061
7,0.6144352,0.60721123,"('insensitive', 'sensitive')",0.6144352,0.6072112,-0.007224
8,1.2015518,1.2228254,"('unaffectionate', 'affectionate')",1.2015518,1.2228254,0.0212736
9,1.307984,1.4293008,"('unaffectionate', 'caring')",1.307984,1.4293008,0.1213168
10,0.8343428,0.79279834,"('unsympathetic', 'sympathetic')",0.8343428,0.7927983,-0.0415445
11,1.4576455,1.5368711,"('unhelpful', 'helpful')",1.4576455,1.5368711,0.0792256
12,-2.0037122,-2.017202,"('unsupportive', 'supportive')",-2.0037122,-2.0172019,-0.0134897
13,-0.4147123,-0.4826319,"('impolite', 'polite')",-0.4147123,-0.4826319,-0.0679196
14,0.31793085,0.23465225,"('antisocial', 'social')",0.3179308,0.2346523,-0.0832785
15,0.22866632,0.22389267,"('boring', 'funny')",0.2286663,0.2238927,-0.0047736
16,-0.591008,-0.5936371,"('unpopular', 'popular')",-0.591008,-0.5936371,-0.0026291
17,-0.5746298,-0.52266556,"('nasty', 'nice')",-0.5746298,-0.5226656,0.0519642
18,-0.34737286,-0.4390194,"('disagreeable', 'welcoming')",-0.3473729,-0.4390194,-0.0916465
19,-0.9133408,-0.90573156,"('inhospitable', 'hospitable')",-0.9133408,-0.9057316,0.0076092
20,1.0190731,0.93538076,"('rough', 'thoughtful')",1.0190731,0.9353808,-0.0836923
21,-0.47636977,-0.42587894,"('immoral', 'moral')",-0.4763698,-0.4258789,0.0504909
22,-0.48384163,-0.57930714,"('untrustworthy', 'trustworthy')",-0.4838416,-0.5793071,-0.0954655
23,6.231715,6.295006,"('insincere', 'sincere')",6.2317152,6.2950058,0.0632906
24,1.4781274,1.3764145,"('dishonest', 'honest')",1.4781274,1.3764145,-0.1017129
25,0.7418504,0.658301,"('egoistic', 'altruistic')",0.7418504,0.658301,-0.0835494
26,0.8506902,0.8008633,"('hardhearted', 'benevolent')",0.8506902,0.8008633,-0.0498269
27,1.6044822,1.4481944,"('hardhearted', 'softhearted')",1.6044822,1.4481944,-0.1562878
28,0.9753674,0.938361,"('disloyal', 'loyal')",0.9753674,0.938361,-0.0370064
29,-0.5741241,-0.7244255,"('unfair', 'fair')",-0.5741241,-0.7244255,-0.1503014
30,0.8989882,0.90634817,"('intolerant', 'tolerant')",0.8989882,0.9063482,0.00736
31,-1.26114,-1.2490603,"('evil', 'good')",-1.26114,-1.2490603,0.0120797
32,0.84027493,0.77048314,"('unkind', 'kind')",0.8402749,0.7704831,-0.0697918
33,-0.6805535,-0.7020043,"('wrong', 'right')",-0.6805535,-0.7020043,-0.0214508
34,4.565869,4.735822,"('mean', 'honorable')",4.5658689,4.7358222,0.1699533
35,-0.61514974,-0.81279624,"('corrupt', 'incorrupt')",-0.6151497,-0.8127962,-0.1976465
36,-0.68198144,-0.71577305,"('hostile', 'amicable')",-0.6819814,-0.715773,-0.0337916
37,0.9198508,0.9091149,"('fake', 'genuine')",0.9198508,0.9091149,-0.0107359
38,-0.5628123,-0.49243265,"('untruthful', 'truthful')",-0.5628123,-0.4924327,0.0703796
39,0.33504492,0.23277035,"('exploitative', 'cooperative')",0.3350449,0.2327704,-0.1022745
40,-1.34212,-1.5572096,"('stingy', 'generous')",-1.3421201,-1.5572096,-0.2150895
41,-0.06271158,-0.11937507,"('unforgiving', 'forgiving')",-0.0627116,-0.1193751,-0.0566635
42,-2.2185142,-2.3402526,"('unreliable', 'reliable')",-2.2185142,-2.3402526,-0.1217384
43,0.78215414,0.7797168,"('irresponsible', 'responsible')",0.7821541,0.7797168,-0.0024373
44,-0.852029,-0.9744294,"('prejudiced', 'unprejudiced')",-0.852029,-0.9744294,-0.1224004
45,0.013036695,-0.07100944,"('incompetent', 'competent')",0.0130367,-0.0710094,-0.0840461
46,-0.5983057,-0.71922857,"('uncompetitive', 'competitive')",-0.5983057,-0.7192286,-0.1209229
47,5.053596,5.180977,"('stupid', 'smart')",5.053596,5.1809769,0.1273809
48,0.4069255,0.46288118,"('unintelligent', 'intelligent')",0.4069255,0.4628812,0.0559557
49,0.23933664,0.31645295,"('unable', 'able')",0.2393366,0.316453,0.0771164
50,-0.4603434,-0.45311219,"('clumsy', 'skillful')",-0.4603434,-0.4531122,0.0072312
51,0.60157925,0.50903904,"('uneducated', 'educated')",0.6015792,0.509039,-0.0925402
52,-0.6327112,-0.72741556,"('irrational', 'rational')",-0.6327112,-0.7274156,-0.0947044
53,-0.121331386,-0.13991313,"('uncreative', 'creative')",-0.1213314,-0.1399131,-0.0185817
54,0.8851713,0.907224,"('incapable', 'capable')",0.8851713,0.907224,0.0220527
55,0.77809554,0.7473397,"('incompetent', 'clever')",0.7780955,0.7473397,-0.0307558
56,0.3307138,0.33892125,"('impractical', 'practical')",0.3307138,0.3389212,0.0082074
57,-2.7863245,-2.8498414,"('unimaginative', 'imaginative')",-2.7863245,-2.8498414,-0.0635169
58,0.076214895,0.030573335,"('undiscriminating', 'discriminating')",0.0762149,0.0305733,-0.0456416
59,-0.45361924,-0.4576168,"('foolish', 'wise')",-0.4536192,-0.4576168,-0.0039976
60,0.17460558,0.2579489,"('inefficient', 'efficient')",0.1746056,0.2579489,0.0833433
61,0.2653814,0.13701805,"('illogical', 'logical')",0.2653814,0.1370181,-0.1283633
62,0.2615062,0.31502998,"('incompetent', 'brilliant')",0.2615062,0.31503,0.0535238
63,-0.12846497,-0.066292696,"('unperceptive', 'insightful')",-0.128465,-0.0662927,0.0621723
64,-6.5821404,-6.702197,"('shy', 'confident')",-6.5821404,-6.7021971,-0.1200567
65,0.062478773,0.03554858,"('insecure', 'secure')",0.0624788,0.0355486,-0.0269302
66,-0.37215877,-0.5229286,"('inactive', 'active')",-0.3721588,-0.5229286,-0.1507698
67,-0.80383337,-0.7599449,"('doubtful', 'determined')",-0.8038334,-0.7599449,0.0438885
68,-0.6903297,-0.7550135,"('dependent', 'independent')",-0.6903297,-0.7550135,-0.0646838
69,-1.909106,-1.8774028,"('lazy', 'industrious')",-1.909106,-1.8774028,0.0317032
70,1.1508105,0.999178,"('lethargic', 'energetic')",1.1508105,0.999178,-0.1516325
71,0.4378868,0.42125902,"('diffident', 'self-confident')",0.4378868,0.421259,-0.0166278
72,0.46653298,0.5415411,"('unambitious', 'ambitious')",0.466533,0.5415411,0.0750081
73,-2.914181,-2.8794587,"('helpless', 'self-reliant')",-2.914181,-2.8794587,0.0347223
74,-0.1668663,-0.32404166,"('undedicated', 'dedicated')",-0.1668663,-0.3240417,-0.1571754
75,-0.6970393,-0.6387395,"('meek', 'impulsive')",-0.6970393,-0.6387395,0.0582998
76,0.8589792,0.76806504,"('anxious', 'daring')",0.8589792,0.768065,-0.0909142
77,-1.6928577,-1.5612118,"('unmotivated', 'motivated')",-1.6928577,-1.5612118,0.1316459
78,-0.79149276,-0.8071531,"('nonresilient', 'resilient')",-0.7914928,-0.8071531,-0.0156603
79,-0.31546918,-0.3207112,"('wavering', 'unwavering')",-0.3154692,-0.3207112,-0.005242
80,-0.30972013,-0.39123747,"('dominated', 'dominating')",-0.3097201,-0.3912375,-0.0815174
81,0.032257996,0.04605762,"('submissive', 'aggressive')",0.032258,0.0460576,0.0137996
82,6.275419,6.3782964,"('poor', 'rich')",6.2754192,6.3782964,0.1028772
83,-0.40577215,-0.40028036,"('powerless', 'powerful')",-0.4057721,-0.4002804,0.0054917
84,0.43956375,0.39921853,"('inferior', 'superior')",0.4395638,0.3992185,-0.0403453
85,-0.35501945,-0.35394192,"('insignificant', 'prestigious')",-0.3550195,-0.3539419,0.0010776
86,0.20284483,0.14370438,"('uninfluential', 'influential')",0.2028448,0.1437044,-0.0591404
87,-0.5778754,-0.48459607,"('unsuccessful', 'successful')",-0.5778754,-0.4845961,0.0932793
88,0.31522343,0.32926962,"('low', 'eminent')",0.3152234,0.3292696,0.0140462
