,oleo_male,oleo_female,tuple,average_male,average_female,female-male
0,-0.08139929,-0.22042358,"('unsociable', 'sociable')",-0.0813993,-0.2204236,-0.1390243
1,-0.34058028,-0.43380705,"('unfriendly', 'friendly')",-0.3405803,-0.433807,-0.0932267
2,0.80756223,0.837099,"('unlikable', 'likable')",0.8075622,0.837099,0.0295368
3,0.34261945,0.494689,"('repellent', 'pleasant')",0.3426194,0.494689,0.1520696
4,-2.7296393,-2.8808076,"('disliked', 'liked')",-2.7296393,-2.8808076,-0.1511683
5,-1.1916409,-1.1238283,"('distant', 'outgoing')",-1.1916409,-1.1238283,0.0678126
6,-1.4152148,-1.3170074,"('distant', 'open')",-1.4152148,-1.3170074,0.0982074
7,0.4965173,0.4906961,"('insensitive', 'sensitive')",0.4965173,0.4906961,-0.0058212
8,-0.42248896,-0.48339456,"('unaffectionate', 'affectionate')",-0.422489,-0.4833946,-0.0609056
9,-0.30111033,-0.31378007,"('unaffectionate', 'caring')",-0.3011103,-0.3137801,-0.0126698
10,0.2190189,0.22483885,"('unsympathetic', 'sympathetic')",0.2190189,0.2248389,0.00582
11,1.3385422,1.2624145,"('unhelpful', 'helpful')",1.3385422,1.2624145,-0.0761277
12,-0.83542037,-0.82975626,"('unsupportive', 'supportive')",-0.8354204,-0.8297563,0.0056641
13,0.6658812,0.597906,"('impolite', 'polite')",0.6658812,0.597906,-0.0679752
14,0.4554663,0.31138337,"('antisocial', 'social')",0.4554663,0.3113834,-0.1440829
15,0.49521828,0.35459197,"('boring', 'funny')",0.4952183,0.354592,-0.1406263
16,-0.310838,-0.32501236,"('unpopular', 'popular')",-0.310838,-0.3250124,-0.0141744
17,-0.34850398,-0.324677,"('nasty', 'nice')",-0.348504,-0.324677,0.023827
18,-0.76251274,-0.7989399,"('disagreeable', 'welcoming')",-0.7625127,-0.7989399,-0.0364272
19,-0.9822419,-0.86272323,"('inhospitable', 'hospitable')",-0.9822419,-0.8627232,0.1195187
20,-0.14348094,-0.17139128,"('rough', 'thoughtful')",-0.1434809,-0.1713913,-0.0279104
21,0.6332654,0.64913577,"('immoral', 'moral')",0.6332654,0.6491358,0.0158704
22,-0.5277355,-0.60246027,"('untrustworthy', 'trustworthy')",-0.5277355,-0.6024603,-0.0747248
23,2.5947506,2.5975223,"('insincere', 'sincere')",2.5947506,2.5975223,0.0027717
24,0.24060842,0.23536925,"('dishonest', 'honest')",0.2406084,0.2353693,-0.0052391
25,-0.37251318,-0.37048864,"('egoistic', 'altruistic')",-0.3725132,-0.3704886,0.0020246
26,0.60620815,0.43396246,"('hardhearted', 'benevolent')",0.6062081,0.4339625,-0.1722456
27,-0.06346511,0.021049116,"('hardhearted', 'softhearted')",-0.0634651,0.0210491,0.0845142
28,0.21565068,0.058844585,"('disloyal', 'loyal')",0.2156507,0.0588446,-0.1568061
29,-1.2822412,-1.3205495,"('unfair', 'fair')",-1.2822412,-1.3205495,-0.0383083
30,1.0020899,0.93354076,"('intolerant', 'tolerant')",1.0020899,0.9335408,-0.0685491
31,-1.6630597,-1.5448782,"('evil', 'good')",-1.6630597,-1.5448782,0.1181815
32,0.5633127,0.3693566,"('unkind', 'kind')",0.5633127,0.3693566,-0.1939561
33,-0.4097597,-0.48554304,"('wrong', 'right')",-0.4097597,-0.485543,-0.0757833
34,2.1537673,2.3470476,"('mean', 'honorable')",2.1537673,2.3470476,0.1932803
35,-1.1395271,-1.1800879,"('corrupt', 'incorrupt')",-1.1395271,-1.1800879,-0.0405608
36,-0.9838422,-1.031342,"('hostile', 'amicable')",-0.9838422,-1.031342,-0.0474998
37,-0.17588334,-0.14559436,"('fake', 'genuine')",-0.1758833,-0.1455944,0.0302889
38,-0.025485514,-0.04343977,"('untruthful', 'truthful')",-0.0254855,-0.0434398,-0.0179543
39,0.13823313,0.12554199,"('exploitative', 'cooperative')",0.1382331,0.125542,-0.0126911
40,-1.1996014,-1.1808882,"('stingy', 'generous')",-1.1996014,-1.1808882,0.0187132
41,0.25316107,0.24325295,"('unforgiving', 'forgiving')",0.2531611,0.2432529,-0.0099082
42,-1.010989,-1.0140821,"('unreliable', 'reliable')",-1.010989,-1.0140821,-0.0030931
43,0.62347645,0.65242827,"('irresponsible', 'responsible')",0.6234764,0.6524283,0.0289519
44,-0.9546196,-0.9126273,"('prejudiced', 'unprejudiced')",-0.9546196,-0.9126273,0.0419923
45,0.058884997,0.100382954,"('incompetent', 'competent')",0.058885,0.100383,0.041498
46,0.11946282,0.065992184,"('uncompetitive', 'competitive')",0.1194628,0.0659922,-0.0534706
47,2.1838882,2.3629365,"('stupid', 'smart')",2.1838882,2.3629365,0.1790483
48,0.5916685,0.54468143,"('unintelligent', 'intelligent')",0.5916685,0.5446814,-0.0469871
49,-0.17823946,-0.063678905,"('unable', 'able')",-0.1782395,-0.0636789,0.1145606
50,-0.11212561,-0.17729971,"('clumsy', 'skillful')",-0.1121256,-0.1772997,-0.0651741
51,0.1063793,-0.038987692,"('uneducated', 'educated')",0.1063793,-0.0389877,-0.145367
52,-0.9422959,-0.96429294,"('irrational', 'rational')",-0.9422959,-0.9642929,-0.021997
53,-0.97856975,-0.940968,"('uncreative', 'creative')",-0.9785697,-0.940968,0.0376017
54,-0.08438236,-0.11377612,"('incapable', 'capable')",-0.0843824,-0.1137761,-0.0293937
55,0.36895794,0.32295063,"('incompetent', 'clever')",0.3689579,0.3229506,-0.0460073
