,adviser_male,adviser_female,tuple,average_male,average_female,female-male
0,0.79283434,0.6519811,"('unsociable', 'sociable')",0.7928343,0.6519811,-0.1408532
1,1.0424906,1.1472135,"('unfriendly', 'friendly')",1.0424906,1.1472135,0.1047229
2,0.4904265,0.40068418,"('unlikable', 'likable')",0.4904265,0.4006842,-0.0897423
3,0.6353608,0.876229,"('repellent', 'pleasant')",0.6353608,0.876229,0.2408682
4,-7.221938,-7.266549,"('disliked', 'liked')",-7.2219381,-7.2665491,-0.044611
5,-1.3242656,-1.1722698,"('distant', 'outgoing')",-1.3242656,-1.1722698,0.1519958
6,-1.1836245,-0.97097296,"('distant', 'open')",-1.1836245,-0.970973,0.2126515
7,1.7020067,1.793667,"('insensitive', 'sensitive')",1.7020067,1.793667,0.0916603
8,0.8823989,0.9581778,"('unaffectionate', 'affectionate')",0.8823989,0.9581778,0.0757789
9,1.8000796,2.021501,"('unaffectionate', 'caring')",1.8000796,2.0215011,0.2214215
10,1.5781748,1.6215696,"('unsympathetic', 'sympathetic')",1.5781748,1.6215696,0.0433948
11,3.4897738,3.3913198,"('unhelpful', 'helpful')",3.4897738,3.3913198,-0.098454
12,-0.7744871,-0.56430936,"('unsupportive', 'supportive')",-0.7744871,-0.5643094,0.2101777
13,0.8024624,0.63801163,"('impolite', 'polite')",0.8024624,0.6380116,-0.1644508
14,1.0718331,0.8395656,"('antisocial', 'social')",1.0718331,0.8395656,-0.2322675
15,0.490209,0.2900596,"('boring', 'funny')",0.490209,0.2900596,-0.2001494
16,-0.6946818,-0.5865901,"('unpopular', 'popular')",-0.6946818,-0.5865901,0.1080917
17,0.23068704,0.29989374,"('nasty', 'nice')",0.230687,0.2998937,0.0692067
18,-0.6648457,-0.513115,"('disagreeable', 'welcoming')",-0.6648457,-0.513115,0.1517307
19,-0.7709569,-0.6139723,"('inhospitable', 'hospitable')",-0.7709569,-0.6139723,0.1569846
20,1.3424555,1.1034162,"('rough', 'thoughtful')",1.3424555,1.1034162,-0.2390393
21,0.9182269,0.85623467,"('immoral', 'moral')",0.9182269,0.8562347,-0.0619922
22,0.5496152,0.53969586,"('untrustworthy', 'trustworthy')",0.5496152,0.5396959,-0.0099193
23,7.749166,7.744502,"('insincere', 'sincere')",7.749166,7.7445021,-0.0046639
24,2.0250962,2.1560602,"('dishonest', 'honest')",2.0250962,2.1560602,0.130964
25,0.7560091,0.7828245,"('egoistic', 'altruistic')",0.7560091,0.7828245,0.0268154
26,1.4985219,1.1463215,"('hardhearted', 'benevolent')",1.4985219,1.1463215,-0.3522004
27,1.6745334,1.7221023,"('hardhearted', 'softhearted')",1.6745334,1.7221023,0.0475689
28,1.6459982,1.4947058,"('disloyal', 'loyal')",1.6459982,1.4947058,-0.1512924
29,-0.71707386,-0.8028319,"('unfair', 'fair')",-0.7170739,-0.8028319,-0.085758
30,1.7767296,1.7422944,"('intolerant', 'tolerant')",1.7767296,1.7422944,-0.0344352
31,-2.3015666,-2.087175,"('evil', 'good')",-2.3015666,-2.0871749,0.2143917
32,1.9598004,1.6266453,"('unkind', 'kind')",1.9598004,1.6266453,-0.3331551
33,-0.43438637,-0.3999088,"('wrong', 'right')",-0.4343864,-0.3999088,0.0344776
34,5.4974856,5.817202,"('mean', 'honorable')",5.4974856,5.8172021,0.3197165
35,-1.4468392,-1.5757136,"('corrupt', 'incorrupt')",-1.4468392,-1.5757136,-0.1288744
36,-1.0718216,-1.0626905,"('hostile', 'amicable')",-1.0718216,-1.0626905,0.0091311
37,1.3686692,1.3957134,"('fake', 'genuine')",1.3686692,1.3957134,0.0270442
38,1.1513838,1.1218668,"('untruthful', 'truthful')",1.1513838,1.1218668,-0.029517
39,0.21265993,0.22076467,"('exploitative', 'cooperative')",0.2126599,0.2207647,0.0081048
