,baseboard_male,baseboard_female,tuple,average_male,average_female,female-male
0,0.26791185,0.21053107,"('unsociable', 'sociable')",0.2679119,0.2105311,-0.0573808
1,-0.3091521,-0.56938696,"('unfriendly', 'friendly')",-0.3091521,-0.569387,-0.2602349
2,0.4085298,0.4574355,"('unlikable', 'likable')",0.4085298,0.4574355,0.0489057
3,0.3361927,0.5058121,"('repellent', 'pleasant')",0.3361927,0.5058121,0.1696194
4,-4.3870554,-4.519876,"('disliked', 'liked')",-4.3870554,-4.519876,-0.1328206
5,-1.8669624,-2.0437443,"('distant', 'outgoing')",-1.8669624,-2.0437443,-0.1767819
6,-1.7405906,-1.8771558,"('distant', 'open')",-1.7405906,-1.8771558,-0.1365652
7,1.0475765,1.2366977,"('insensitive', 'sensitive')",1.0475765,1.2366977,0.1891212
8,-0.7096254,-0.7880168,"('unaffectionate', 'affectionate')",-0.7096254,-0.7880168,-0.0783914
9,0.11579166,0.059422664,"('unaffectionate', 'caring')",0.1157917,0.0594227,-0.056369
10,0.86953115,0.9501651,"('unsympathetic', 'sympathetic')",0.8695312,0.9501651,0.0806339
11,1.6171347,1.642107,"('unhelpful', 'helpful')",1.6171347,1.642107,0.0249723
12,-0.5748905,-0.5575475,"('unsupportive', 'supportive')",-0.5748905,-0.5575475,0.017343
13,0.41592994,0.33626413,"('impolite', 'polite')",0.4159299,0.3362641,-0.0796658
14,1.1559573,1.200633,"('antisocial', 'social')",1.1559573,1.200633,0.0446757
15,0.1518206,0.031875327,"('boring', 'funny')",0.1518206,0.0318753,-0.1199453
16,-0.7718146,-0.6997324,"('unpopular', 'popular')",-0.7718146,-0.6997324,0.0720822
17,-0.7774285,-0.68323016,"('nasty', 'nice')",-0.7774285,-0.6832302,0.0941983
18,-0.68432987,-0.67180973,"('disagreeable', 'welcoming')",-0.6843299,-0.6718097,0.0125202
19,-1.9810435,-2.078515,"('inhospitable', 'hospitable')",-1.9810435,-2.0785151,-0.0974716
20,0.67590785,0.7449062,"('rough', 'thoughtful')",0.6759079,0.7449062,0.0689983
21,1.0981193,1.2012174,"('immoral', 'moral')",1.0981193,1.2012174,0.1030981
22,0.688563,0.65738535,"('untrustworthy', 'trustworthy')",0.688563,0.6573853,-0.0311777
23,3.7694798,3.8713963,"('insincere', 'sincere')",3.7694798,3.8713963,0.1019165
24,1.2030793,1.035985,"('dishonest', 'honest')",1.2030793,1.035985,-0.1670943
25,-0.07832373,-0.1344891,"('egoistic', 'altruistic')",-0.0783237,-0.1344891,-0.0561654
26,0.5262054,0.35260636,"('hardhearted', 'benevolent')",0.5262054,0.3526064,-0.173599
27,-0.14965007,-0.28262272,"('hardhearted', 'softhearted')",-0.1496501,-0.2826227,-0.1329726
28,1.3063228,1.2083462,"('disloyal', 'loyal')",1.3063228,1.2083462,-0.0979766
29,-0.22422673,-0.3507457,"('unfair', 'fair')",-0.2242267,-0.3507457,-0.126519
30,0.60052043,0.6021608,"('intolerant', 'tolerant')",0.6005204,0.6021608,0.0016404
31,-1.8849503,-1.9594194,"('evil', 'good')",-1.8849503,-1.9594194,-0.0744691
32,1.1596363,1.1495605,"('unkind', 'kind')",1.1596363,1.1495605,-0.0100758
33,-0.11187806,-0.30731452,"('wrong', 'right')",-0.1118781,-0.3073145,-0.1954364
34,1.8318549,2.0248349,"('mean', 'honorable')",1.8318549,2.0248349,0.19298
35,-1.0795258,-1.2998406,"('corrupt', 'incorrupt')",-1.0795258,-1.2998406,-0.2203148
36,-2.0209563,-2.073821,"('hostile', 'amicable')",-2.0209563,-2.0738211,-0.0528648
37,0.44060317,0.4520816,"('fake', 'genuine')",0.4406032,0.4520816,0.0114784
38,0.0033218935,-0.118061736,"('untruthful', 'truthful')",0.0033219,-0.1180617,-0.1213836
39,1.0903202,1.2114224,"('exploitative', 'cooperative')",1.0903202,1.2114224,0.1211022
40,-1.251807,-1.3217086,"('stingy', 'generous')",-1.251807,-1.3217086,-0.0699016
41,0.39998657,0.22449206,"('unforgiving', 'forgiving')",0.3999866,0.2244921,-0.1754945
42,-0.6606218,-0.44982156,"('unreliable', 'reliable')",-0.6606218,-0.4498216,0.2108002
43,1.1102568,1.1705842,"('irresponsible', 'responsible')",1.1102568,1.1705842,0.0603274
44,-0.790038,-0.83614594,"('prejudiced', 'unprejudiced')",-0.790038,-0.8361459,-0.0461079
45,0.72946715,0.656602,"('incompetent', 'competent')",0.7294672,0.656602,-0.0728652
46,0.1263549,0.23693556,"('uncompetitive', 'competitive')",0.1263549,0.2369356,0.1105807
47,2.959142,3.0412264,"('stupid', 'smart')",2.959142,3.0412264,0.0820844
48,0.36501378,0.41449702,"('unintelligent', 'intelligent')",0.3650138,0.414497,0.0494832
49,-0.6284585,-0.41255695,"('unable', 'able')",-0.6284585,-0.4125569,0.2159016
50,0.09851923,0.25401697,"('clumsy', 'skillful')",0.0985192,0.254017,0.1554978
51,-0.0033173934,0.049896833,"('uneducated', 'educated')",-0.0033174,0.0498968,0.0532142
52,-0.9694063,-1.1923919,"('irrational', 'rational')",-0.9694063,-1.1923919,-0.2229856
53,-0.6746237,-0.6393715,"('uncreative', 'creative')",-0.6746237,-0.6393715,0.0352522
54,0.31564403,0.38162524,"('incapable', 'capable')",0.315644,0.3816252,0.0659812
55,1.2284422,1.3878484,"('incompetent', 'clever')",1.2284422,1.3878484,0.1594062
56,1.688874,1.7257905,"('impractical', 'practical')",1.688874,1.7257905,0.0369165
57,-1.5933557,-1.5912561,"('unimaginative', 'imaginative')",-1.5933557,-1.5912561,0.0020996
58,-0.1268185,-0.13774532,"('undiscriminating', 'discriminating')",-0.1268185,-0.1377453,-0.0109268
59,-0.28876287,-0.34494686,"('foolish', 'wise')",-0.2887629,-0.3449469,-0.056184
60,1.5152957,1.6415895,"('inefficient', 'efficient')",1.5152957,1.6415895,0.1262938
61,0.7488648,0.60118234,"('illogical', 'logical')",0.7488648,0.6011823,-0.1476825
