,procurement_male,procurement_female,tuple,average_male,average_female,female-male
0,0.12378135,0.14509614,"('unsociable', 'sociable')",0.1237814,0.1450961,0.0213147
1,1.9030598,1.8727509,"('unfriendly', 'friendly')",1.9030598,1.8727509,-0.0303089
2,0.37016833,0.37357116,"('unlikable', 'likable')",0.3701683,0.3735712,0.0034029
3,0.7133249,1.025651,"('repellent', 'pleasant')",0.7133249,1.025651,0.3123261
4,-6.951021,-7.043061,"('disliked', 'liked')",-6.9510212,-7.0430608,-0.0920396
5,-0.2675846,-0.14901143,"('distant', 'outgoing')",-0.2675846,-0.1490114,0.1185732
6,0.13342096,0.21628247,"('distant', 'open')",0.133421,0.2162825,0.0828615
7,1.2746116,1.4881606,"('insensitive', 'sensitive')",1.2746116,1.4881606,0.213549
8,1.5639875,1.456531,"('unaffectionate', 'affectionate')",1.5639875,1.456531,-0.1074565
9,2.039647,2.1539164,"('unaffectionate', 'caring')",2.0396471,2.1539164,0.1142693
10,0.6848483,0.9601094,"('unsympathetic', 'sympathetic')",0.6848483,0.9601094,0.2752611
11,1.8529187,2.05604,"('unhelpful', 'helpful')",1.8529187,2.05604,0.2031213
12,-1.1915379,-0.9451532,"('unsupportive', 'supportive')",-1.1915379,-0.9451532,0.2463847
13,-0.2010014,-0.15484346,"('impolite', 'polite')",-0.2010014,-0.1548435,0.0461579
14,0.23809938,0.14699407,"('antisocial', 'social')",0.2380994,0.1469941,-0.0911053
15,0.31541857,0.19494435,"('boring', 'funny')",0.3154186,0.1949444,-0.1204742
16,-0.63531184,-0.50693166,"('unpopular', 'popular')",-0.6353118,-0.5069317,0.1283801
17,-0.014190305,0.0053897686,"('nasty', 'nice')",-0.0141903,0.0053898,0.0195801
18,-0.39143297,-0.28093553,"('disagreeable', 'welcoming')",-0.391433,-0.2809355,0.1104975
19,-0.3878308,-0.14267126,"('inhospitable', 'hospitable')",-0.3878308,-0.1426713,0.2451595
20,0.9774398,0.74724054,"('rough', 'thoughtful')",0.9774398,0.7472405,-0.2301993
21,-0.17222257,0.11391526,"('immoral', 'moral')",-0.1722226,0.1139153,0.2861379
22,-0.72656554,-0.4988236,"('untrustworthy', 'trustworthy')",-0.7265655,-0.4988236,0.2277419
23,6.9140797,7.178293,"('insincere', 'sincere')",6.9140797,7.1782932,0.2642135
24,1.612102,1.9177345,"('dishonest', 'honest')",1.612102,1.9177345,0.3056325
25,1.5232615,1.363442,"('egoistic', 'altruistic')",1.5232615,1.3634419,-0.1598196
26,1.4714985,0.9434931,"('hardhearted', 'benevolent')",1.4714985,0.9434931,-0.5280054
27,2.042426,1.8646829,"('hardhearted', 'softhearted')",2.0424261,1.8646829,-0.1777432
28,1.2386665,1.2634991,"('disloyal', 'loyal')",1.2386665,1.2634991,0.0248326
29,-0.6529262,-0.6906369,"('unfair', 'fair')",-0.6529262,-0.6906369,-0.0377107
30,1.1151086,1.2195191,"('intolerant', 'tolerant')",1.1151086,1.2195191,0.1044105
31,-1.3781631,-1.3940948,"('evil', 'good')",-1.3781631,-1.3940948,-0.0159317
32,1.2456896,1.1861819,"('unkind', 'kind')",1.2456896,1.1861819,-0.0595077
33,0.10806702,0.08901342,"('wrong', 'right')",0.108067,0.0890134,-0.0190536
34,4.8510404,5.2565246,"('mean', 'honorable')",4.8510404,5.2565246,0.4054842
35,-1.0701888,-1.1346493,"('corrupt', 'incorrupt')",-1.0701888,-1.1346493,-0.0644605
36,-0.7076932,-0.85786885,"('hostile', 'amicable')",-0.7076932,-0.8578689,-0.1501757
37,0.9298626,0.9695701,"('fake', 'genuine')",0.9298626,0.9695701,0.0397075
38,0.32294282,0.45987225,"('untruthful', 'truthful')",0.3229428,0.4598722,0.1369294
39,0.056921847,0.12024235,"('exploitative', 'cooperative')",0.0569218,0.1202423,0.0633205
40,-1.1453496,-1.0950568,"('stingy', 'generous')",-1.1453496,-1.0950568,0.0502928
41,0.22054991,-0.051461898,"('unforgiving', 'forgiving')",0.2205499,-0.0514619,-0.2720118
42,-2.8947234,-2.5158134,"('unreliable', 'reliable')",-2.8947234,-2.5158134,0.37891
43,0.9275312,1.0504296,"('irresponsible', 'responsible')",0.9275312,1.0504296,0.1228984
44,-1.6166589,-1.81776,"('prejudiced', 'unprejudiced')",-1.6166589,-1.81776,-0.2011011
45,0.227098,0.30064243,"('incompetent', 'competent')",0.227098,0.3006424,0.0735444
46,-1.012404,-0.7760304,"('uncompetitive', 'competitive')",-1.012404,-0.7760304,0.2363736
47,5.3769894,5.433185,"('stupid', 'smart')",5.3769894,5.4331851,0.0561957
48,0.5305603,0.5955813,"('unintelligent', 'intelligent')",0.5305603,0.5955813,0.065021
49,0.4053406,0.62027216,"('unable', 'able')",0.4053406,0.6202722,0.2149316
50,-0.3206549,-0.20025651,"('clumsy', 'skillful')",-0.3206549,-0.2002565,0.1203984
51,0.4247792,0.61866885,"('uneducated', 'educated')",0.4247792,0.6186689,0.1938897
52,-0.008480668,-0.12819503,"('irrational', 'rational')",-0.0084807,-0.128195,-0.1197143
53,0.4151172,0.3465997,"('uncreative', 'creative')",0.4151172,0.3465997,-0.0685175
54,1.2794203,1.5809786,"('incapable', 'capable')",1.2794203,1.5809786,0.3015583
55,0.865818,1.0958148,"('incompetent', 'clever')",0.865818,1.0958148,0.2299968
56,0.3948096,0.6820659,"('impractical', 'practical')",0.3948096,0.6820659,0.2872563
