,village_male,village_female,tuple,average_male,average_female,female-male
0,1.0171404,0.9200295,"('unsociable', 'sociable')",1.0171404,0.9200295,-0.0971109
1,0.9480399,0.87790114,"('unfriendly', 'friendly')",0.9480399,0.8779011,-0.0701388
2,0.016063362,0.025264159,"('unlikable', 'likable')",0.0160634,0.0252642,0.0092008
3,0.533377,0.5590526,"('repellent', 'pleasant')",0.533377,0.5590526,0.0256756
4,-6.720917,-6.8570685,"('disliked', 'liked')",-6.7209172,-6.8570685,-0.1361513
5,-1.2594742,-1.2495269,"('distant', 'outgoing')",-1.2594742,-1.2495269,0.0099473
6,-0.7213428,-0.7519957,"('distant', 'open')",-0.7213428,-0.7519957,-0.0306529
7,1.5723739,1.6062763,"('insensitive', 'sensitive')",1.5723739,1.6062763,0.0339024
8,1.084293,0.9730114,"('unaffectionate', 'affectionate')",1.084293,0.9730114,-0.1112816
9,1.6894493,1.6430297,"('unaffectionate', 'caring')",1.6894493,1.6430297,-0.0464196
10,1.1316628,1.2059546,"('unsympathetic', 'sympathetic')",1.1316628,1.2059546,0.0742918
11,1.6791972,1.7507881,"('unhelpful', 'helpful')",1.6791972,1.7507881,0.0715909
12,-1.3884878,-1.419913,"('unsupportive', 'supportive')",-1.3884878,-1.4199131,-0.0314253
13,0.101793274,0.13053177,"('impolite', 'polite')",0.1017933,0.1305318,0.0287385
14,0.7162043,0.7217361,"('antisocial', 'social')",0.7162043,0.7217361,0.0055318
15,0.47281528,0.37671733,"('boring', 'funny')",0.4728153,0.3767173,-0.096098
16,0.004121214,-0.083623916,"('unpopular', 'popular')",0.0041212,-0.0836239,-0.0877451
17,-0.15281026,-0.14229462,"('nasty', 'nice')",-0.1528103,-0.1422946,0.0105157
18,-0.5322097,-0.62405354,"('disagreeable', 'welcoming')",-0.5322097,-0.6240535,-0.0918438
19,-0.4620412,-0.49344552,"('inhospitable', 'hospitable')",-0.4620412,-0.4934455,-0.0314043
20,0.7821685,0.7276773,"('rough', 'thoughtful')",0.7821685,0.7276773,-0.0544912
21,-0.03614968,-0.01490869,"('immoral', 'moral')",-0.0361497,-0.0149087,0.021241
22,0.061700027,0.02578751,"('untrustworthy', 'trustworthy')",0.0617,0.0257875,-0.0359125
23,6.3606033,6.4039483,"('insincere', 'sincere')",6.3606033,6.4039483,0.043345
24,1.5300555,1.4698848,"('dishonest', 'honest')",1.5300555,1.4698848,-0.0601707
25,0.8643543,0.6757102,"('egoistic', 'altruistic')",0.8643543,0.6757102,-0.1886441
26,0.7738403,0.79584646,"('hardhearted', 'benevolent')",0.7738403,0.7958465,0.0220062
27,1.3041929,1.147396,"('hardhearted', 'softhearted')",1.3041929,1.147396,-0.1567969
28,0.9302911,0.8908669,"('disloyal', 'loyal')",0.9302911,0.8908669,-0.0394242
29,-0.5458785,-0.6248549,"('unfair', 'fair')",-0.5458785,-0.6248549,-0.0789764
30,1.3808811,1.3691903,"('intolerant', 'tolerant')",1.3808811,1.3691903,-0.0116908
31,-1.5282118,-1.5994116,"('evil', 'good')",-1.5282118,-1.5994116,-0.0711998
32,1.0566226,1.0140824,"('unkind', 'kind')",1.0566226,1.0140824,-0.0425402
33,-0.16590701,-0.24182768,"('wrong', 'right')",-0.165907,-0.2418277,-0.0759207
34,4.958756,5.062856,"('mean', 'honorable')",4.958756,5.0628562,0.1041002
35,-0.96497464,-1.1969284,"('corrupt', 'incorrupt')",-0.9649746,-1.1969284,-0.2319538
36,-0.7512755,-0.94649327,"('hostile', 'amicable')",-0.7512755,-0.9464933,-0.1952178
37,0.7281271,0.6766221,"('fake', 'genuine')",0.7281271,0.6766221,-0.051505
38,0.41053772,0.36751384,"('untruthful', 'truthful')",0.4105377,0.3675138,-0.0430239
39,0.97062117,0.9172488,"('exploitative', 'cooperative')",0.9706212,0.9172488,-0.0533724
40,-1.8969111,-1.9687995,"('stingy', 'generous')",-1.8969111,-1.9687995,-0.0718884
41,0.21940172,0.17277358,"('unforgiving', 'forgiving')",0.2194017,0.1727736,-0.0466281
42,-2.4256103,-2.4126058,"('unreliable', 'reliable')",-2.4256103,-2.4126058,0.0130045
43,1.3113302,1.3579816,"('irresponsible', 'responsible')",1.3113302,1.3579816,0.0466514
44,-1.4452317,-1.4519095,"('prejudiced', 'unprejudiced')",-1.4452317,-1.4519095,-0.0066778
45,0.75032485,0.7235916,"('incompetent', 'competent')",0.7503248,0.7235916,-0.0267332
46,0.06840511,0.10542632,"('uncompetitive', 'competitive')",0.0684051,0.1054263,0.0370212
47,5.2966437,5.442393,"('stupid', 'smart')",5.2966437,5.4423928,0.1457491
48,0.56669426,0.5875804,"('unintelligent', 'intelligent')",0.5666943,0.5875804,0.0208861
49,-0.22546542,-0.16225587,"('unable', 'able')",-0.2254654,-0.1622559,0.0632095
50,-0.9264828,-0.9691009,"('clumsy', 'skillful')",-0.9264828,-0.9691009,-0.0426181
51,0.5402802,0.51214623,"('uneducated', 'educated')",0.5402802,0.5121462,-0.028134
52,-0.31164852,-0.49133277,"('irrational', 'rational')",-0.3116485,-0.4913328,-0.1796843
53,0.017499525,-0.013122454,"('uncreative', 'creative')",0.0174995,-0.0131225,-0.030622
54,1.1310312,1.1393381,"('incapable', 'capable')",1.1310312,1.1393381,0.0083069
55,1.3444225,1.337804,"('incompetent', 'clever')",1.3444225,1.337804,-0.0066185
56,1.0140699,1.0163862,"('impractical', 'practical')",1.0140699,1.0163862,0.0023163
57,-2.4676569,-2.431216,"('unimaginative', 'imaginative')",-2.4676569,-2.431216,0.0364409
58,0.27026087,0.29545397,"('undiscriminating', 'discriminating')",0.2702609,0.295454,0.0251931
59,-0.26667124,-0.30299002,"('foolish', 'wise')",-0.2666712,-0.30299,-0.0363188
60,0.9732975,1.0997427,"('inefficient', 'efficient')",0.9732975,1.0997427,0.1264452
61,0.47202346,0.3978076,"('illogical', 'logical')",0.4720235,0.3978076,-0.0742159
62,0.8898256,0.9607537,"('incompetent', 'brilliant')",0.8898256,0.9607537,0.0709281
63,0.5187275,0.5793467,"('unperceptive', 'insightful')",0.5187275,0.5793467,0.0606192
64,-6.297592,-6.281718,"('shy', 'confident')",-6.2975922,-6.2817178,0.0158744
65,0.35865358,0.45555586,"('insecure', 'secure')",0.3586536,0.4555559,0.0969023
66,0.0007214248,-0.031043887,"('inactive', 'active')",0.0007214,-0.0310439,-0.0317653
67,0.08402808,0.15414385,"('doubtful', 'determined')",0.0840281,0.1541439,0.0701158
68,-0.7726545,-0.78024286,"('dependent', 'independent')",-0.7726545,-0.7802429,-0.0075884
69,-1.7081813,-1.851245,"('lazy', 'industrious')",-1.7081813,-1.851245,-0.1430637
70,1.5570376,1.5817199,"('lethargic', 'energetic')",1.5570376,1.5817199,0.0246823
71,1.1855979,1.1466339,"('diffident', 'self-confident')",1.1855979,1.1466339,-0.038964
72,0.5949254,0.70084053,"('unambitious', 'ambitious')",0.5949254,0.7008405,0.1059151
73,-3.2370005,-3.2814877,"('helpless', 'self-reliant')",-3.2370005,-3.2814877,-0.0444872
74,0.25057146,0.1881093,"('undedicated', 'dedicated')",0.2505715,0.1881093,-0.0624622
75,-1.033397,-1.0057118,"('meek', 'impulsive')",-1.033397,-1.0057118,0.0276852
76,0.35775325,0.44833922,"('anxious', 'daring')",0.3577532,0.4483392,0.090586
77,-0.9076738,-0.8139745,"('unmotivated', 'motivated')",-0.9076738,-0.8139745,0.0936993
78,-0.57207817,-0.58663505,"('nonresilient', 'resilient')",-0.5720782,-0.5866351,-0.0145569
79,-0.81028724,-0.80083543,"('wavering', 'unwavering')",-0.8102872,-0.8008354,0.0094518
80,-0.012532957,0.042826284,"('dominated', 'dominating')",-0.012533,0.0428263,0.0553593
81,-0.09836528,0.049621053,"('submissive', 'aggressive')",-0.0983653,0.0496211,0.1479864
82,6.1436386,6.208851,"('poor', 'rich')",6.1436386,6.2088509,0.0652123
83,-0.4248365,-0.39061946,"('powerless', 'powerful')",-0.4248365,-0.3906195,0.034217
84,-0.12648928,-0.0731377,"('inferior', 'superior')",-0.1264893,-0.0731377,0.0533516
85,-0.8769852,-0.98353565,"('insignificant', 'prestigious')",-0.8769852,-0.9835356,-0.1065504
86,0.84578705,0.7870786,"('uninfluential', 'influential')",0.845787,0.7870786,-0.0587084
87,-0.08422313,0.0012622159,"('unsuccessful', 'successful')",-0.0842231,0.0012622,0.0854853
