,climb_male,climb_female,tuple,average_male,average_female,female-male
0,0.7279062,0.5878423,"('unsociable', 'sociable')",0.7279062,0.5878423,-0.1400639
1,0.726908,0.6888395,"('unfriendly', 'friendly')",0.726908,0.6888395,-0.0380685
2,-0.18964371,-0.025498541,"('unlikable', 'likable')",-0.1896437,-0.0254985,0.1641452
3,0.9064905,1.0055915,"('repellent', 'pleasant')",0.9064905,1.0055915,0.099101
4,-7.2419043,-7.436745,"('disliked', 'liked')",-7.2419043,-7.4367452,-0.1948409
5,-0.9324737,-0.90921116,"('distant', 'outgoing')",-0.9324737,-0.9092112,0.0232625
6,-0.53333193,-0.6132447,"('distant', 'open')",-0.5333319,-0.6132447,-0.0799128
7,1.7127937,1.6843834,"('insensitive', 'sensitive')",1.7127937,1.6843834,-0.0284103
8,0.6520331,0.5960314,"('unaffectionate', 'affectionate')",0.6520331,0.5960314,-0.0560017
9,1.1102707,1.149229,"('unaffectionate', 'caring')",1.1102707,1.149229,0.0389583
10,1.7291014,1.7204689,"('unsympathetic', 'sympathetic')",1.7291014,1.7204689,-0.0086325
11,1.7392507,1.8373594,"('unhelpful', 'helpful')",1.7392507,1.8373594,0.0981087
12,-1.3914943,-1.3805242,"('unsupportive', 'supportive')",-1.3914943,-1.3805242,0.0109701
13,0.39556485,0.527169,"('impolite', 'polite')",0.3955649,0.527169,0.1316041
14,0.8539633,0.82388484,"('antisocial', 'social')",0.8539633,0.8238848,-0.0300785
15,0.52367616,0.42997533,"('boring', 'funny')",0.5236762,0.4299753,-0.0937009
16,-1.2631428,-1.2455958,"('unpopular', 'popular')",-1.2631428,-1.2455958,0.017547
17,7.070601e-05,-0.02111839,"('nasty', 'nice')",7.07e-05,-0.0211184,-0.0211891
18,-0.677706,-0.5626366,"('disagreeable', 'welcoming')",-0.677706,-0.5626366,0.1150694
19,-1.1857249,-1.1296085,"('inhospitable', 'hospitable')",-1.1857249,-1.1296085,0.0561164
20,0.69320756,0.6076115,"('rough', 'thoughtful')",0.6932076,0.6076115,-0.0855961
21,0.2948948,0.5029506,"('immoral', 'moral')",0.2948948,0.5029506,0.2080558
22,0.1177728,0.12228592,"('untrustworthy', 'trustworthy')",0.1177728,0.1222859,0.0045131
23,5.991701,6.215057,"('insincere', 'sincere')",5.9917011,6.2150569,0.2233558
24,1.4536104,1.4441959,"('dishonest', 'honest')",1.4536104,1.4441959,-0.0094145
25,0.38201085,0.41278428,"('egoistic', 'altruistic')",0.3820108,0.4127843,0.0307735
26,1.1990669,0.9561332,"('hardhearted', 'benevolent')",1.1990669,0.9561332,-0.2429337
27,1.7394093,1.564534,"('hardhearted', 'softhearted')",1.7394093,1.5645339,-0.1748754
28,1.2473288,1.0982935,"('disloyal', 'loyal')",1.2473288,1.0982935,-0.1490353
29,-0.3950147,-0.60246736,"('unfair', 'fair')",-0.3950147,-0.6024674,-0.2074527
30,1.1940787,1.2915994,"('intolerant', 'tolerant')",1.1940787,1.2915994,0.0975207
31,-1.7837005,-1.8716514,"('evil', 'good')",-1.7837005,-1.8716514,-0.0879509
32,1.3743289,1.2995125,"('unkind', 'kind')",1.3743289,1.2995125,-0.0748164
33,-0.58834624,-0.66304624,"('wrong', 'right')",-0.5883462,-0.6630462,-0.0747
34,3.891602,4.1781616,"('mean', 'honorable')",3.891602,4.1781616,0.2865596
35,-1.5453771,-1.8647133,"('corrupt', 'incorrupt')",-1.5453771,-1.8647133,-0.3193362
36,-1.3107138,-1.5154986,"('hostile', 'amicable')",-1.3107138,-1.5154986,-0.2047848
37,1.0851794,1.0476669,"('fake', 'genuine')",1.0851794,1.0476669,-0.0375125
38,-0.71697015,-0.59270895,"('untruthful', 'truthful')",-0.7169701,-0.5927089,0.1242612
39,0.44503587,0.5075389,"('exploitative', 'cooperative')",0.4450359,0.5075389,0.062503
40,-1.0026649,-1.1228012,"('stingy', 'generous')",-1.0026649,-1.1228012,-0.1201363
41,0.7677466,0.6102774,"('unforgiving', 'forgiving')",0.7677466,0.6102774,-0.1574692
42,-1.7367266,-1.7945329,"('unreliable', 'reliable')",-1.7367266,-1.7945329,-0.0578063
43,1.2085801,1.365686,"('irresponsible', 'responsible')",1.2085801,1.3656861,0.157106
44,-1.0919082,-1.0618777,"('prejudiced', 'unprejudiced')",-1.0919082,-1.0618777,0.0300305
45,0.78183645,0.5685165,"('incompetent', 'competent')",0.7818365,0.5685165,-0.21332
46,0.08413027,0.042660918,"('uncompetitive', 'competitive')",0.0841303,0.0426609,-0.0414694
47,4.423877,4.612125,"('stupid', 'smart')",4.4238768,4.6121249,0.1882481
48,0.53336805,0.57331043,"('unintelligent', 'intelligent')",0.5333681,0.5733104,0.0399423
49,-0.2855742,-0.16761501,"('unable', 'able')",-0.2855742,-0.167615,0.1179592
50,-0.6865807,-0.6752768,"('clumsy', 'skillful')",-0.6865807,-0.6752768,0.0113039
51,0.7429192,0.74307173,"('uneducated', 'educated')",0.7429192,0.7430717,0.0001525
52,-0.69131964,-0.8881352,"('irrational', 'rational')",-0.6913196,-0.8881352,-0.1968156
53,-0.3737731,-0.46176103,"('uncreative', 'creative')",-0.3737731,-0.461761,-0.0879879
54,0.598531,0.6636731,"('incapable', 'capable')",0.598531,0.6636731,0.0651421
55,1.3946927,1.4414119,"('incompetent', 'clever')",1.3946927,1.4414119,0.0467192
56,0.7622646,0.76801443,"('impractical', 'practical')",0.7622646,0.7680144,0.0057498
57,-1.3068845,-1.5649027,"('unimaginative', 'imaginative')",-1.3068845,-1.5649027,-0.2580182
58,0.5740941,0.4842406,"('undiscriminating', 'discriminating')",0.5740941,0.4842406,-0.0898535
59,-0.46358764,-0.464647,"('foolish', 'wise')",-0.4635876,-0.464647,-0.0010594
60,0.9196817,1.202006,"('inefficient', 'efficient')",0.9196817,1.202006,0.2823243
61,0.45205688,0.27129695,"('illogical', 'logical')",0.4520569,0.2712969,-0.18076
62,0.8122352,1.0337905,"('incompetent', 'brilliant')",0.8122352,1.0337905,0.2215553
63,0.2574239,0.35596916,"('unperceptive', 'insightful')",0.2574239,0.3559692,0.0985453
64,-5.562602,-5.4939027,"('shy', 'confident')",-5.562602,-5.4939027,0.0686993
65,0.84112906,1.0084423,"('insecure', 'secure')",0.8411291,1.0084423,0.1673132
66,-0.21558882,-0.4122699,"('inactive', 'active')",-0.2155888,-0.4122699,-0.1966811
67,-0.70394605,-0.618378,"('doubtful', 'determined')",-0.7039461,-0.618378,0.0855681
68,-0.9764061,-0.8913618,"('dependent', 'independent')",-0.9764061,-0.8913618,0.0850443
69,-2.3370984,-2.4067228,"('lazy', 'industrious')",-2.3370984,-2.4067228,-0.0696244
70,2.120301,2.0960927,"('lethargic', 'energetic')",2.120301,2.0960927,-0.0242083
71,0.16907944,0.15561403,"('diffident', 'self-confident')",0.1690794,0.155614,-0.0134654
72,1.0347034,1.2926182,"('unambitious', 'ambitious')",1.0347034,1.2926182,0.2579148
73,-2.7087796,-2.6677198,"('helpless', 'self-reliant')",-2.7087796,-2.6677198,0.0410598
74,0.5659149,0.40718442,"('undedicated', 'dedicated')",0.5659149,0.4071844,-0.1587305
75,-0.9635353,-0.93534625,"('meek', 'impulsive')",-0.9635353,-0.9353462,0.0281891
76,0.91629696,1.0180558,"('anxious', 'daring')",0.916297,1.0180558,0.1017588
77,-1.322313,-1.158996,"('unmotivated', 'motivated')",-1.322313,-1.158996,0.163317
78,-0.9444113,-0.9787177,"('nonresilient', 'resilient')",-0.9444113,-0.9787177,-0.0343064
79,-0.655706,-0.7097301,"('wavering', 'unwavering')",-0.655706,-0.7097301,-0.0540241
80,0.6189623,0.5351348,"('dominated', 'dominating')",0.6189623,0.5351348,-0.0838275
81,0.6420733,0.7204146,"('submissive', 'aggressive')",0.6420733,0.7204146,0.0783413
82,5.732641,5.809052,"('poor', 'rich')",5.7326412,5.809052,0.0764108
83,-0.18607761,-0.1513228,"('powerless', 'powerful')",-0.1860776,-0.1513228,0.0347548
84,0.32137418,0.27530304,"('inferior', 'superior')",0.3213742,0.275303,-0.0460712
85,-1.7980887,-1.860941,"('insignificant', 'prestigious')",-1.7980887,-1.8609411,-0.0628524
86,1.0735239,0.93021435,"('uninfluential', 'influential')",1.0735239,0.9302143,-0.1433096
87,-0.17508812,-0.16847417,"('unsuccessful', 'successful')",-0.1750881,-0.1684742,0.0066139
88,-0.18009007,-0.16833007,"('low', 'eminent')",-0.1800901,-0.1683301,0.01176
